שנה,מזהה רמה 1,שם רמה 1,מזהה רמה 2,שם רמה 2,קוד סעיף,שם סעיף,קוד תחום,שם תחום,קוד תוכנית,שם תוכנית,קוד תקנה,שם תקנה מלא,"תקנה פעילה / פש""ח",סוג הוצאה,מקורי - נטו,מקורי - הוצאה מותנית,מקורי - הכנסה מיועדת,מקורי - הרשאה,מקורי - שיא כא,מקורי - עבצ,מקורי - כמויות,תקציב מאושר - הוצאות נטו,תקציב מאושר - הוצאה מותנית בהכנסה,תקציב מאושר - הכנסה מיועדת,תקציב מאושר - הרשאה להתחייב,תקציב מאושר - שיא כא,תקציב מאושר - עבצ,תקציב מאושר - כמויות,ביצוע - מזומן
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240230,יחידות מטה,24023042,השתתפות משרד הקליטה,תקנה פעילה,הכנסה,"-5,000",0,0,0,0,0,0,"-6,000",0,0,0,0,0,0,"-5,668"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240230,יחידות מטה,24023050,בקרה ותפעול על קופות,תקנה פעילה,הוצאה,615,0,0,0,0,0,0,"4,825",0,0,0,0,0,0,998
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240230,יחידות מטה,24023060,מערך מידע עבודת אחיות,תקנה פעילה,הוצאה,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240230,יחידות מטה,24023061,השתתפות בפרוייקט מרכבה,תקנה פעילה,הוצאה,298,0,0,0,0,0,0,298,0,0,0,0,0,0,0
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240230,יחידות מטה,24023062,השתתפות בתקציב ביקורת,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,"6,000",0,0,0,0,0,0,"1,783"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240230,יחידות מטה,24023063,מיכון משכורות ותקן,תקנה פעילה,הוצאה,143,0,0,0,0,0,0,270,0,0,0,0,0,0,589
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240230,יחידות מטה,24023064,השתתפות במשרד האוצר -,תקנה פעילה,הוצאה,20,0,0,0,0,0,0,27,0,0,0,0,0,0,27
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240230,יחידות מטה,24023065,השתתפות במשרד הבטחון,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240230,יחידות מטה,24023070,פיקוח על ניסויים בבעלי,תקנה פעילה,הוצאה,131,0,0,0,0,0,0,353,0,0,0,0,0,0,196
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240230,יחידות מטה,24023072,מחקרים וסקרים,תקנה פעילה,הוצאה,"6,975",500,0,"8,400",0,0,0,"27,461",500,0,"9,900",0,0,0,"12,699"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240230,יחידות מטה,24023073,הכנסות מהעמותה,תקנה פעילה,הכנסה,0,0,-500,0,0,0,0,0,0,-500,0,0,0,0,-320
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240230,יחידות מטה,24023080,תשלום דמי נזיקין,תקנה פעילה,הוצאה,"3,798",0,0,0,0,0,0,"42,884",0,0,0,0,0,0,"43,370"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240230,יחידות מטה,24023081,פשרת רמדיה,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,"12,500",0,0,0,0,0,0,"12,480"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240230,יחידות מטה,24023090,היחידה לחקר שירותי,תקנה פעילה,הוצאה,"1,403",0,0,0,0,0,0,"40,218",0,0,0,0,0,0,"3,439"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240232,מימון פעילויות - כללי,24023241,הוצאה על חשבון תרומות,תקנה פעילה,הוצאה,0,"1,000",0,0,0,0,0,0,5,0,0,0,0,0,0
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240232,מימון פעילויות - כללי,24023242,הכנסה מתרומות ומתנות,תקנה פעילה,הכנסה,0,0,"-1,000",0,0,0,0,0,0,-5,0,0,0,0,0
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240232,מימון פעילויות - כללי,24023293,העברה מאשפוז למימון,תקנה פעילה,הכנסה,0,0,"-91,136",0,0,0,0,0,0,"-91,136",0,0,0,0,"-91,136"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240232,מימון פעילויות - כללי,24023295,מימון פעילויות כללי,תקנה פעילה,הוצאה,0,"91,136",0,0,0,0,0,0,"91,136",0,0,0,0,0,"91,136"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240240,ויסות פעילויות,24024001,"שכ""א ויסות פעילויות",תקנה פעילה,הוצאה,"23,316",0,0,0,17,0,0,0,0,0,0,3,0,0,0
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240240,ויסות פעילויות,24024002,"עב""צ ויסות פעילויות",תקנה פעילה,הוצאה,"11,514",0,0,0,0,"1,116",0,0,0,0,0,0,0,0,0
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240240,ויסות פעילויות,24024003,שעות נוספות,תקנה פעילה,הוצאה,"10,032",0,0,0,0,0,"31,907",0,0,0,0,0,0,"15,907",0
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240240,ויסות פעילויות,24024004,כוננויות,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240240,ויסות פעילויות,24024005,כוננויות רופאים,תקנה פעילה,הוצאה,4,0,0,0,0,0,"2,371",0,0,0,0,0,0,"2,371",0
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240240,ויסות פעילויות,24024007,החזר הוצאות רכב,תקנה פעילה,הוצאה,18,0,0,0,0,0,103,0,0,0,0,0,0,351,0
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240240,ויסות פעילויות,24024008,פרמיות ושכר עידוד -,תקנה פעילה,הוצאה,4,0,0,0,0,0,"12,353",0,0,0,0,0,0,"12,353",0
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240240,ויסות פעילויות,24024009,תורנויות רופאים,תקנה פעילה,הוצאה,2,0,0,0,0,0,948,0,0,0,0,0,0,948,0
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240240,ויסות פעילויות,24024010,ויסות פילויות - קניות,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240240,ויסות פעילויות,24024011,עתודה לקניות בהתאם,תקנה פעילה,הוצאה,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240240,ויסות פעילויות,24024012,"רזרבה לשכ""א הסכם",תקנה פעילה,הוצאה,"2,505",0,0,0,2,0,0,"2,505",0,0,0,2,0,0,0
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240260,המרכז הלאומי לבקרת,24026001,"שכ""א",תקנה פעילה,הוצאה,"5,770",0,0,0,37,0,0,"6,481",0,0,0,43,0,0,"6,458"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240260,המרכז הלאומי לבקרת,24026003,שעות סוקרים,תקנה פעילה,הוצאה,"1,037",0,0,0,0,0,"20,000","1,080",0,0,0,0,0,"20,000",996
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240260,המרכז הלאומי לבקרת,24026084,הפעלת המרכז הלאומי,תקנה פעילה,הוצאה,"1,310",0,0,0,0,0,0,"4,300",0,0,0,0,0,0,"2,595"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240260,המרכז הלאומי לבקרת,24026086,מאגר רישום לאומי,תקנה פעילה,הוצאה,980,0,0,0,0,0,0,"1,128",0,0,0,0,0,0,"1,128"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240260,המרכז הלאומי לבקרת,24026087,"השתתפות משרד התמ""ת -",תקנה פעילה,הכנסה,"-1,000",0,0,0,0,0,0,"-1,128",0,0,0,0,0,0,"-1,128"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240262,המכון הרפואי לבטיחות,24026201,"שכ""א מרב""ד",תקנה פעילה,הוצאה,"1,683","3,805",0,0,42,0,0,"3,262","3,805",0,0,42,0,0,"6,937"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240262,המכון הרפואי לבטיחות,24026202,"עב""צ",תקנה פעילה,הוצאה,23,456,0,0,0,17,0,0,456,0,0,0,17,0,162
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240262,המכון הרפואי לבטיחות,24026203,"שעות נוספות מנמ""ש",תקנה פעילה,הוצאה,15,14,0,0,0,0,455,205,14,0,0,0,0,455,224
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240262,המכון הרפואי לבטיחות,24026204,"כוננויות מנמ""ש",תקנה פעילה,הוצאה,9,236,0,0,0,0,"7,795",0,236,0,0,0,0,"7,795",190
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240262,המכון הרפואי לבטיחות,24026205,כוננויות רופאים,תקנה פעילה,הוצאה,10,269,0,0,0,0,350,0,269,0,0,0,0,350,0
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240262,המכון הרפואי לבטיחות,24026207,החזר הוצאות רכב,תקנה פעילה,הוצאה,163,391,0,0,0,0,23,153,391,0,0,0,0,23,389
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240262,המכון הרפואי לבטיחות,24026260,"תפעול מרב""ד",תקנה פעילה,הוצאה,63,"9,413",0,0,0,0,0,571,"13,529",0,0,0,0,0,"14,468"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240262,המכון הרפואי לבטיחות,24026270,הכנסה מנבדקים,תקנה פעילה,הכנסה,0,0,"-14,584",0,0,0,0,0,0,"-18,700",0,0,0,0,"-20,170"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240298,שירותי חירום,24029801,"נקודות הזנקה באיו""ש",תקנה פעילה,הוצאה,"7,554",0,0,0,0,0,0,"13,575",0,0,0,0,0,0,"13,551"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240298,שירותי חירום,24029802,השתתפות בניידת טיפול,תקנה פעילה,הוצאה,"16,277",0,0,0,0,0,0,"43,035",0,0,0,0,0,0,"43,035"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240298,שירותי חירום,24029803,קרן הסעת חולים,תקנה פעילה,הוצאה,"4,714",0,0,0,0,0,0,"4,720",0,0,0,0,0,0,"4,714"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240298,שירותי חירום,24029812,חובשים עצמאים ומלווים,תקנה פעילה,הוצאה,"9,093",0,0,0,0,0,0,"9,093",0,0,0,0,0,0,"9,093"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240298,שירותי חירום,24029813,"אתרי הסכם מד""א -",תקנה פעילה,הוצאה,"3,820",0,0,0,0,0,0,"3,820",0,0,0,0,0,0,"3,820"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240298,שירותי חירום,24029815,שיפור שירותים רפואיים,תקנה פעילה,הוצאה,"2,940",0,0,0,0,0,0,"4,466",0,0,0,0,0,0,"4,466"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240299,שעת חירום,24029913,"קניות שע""ח",תקנה פעילה,הוצאה,"9,882",321,0,0,0,0,0,"19,822","3,140",0,0,0,0,0,"19,006"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240299,שעת חירום,24029920,הכנסות ממכירת תרופות,תקנה פעילה,הכנסה,0,0,-321,0,0,0,0,0,0,"-3,140",0,0,0,0,"-3,031"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240299,שעת חירום,24029926,השתתפות מ. הבטחון,תקנה פעילה,הכנסה,"-6,300",0,0,0,0,0,0,"-10,800",0,0,0,0,0,0,"-5,501"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240299,שעת חירום,24029927,הוצאות סופות חול,תקנה פעילה,הוצאה,"6,300",0,0,0,0,0,0,"11,351",0,0,0,0,0,0,"5,604"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2402,משרד ראשי,240299,שעת חירום,24029929,היערכות לרעידות אדמה,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,"2,135",0,0,0,0,0,0,188
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240403,הכשרת אחיות,24040301,"מרכזות קורסים - שכ""א",תקנה פעילה,הוצאה,46,"1,187",0,0,6,0,0,0,"1,187",0,0,2,0,0,"1,156"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240403,הכשרת אחיות,24040312,מילוי מקום אחיות,תקנה פעילה,הוצאה,681,"8,396",0,0,0,460,0,0,"8,396",0,0,0,460,0,"6,700"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240403,הכשרת אחיות,24040320,העברת הכנסות מאשפוז,תקנה פעילה,הכנסה,0,0,"-8,038",0,0,0,0,0,0,"-8,038",0,0,0,0,"-8,038"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240403,הכשרת אחיות,24040322,בחינות רישוי,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,625,0,0,0,0,0,0,310
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240403,הכשרת אחיות,24040340,הכנסות מהפעלה,תקנה פעילה,הכנסה,0,0,"-9,995",0,0,0,0,0,0,"-11,600",0,0,0,0,"-12,795"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240403,הכשרת אחיות,24040360,תפעול וקורסי הכשרה לאחיות,תקנה פעילה,הוצאה,0,"8,450",0,0,0,0,0,"17,383","10,055",0,0,0,0,0,"25,241"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240403,הכשרת אחיות,24040372,"מרכזות קורסים - ח""ע",תקנה פעילה,הוצאה,"3,372",0,0,0,0,624,0,"5,050",0,0,0,0,624,0,"5,050"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240409,העסקת עולים,24040902,חודשי עבודה - הסתכלות,תקנה פעילה,הוצאה,"5,463",0,0,0,0,"3,200",0,"5,471",0,0,0,0,"3,176",0,"2,886"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240409,העסקת עולים,24040922,השתתפות משרד הקליטה בהעסקת רופאים עולים במקצועות הרפואה,תקנה פעילה,הכנסה,"-4,990",0,0,0,0,0,0,"-4,990",0,0,0,0,0,0,"-2,615"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240410,העסקת מתמחים,24041001,העסקת רופאים מתמחים עולים,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,450,0,0,0,0,0,0,396
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240412,השתתפויות בתכניות,24041211,תוכנית לימודים קליניים,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240418,המכון לרפואה משפטית,24041801,שיא כח אדם,תקנה פעילה,הוצאה,"6,103",0,0,0,37,0,0,"5,801",0,0,0,38,0,0,"5,972"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240418,המכון לרפואה משפטית,24041802,עבודה בלתי צמיתה,תקנה פעילה,הוצאה,"1,297",0,0,0,0,84,0,137,0,0,0,0,84,0,131
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240418,המכון לרפואה משפטית,24041803,שעות נוספות,תקנה פעילה,הוצאה,88,0,0,0,0,0,"1,037",119,0,0,0,0,0,"1,037",98
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240418,המכון לרפואה משפטית,24041804,כוננויות ותורנויות,תקנה פעילה,הוצאה,608,0,0,0,0,0,"21,068",716,0,0,0,0,0,"21,068",768
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240418,המכון לרפואה משפטית,24041805,כוננויות רופאים,תקנה פעילה,הוצאה,319,0,0,0,0,0,"1,125","1,187",0,0,0,0,0,"1,125","1,083"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240418,המכון לרפואה משפטית,24041807,החזר הוצאות רכב,תקנה פעילה,הוצאה,196,0,0,0,0,0,17,269,0,0,0,0,0,17,294
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240418,המכון לרפואה משפטית,24041809,תורנויות רופאים,תקנה פעילה,הוצאה,845,0,0,0,0,0,769,841,0,0,0,0,0,769,963
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240418,המכון לרפואה משפטית,24041840,השתתפות משרד המשפטים,תקנה פעילה,הכנסה,-500,0,0,0,0,0,0,-500,0,0,0,0,0,0,-509
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240418,המכון לרפואה משפטית,24041842,השתתפות משטרה עבור,תקנה פעילה,הכנסה,"-2,330",0,0,0,0,0,0,"-2,330",0,0,0,0,0,0,"-2,330"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240418,המכון לרפואה משפטית,24041843,הכנסות אחרות עבור,תקנה פעילה,הכנסה,0,0,"-1,275",0,0,0,0,0,0,"-1,816",0,0,0,0,"-1,742"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240418,המכון לרפואה משפטית,24041860,תפעול,תקנה פעילה,הוצאה,"3,838","1,275",0,0,0,0,0,"8,601","1,816",0,0,0,0,0,"10,448"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240422,בית ספר לאחיות צפת,24042201,"שכ""א",תקנה פעילה,הוצאה,"1,345",427,0,0,10,0,0,"1,776",427,0,0,10,0,0,"2,236"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240422,בית ספר לאחיות צפת,24042203,"שעות נוספות מנמ""ש",תקנה פעילה,הוצאה,18,0,0,0,0,0,309,212,0,0,0,0,0,309,233
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240422,בית ספר לאחיות צפת,24042240,הכנסות מתלמידות,תקנה פעילה,הכנסה,0,0,"-1,022",0,0,0,0,0,0,"-1,022",0,0,0,0,"-1,022"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240422,בית ספר לאחיות צפת,24042260,הפעלה,תקנה פעילה,הוצאה,20,595,0,0,0,0,0,20,595,0,0,0,0,0,615
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240422,בית ספר לאחיות צפת,24042272,"עב""צ ח""ע",תקנה פעילה,הוצאה,92,0,0,0,0,5,0,0,0,0,0,0,5,0,22
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240424,מרכז הדרכה לאזור הצפון,24042401,"שכ""א",תקנה פעילה,הוצאה,559,0,0,0,3,0,0,757,0,0,0,3,0,0,656
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240424,מרכז הדרכה לאזור הצפון,24042440,הכנסה מתלמידות,תקנה פעילה,הכנסה,0,0,-175,0,0,0,0,0,0,-149,0,0,0,0,-122
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240424,מרכז הדרכה לאזור הצפון,24042460,תפעול,תקנה פעילה,הוצאה,44,175,0,0,0,0,0,36,149,0,0,0,0,0,169
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240425,"ביהס לטכנאי רנטגן-רמב""ם",24042501,"שכ""א",תקנה פעילה,הוצאה,642,0,0,0,3,0,0,319,0,0,0,3,0,0,302
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240425,"ביהס לטכנאי רנטגן-רמב""ם",24042560,הפעלה,תקנה פעילה,הוצאה,20,0,0,0,0,0,0,67,0,0,0,0,0,0,109
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240426,"עירוני ממשלתי חיפה ע""ש",24042601,"שכ""א",תקנה פעילה,הוצאה,"3,080",828,0,0,15,0,0,"2,770",828,0,0,15,0,0,"4,146"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240426,"עירוני ממשלתי חיפה ע""ש",24042603,"שעות נוספות מנמ""ש",תקנה פעילה,הוצאה,45,0,0,0,0,0,674,44,0,0,0,0,0,674,421
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240426,"עירוני ממשלתי חיפה ע""ש",24042640,הכנסה מתלמידות,תקנה פעילה,הכנסה,0,0,"-1,400",0,0,0,0,0,0,"-1,610",0,0,0,0,"-1,227"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240426,"עירוני ממשלתי חיפה ע""ש",24042660,תפעול,תקנה פעילה,הוצאה,71,572,0,0,0,0,0,0,782,0,0,0,0,0,508
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240426,"עירוני ממשלתי חיפה ע""ש",24042672,"עב""צ ח""ע",תקנה פעילה,הוצאה,92,0,0,0,0,5,0,91,0,0,0,0,5,0,0
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240429,"ע""ש מטיוס חדרה - בי""ס",24042901,"שכ""א",תקנה פעילה,הוצאה,"2,528",80,0,0,10,0,0,"2,431",80,0,0,10,0,0,"2,554"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240429,"ע""ש מטיוס חדרה - בי""ס",24042903,שעות נוספות,תקנה פעילה,הוצאה,17,6,0,0,0,0,320,257,0,0,0,0,0,320,214
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240429,"ע""ש מטיוס חדרה - בי""ס",24042940,הכנסה מתלמידות,תקנה פעילה,הכנסה,0,0,-968,0,0,0,0,0,0,"-1,003",0,0,0,0,-909
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240429,"ע""ש מטיוס חדרה - בי""ס",24042941,הכנסות ממוסדות להשכלה גבוהה,תקנה פעילה,הכנסה,0,0,-45,0,0,0,0,0,0,-4,0,0,0,0,0
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240429,"ע""ש מטיוס חדרה - בי""ס",24042960,תפעול,תקנה פעילה,הוצאה,13,927,0,0,0,0,0,13,927,0,0,0,0,0,950
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240430,"ע""ש שינבורן-מרכז רפואי",24043001,"שכ""א",תקנה פעילה,הוצאה,"3,429",565,0,0,18,0,0,"3,360",608,0,0,18,0,0,"3,968"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240430,"ע""ש שינבורן-מרכז רפואי",24043003,שעות נוספות,תקנה פעילה,הוצאה,31,43,0,0,0,0,976,31,0,0,0,0,0,976,31
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240430,"ע""ש שינבורן-מרכז רפואי",24043040,הכנסה מתלמידות,תקנה פעילה,הכנסה,0,0,"-1,300",0,0,0,0,0,0,"-1,344",0,0,0,0,"-1,344"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240430,"ע""ש שינבורן-מרכז רפואי",24043041,הכנסות ממוסדות להשכלה גבוהה,תקנה פעילה,הכנסה,0,0,-71,0,0,0,0,0,0,-71,0,0,0,0,-71
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240430,"ע""ש שינבורן-מרכז רפואי",24043060,תפעול,תקנה פעילה,הוצאה,523,763,0,0,0,0,0,971,807,0,0,0,0,0,"1,778"
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240431,מרכז רפואי עירוני,24043101,"שכ""א",תקנה פעילה,הוצאה,206,0,0,0,1,0,0,206,0,0,0,1,0,0,206
2014,2,שירותים חברתיים,21,בריאות,24,משרד הבריאות,2404,"יחידות מסונפות לבתיה""ח",240431,מרכז רפואי עירוני,24043104,תפעול,תקנה פעילה,הוצאה,39,0,0,0,0,0,0,62,0,0,0,0,0,0,62
