שנה,קוד סעיף,שם סעיף,קוד תחום,שם תחום,קוד תוכנית,שם תוכנית,קוד תקנה,שם תקנה,"תקנה פעילה / פש""ח",סוג הוצאה,תקציב מקורי - הוצאות נטו,תקציב מקורי - הוצאה מותנית בהכנסה,תקציב מקורי - הכנסה מיועדת,תקציב מקורי - הרשאה להתחייב,תקציב מקורי - שיא כא,תקציב מקורי - עבצ,תקציב מקורי - כמויות,תקציב מאושר - הוצאות נטו,תקציב מאושר - הוצאה מותנית בהכנסה,תקציב מאושר - הכנסה מיועדת,תקציב מאושר - הרשאה להתחייב,תקציב מאושר - שיא כא,תקציב מאושר - עבצ,תקציב מאושר - כמויות,ביצוע - מזומן
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-65,הכנסות מגורמי חוץ,תקנה פעילה,הכנסה,0,0,-600,0,0,0,0,0,0,-600,0,0,0,0,-31
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-66,הוצאות ביטחון,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-67,"אחזקה - מכס ומע""מ",תקנה פעילה,הוצאה,"2,500","3,000",0,0,0,0,0,"4,337","3,000",0,0,0,0,0,"6,419"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-68,פעולות רווחה - מכס,תקנה פעילה,הוצאה,"1,800",0,0,0,0,0,0,"2,092",0,0,0,0,0,0,"1,855"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-69,"הדרכה - מכס ומע""מ",תקנה פעילה,הוצאה,"3,000",500,0,0,0,0,0,"4,985",500,0,0,0,0,0,"4,146"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-70,מענקי השתלמות - מכס,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-71,דואר וטלפונים - מכס,תקנה פעילה,הוצאה,"2,400","1,200",0,0,0,0,0,"6,787","1,200",0,0,0,0,0,"7,805"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-72,מודעות ופרסומים,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-73,הכנסות ממודעות,"פש""ח",הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-74,מרכז אנרגיה - החזר,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-75,אחזקה ורכישה - בידוק,תקנה פעילה,הוצאה,0,"30,900",0,0,0,0,0,"4,180","36,900",0,0,0,0,0,"21,302"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-76,הכנסה מאגרות - ביטחון,תקנה פעילה,הכנסה,0,0,"-38,000",0,0,0,0,0,0,"-44,000",0,0,0,0,"-44,000"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-79,סקרים בדיקות וחוות דעת,תקנה פעילה,הוצאה,0,"1,000",0,0,0,0,0,0,"1,700",0,0,0,0,0,728
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-80,השתתפות גורמי חוץ,תקנה פעילה,הכנסה,0,0,"-1,000",0,0,0,0,0,0,"-1,700",0,0,0,0,-729
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-81,מעברי גבול יבשתיים,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-82,מיכון מטה מכס,תקנה פעילה,הוצאה,"2,800",0,0,0,0,0,0,"4,799",0,0,0,0,0,0,"3,362"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-83,דלק לרכב ממשלתי - מכס,תקנה פעילה,הוצאה,"2,400",0,0,0,0,0,0,"3,600",0,0,0,0,0,0,"3,597"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-84,הוצאות משפטיות - מכס,תקנה פעילה,הוצאה,500,0,0,0,0,0,0,700,0,0,0,0,0,0,796
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-85,הדפסת טפסים והוצאות,תקנה פעילה,הוצאה,"1,000",0,0,0,0,0,0,"1,700",0,0,0,0,0,0,739
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-86,"נסיעות לחו""ל - מכס","פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-88,השתתפות סעיף 16,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,"-1,000",0,0,0,0,0,0,-316
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-90,רזרבה להשתתפויות,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-91,ביטוח גניבות חקלאיות,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,"1,000",0,0,0,0,0,0,316
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-92,השתתפות במשרד הביטחון,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-96,"חשמל - מכס ומע""מ",תקנה פעילה,הוצאה,"2,519",0,0,0,0,0,0,"4,303",0,0,0,0,0,0,"3,774"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-97,רכישת שירותים ממשרדי,תקנה פעילה,הוצאה,"1,000",0,0,0,0,0,0,"1,000",0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-98,מכירת שירותים למשרדי,תקנה פעילה,הכנסה,"-1,000",0,0,0,0,0,0,"-1,000",0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-02,תקציב הוצאות שוטפות,05-20-02-99,רזרבה לסימון דלקים,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-03,"תקציב נציגויות בחו""ל",05-20-03-01,"תפעול נציגויות בחו""ל",תקנה פעילה,הוצאה,146,0,0,0,0,0,0,833,0,0,0,0,0,0,881
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-03,"תקציב נציגויות בחו""ל",05-20-03-02,"שיא כח אדם - מכס חו""ל",תקנה פעילה,הוצאה,"1,584",0,0,0,3,0,0,"1,584",0,0,0,3,0,0,"1,727"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-03,"תקציב נציגויות בחו""ל",05-20-03-04,השתתפות באוצר,תקנה פעילה,הוצאה,840,0,0,0,0,0,0,840,0,0,0,0,0,0,844
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-03,"תקציב נציגויות בחו""ל",05-20-03-11,"תפעול נציגויות בחו""ל -",תקנה פעילה,הוצאה,350,0,0,0,0,0,0,350,0,0,0,0,0,0,265
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-03,"תקציב נציגויות בחו""ל",05-20-03-12,"שיא כח אדם - מכס חו""ל",תקנה פעילה,הוצאה,240,0,0,0,0,0,0,246,0,0,0,0,0,0,231
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-03,"תקציב נציגויות בחו""ל",05-20-03-14,השתתפות באוצר - חשבות,תקנה פעילה,הוצאה,160,0,0,0,0,0,0,160,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-03,"תקציב נציגויות בחו""ל",05-20-03-90,"רזרבה להתייקרויות מט""ח",תקנה פעילה,הוצאה,88,0,0,0,0,0,0,88,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-01,פעולות הוצאה לפועל,תקנה פעילה,הוצאה,0,"6,000",0,0,0,0,0,234,"6,000",0,0,0,0,0,"4,458"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-02,הכנסות מעיקולים,תקנה פעילה,הכנסה,0,0,"-6,000",0,0,0,0,0,0,"-6,000",0,0,0,0,"-4,488"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-03,הוצאות שומה,תקנה פעילה,הוצאה,0,"2,500",0,0,0,0,0,0,"3,200",0,0,0,0,0,"3,168"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-04,השתתפות יועצי מס,תקנה פעילה,הכנסה,0,0,"-2,500",0,0,0,0,0,0,"-3,200",0,0,0,0,"-3,200"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-05,גמולים למודיעים-מכס,תקנה פעילה,הוצאה,0,500,0,0,0,0,0,0,250,0,0,0,0,0,14
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-06,הכנסות מגביית,תקנה פעילה,הכנסה,0,0,-500,0,0,0,0,0,0,-250,0,0,0,0,-14
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-07,הוצאות קרן הפיצויים,תקנה פעילה,הוצאה,0,"6,000",0,0,0,0,0,0,"26,000",0,0,0,0,0,"25,581"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-08,השתתפות קרן הפיצויים,תקנה פעילה,הכנסה,0,0,"-6,000",0,0,0,0,0,0,"-26,000",0,0,0,0,"-25,581"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-09,"הפעלת קובץ נדל""ן",תקנה פעילה,הוצאה,0,672,0,0,0,0,0,0,672,0,0,0,0,0,670
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-10,השתתפות ביטוח לאומי,תקנה פעילה,הכנסה,0,0,-672,0,0,0,0,0,0,-672,0,0,0,0,-672
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-11,בדיקה מדגמית למיזוג,תקנה פעילה,הוצאה,0,"3,500",0,0,0,0,0,0,"3,500",0,0,0,0,0,"2,254"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-12,הכנסות מאישור מיזוג,תקנה פעילה,הכנסה,0,0,"-3,500",0,0,0,0,0,0,"-3,500",0,0,0,0,"-2,281"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-13,עמלות והוצאות,תקנה פעילה,הוצאה,0,"52,000",0,0,0,0,0,0,"31,000",0,0,0,0,0,"28,070"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-14,הכנסות מעמלות והוצאות,תקנה פעילה,הכנסה,0,0,"-52,000",0,0,0,0,0,0,"-31,000",0,0,0,0,"-30,015"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-15,גמולים למודיעים-מס,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,0,250,0,0,0,0,0,142
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-16,הכנסות מגביית מיסים-מס,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,-142
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-17,עמלות והוצאות גבייה-מס,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,0,"34,000",0,0,0,0,0,"33,313"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-18,הכנסות מעמלות והוצאות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,"-34,000",0,0,0,0,"-33,313"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-28,עמלות והוצאות גבייה -,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-29,עמלות והוצאות גבייה -,"פש""ח",הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-30,הוצאות בגין נזקים,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-31,הכנסות מחברות ביטוח,"פש""ח",הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-32,אחסון כלי רכב וטובין,תקנה פעילה,הוצאה,0,"10,000",0,0,0,0,0,0,"10,000",0,0,0,0,0,"9,594"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-33,הכנסות ממכירת כלי רכב,תקנה פעילה,הכנסה,0,0,"-10,000",0,0,0,0,0,0,"-10,000",0,0,0,0,"-9,615"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-34,סגרי מכולות,תקנה פעילה,הוצאה,0,700,0,0,0,0,0,0,700,0,0,0,0,0,702
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-35,הכנסות ממכירת סגרי,תקנה פעילה,הכנסה,0,0,-700,0,0,0,0,0,0,-700,0,0,0,0,-700
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-36,סימון מס קניה ומס,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-40,הוצאות תפעול שוטף,תקנה פעילה,הוצאה,0,"28,000",0,0,0,0,0,"6,460","35,000",0,0,0,0,0,"27,782"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-41,הכנסות מאגרת עמילי מכס,תקנה פעילה,הכנסה,0,0,"-28,000",0,0,0,0,0,0,"-35,000",0,0,0,0,"-35,000"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-42,הוצאות שוטפות - מערכת,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-44,גמולים למודיעים - מכס,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-45,הכנסות מגביית מסים,"פש""ח",הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-50,רכישת כלי רכב - מאבק,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-53,ציוד ומיחשוב,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-54,תפעול - מאבק בפשיעה,תקנה פעילה,הוצאה,0,"3,000",0,0,0,0,0,653,"3,000",0,0,0,0,0,324
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-55,הכנסות מקרן החילוט,תקנה פעילה,הכנסה,0,0,"-3,000",0,0,0,0,0,0,"-3,000",0,0,0,0,-631
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-04,פעילויות במימון חיצוני,05-20-04-60,השתתפות בממשל זמין,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,"1,254",0,0,0,0,0,0,"1,252"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-05,אחזקת מבנים,05-20-05-01,"שכר דירה-מכס ומע""מ",תקנה פעילה,הוצאה,"98,623",0,0,0,0,0,0,"35,561",0,0,0,0,0,0,"35,560"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-05,אחזקת מבנים,05-20-05-02,"דמי שימוש-מכס ומע""מ",תקנה פעילה,הוצאה,"12,599","10,000",0,0,0,0,0,0,"9,361",0,0,0,0,0,"9,355"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-05,אחזקת מבנים,05-20-05-03,ארנונה - נציבות מס,תקנה פעילה,הוצאה,"14,000",0,0,0,0,0,0,"15,794",0,0,0,0,0,0,"15,440"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-05,אחזקת מבנים,05-20-05-04,"ארנונה - מכס ומע""מ",תקנה פעילה,הוצאה,"2,500","5,000",0,0,0,0,0,"4,990","5,000",0,0,0,0,0,"9,985"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-05,אחזקת מבנים,05-20-05-05,אחזקת מבנים - נציבות,תקנה פעילה,הוצאה,"20,000",0,0,0,0,0,0,"29,484",0,0,0,0,0,0,"26,254"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-05,אחזקת מבנים,05-20-05-06,אחזקת מבנים - מכס,תקנה פעילה,הוצאה,"1,000","5,500",0,0,0,0,0,"5,566","6,139",0,0,0,0,0,"11,259"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-05,אחזקת מבנים,05-20-05-07,שכר דירה לרשות שדות,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-05,אחזקת מבנים,05-20-05-08,אחזקה ברשות שדות,תקנה פעילה,הוצאה,0,"3,500",0,0,0,0,0,"3,733","3,500",0,0,0,0,0,"4,420"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-05,אחזקת מבנים,05-20-05-09,הכנסה מאגרות מחשב,תקנה פעילה,הכנסה,0,0,"-14,000",0,0,0,0,0,0,"-14,000",0,0,0,0,"-14,000"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-05,אחזקת מבנים,05-20-05-10,שכר דירה,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-05,אחזקת מבנים,05-20-05-12,הכנסה מאגרות - ביטחון,תקנה פעילה,הכנסה,0,0,"-10,000",0,0,0,0,0,0,"-10,000",0,0,0,0,"-10,000"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-05,אחזקת מבנים,05-20-05-13,שכר דירה-מס הכנסה,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,"60,900",0,0,0,0,0,0,"60,904"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-05,אחזקת מבנים,05-20-05-14,דמי שימוש-מס הכנסה,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,"8,382",0,0,0,0,0,0,"8,381"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-05,אחזקת מבנים,05-20-05-15,"תשלומים לרנ""ר","פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-05,אחזקת מבנים,05-20-05-98,רזרבה לעמידה ביעד,תקנה פעילה,הוצאה,"5,739",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-06,מבצעים ואיסוף מידע,05-20-06-01,מבצעים - נציבות מס,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,800,0,0,0,0,0,0,735
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-06,מבצעים ואיסוף מידע,05-20-06-02,"מבצעים - מכס ומע""מ",תקנה פעילה,הוצאה,0,0,0,0,0,0,0,300,0,0,0,0,0,0,220
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-06,מבצעים ואיסוף מידע,05-20-06-03,השתתפות במשטרת,תקנה פעילה,הוצאה,"4,600",0,0,0,0,0,0,300,0,0,0,0,0,0,312
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-06,מבצעים ואיסוף מידע,05-20-06-04,השתתפות במשרד הרישוי,תקנה פעילה,הוצאה,600,0,0,0,0,0,0,600,0,0,0,0,0,0,622
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-06,מבצעים ואיסוף מידע,05-20-06-05,מודיעין גלוי,תקנה פעילה,הוצאה,400,0,0,0,0,0,0,100,0,0,0,0,0,0,47
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-06,מבצעים ואיסוף מידע,05-20-06-06,השתתפות במשטרת,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,"4,590",0,0,0,0,0,0,"4,590"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-07,היחידה למלחמה בפשיעה,05-20-07-01,עבודה בלתי צמיתה,תקנה פעילה,הוצאה,"3,484",0,0,0,0,300,0,"4,634",0,0,0,0,300,0,"4,555"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-07,היחידה למלחמה בפשיעה,05-20-07-02,שעות נוספות,תקנה פעילה,הוצאה,463,0,0,0,0,0,"9,000",538,0,0,0,0,0,"9,000",539
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-07,היחידה למלחמה בפשיעה,05-20-07-03,כוננויות,תקנה פעילה,הוצאה,357,0,0,0,0,0,"14,900",377,0,0,0,0,0,"6,900",364
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-07,היחידה למלחמה בפשיעה,05-20-07-04,תפעול,תקנה פעילה,הוצאה,"3,700",0,0,0,0,0,0,"2,200",0,0,0,0,0,0,"2,152"
2012,05,משרד האוצר,05-20,רשות המסים בישראל,05-20-07,היחידה למלחמה בפשיעה,05-20-07-05,החזר הוצאות רכב,תקנה פעילה,הוצאה,898,0,0,0,0,0,25,668,0,0,0,0,0,25,666
2012,05,משרד האוצר,05-99,חשבון מעבר,05-99-99,חשבון מעבר,05-99-99-99,חשבון מעבר,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-5,107"
2012,06,משרד הפנים,06-01,הנהלת המשרד ואמרכלות,06-01-01,הנהלת המשרד,06-01-01-01,שיא כח אדם,תקנה פעילה,הוצאה,"15,774",0,0,0,123,0,0,"13,816",0,0,0,107,0,0,"18,451"
2012,06,משרד הפנים,06-01,הנהלת המשרד ואמרכלות,06-01-01,הנהלת המשרד,06-01-01-03,עבודות מטה כלל משרדיות,תקנה פעילה,הוצאה,452,0,0,0,0,0,0,915,0,0,0,0,0,0,528
2012,06,משרד הפנים,06-01,הנהלת המשרד ואמרכלות,06-01-01,הנהלת המשרד,06-01-01-04,תגמול עובדים,תקנה פעילה,הוצאה,29,0,0,0,0,0,0,28,0,0,0,0,0,0,0
2012,06,משרד הפנים,06-01,הנהלת המשרד ואמרכלות,06-01-01,הנהלת המשרד,06-01-01-07,עובדים ארעיים,תקנה פעילה,הוצאה,"6,521",0,0,0,0,431,0,"6,082",0,0,0,0,411,0,"5,963"
2012,06,משרד הפנים,06-01,הנהלת המשרד ואמרכלות,06-01-01,הנהלת המשרד,06-01-01-08,שעות נוספות,תקנה פעילה,הוצאה,"1,502",0,0,0,0,0,"26,163","1,537",0,0,0,0,0,"27,060","1,383"
2012,06,משרד הפנים,06-01,הנהלת המשרד ואמרכלות,06-01-01,הנהלת המשרד,06-01-01-09,הוצאות בגין פרישה,תקנה פעילה,הוצאה,"2,806",0,0,0,0,0,0,"2,750",0,0,0,0,0,0,293
2012,06,משרד הפנים,06-01,הנהלת המשרד ואמרכלות,06-01-01,הנהלת המשרד,06-01-01-10,אחזקת רכב,תקנה פעילה,הוצאה,"7,489",0,0,0,0,0,218,"7,497",0,0,0,0,0,220,"7,156"
2012,06,משרד הפנים,06-01,הנהלת המשרד ואמרכלות,06-01-01,הנהלת המשרד,06-01-01-11,שכר עידוד,תקנה פעילה,הוצאה,"1,309",0,0,0,0,0,"34,235","1,045",0,0,0,0,0,"33,860","3,363"
2012,06,משרד הפנים,06-01,הנהלת המשרד ואמרכלות,06-01-01,הנהלת המשרד,06-01-01-12,כוננויות,תקנה פעילה,הוצאה,502,0,0,0,0,0,"11,362",515,0,0,0,0,0,"11,308",642
2012,06,משרד הפנים,06-01,הנהלת המשרד ואמרכלות,06-01-01,הנהלת המשרד,06-01-01-18,קניית שירותי כח אדם,תקנה פעילה,הוצאה,248,0,0,0,0,0,0,510,0,0,0,0,0,0,183
2012,06,משרד הפנים,06-01,הנהלת המשרד ואמרכלות,06-01-01,הנהלת המשרד,06-01-01-19,העסקת סטודנטים לטיפול,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,06,משרד הפנים,06-01,הנהלת המשרד ואמרכלות,06-01-01,הנהלת המשרד,06-01-01-24,רווחה וגימלאים,תקנה פעילה,הוצאה,635,0,0,0,0,0,0,913,0,0,0,0,0,0,653
2012,06,משרד הפנים,06-01,הנהלת המשרד ואמרכלות,06-01-01,הנהלת המשרד,06-01-01-25,הדרכה והשתלמויות,תקנה פעילה,הוצאה,"1,367",0,0,0,0,0,0,"2,750",0,0,0,0,0,0,"1,535"
2012,06,משרד הפנים,06-01,הנהלת המשרד ואמרכלות,06-01-01,הנהלת המשרד,06-01-01-26,ארגון ושיטות,תקנה פעילה,הוצאה,99,0,0,0,0,0,0,"1,007",0,0,0,0,0,0,19
