שנה,מזהה רמה 1,שם רמה 1,מזהה רמה 2,שם רמה 2,קוד סעיף,שם סעיף,קוד תחום,שם תחום,קוד תוכנית,שם תוכנית,מקורי - נטו,מקורי - הוצאה מותנית,מקורי - הכנסה מיועדת,מקורי - הרשאה,מקורי - שיא כא,מקורי - עבצ
2015,1,בטחון וסדר ציבורי,11,בטחון,15,משרד הבטחון,1501,בטחון,150102,תקציב הביטחון," 	50,622,550 "," 	7,321,789 "," 	-7,321,789 "," 	22,000,000 "," 	2,122 ", 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9301,מרכז רפואי מזרע,930102,קניות," 	19,635 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9301,מרכז רפואי מזרע,930103,סבסוד/ השתתפות," 	-63,174 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9302,מרכז רפואי טירת הכרמל,930201,שכר ונלוות," 	89,642 ", 	-00 , 	-00 , 	-00 , 	353 , 	186 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9302,מרכז רפואי טירת הכרמל,930202,קניות," 	20,277 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9302,מרכז רפואי טירת הכרמל,930203,סבסוד/השתתפות," 	-51,743 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9303,מרכז רפואי שער מנשה,930301,שכר ונלוות," 	131,515 ", 	-00 , 	-00 , 	-00 , 	539 , 	152 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9303,מרכז רפואי שער מנשה,930302,קניות," 	28,301 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9303,מרכז רפואי שער מנשה,930303,סבסוד/השתתפות," 	-73,216 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9304,מרכז רפואי לב השרון,930401,שכר ונלוות," 	103,251 ", 	-00 , 	-00 , 	-00 , 	388 , 	188 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9304,מרכז רפואי לב השרון,930402,קניות," 	19,109 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9304,מרכז רפואי לב השרון,930403,סבסוד/השתתפויות," 	-55,588 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9305,מרכז רפואי בת ים,930501,שכר ונלוות," 	142,409 ", 	-00 , 	-00 , 	-00 , 	525 , 	312 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9305,מרכז רפואי בת ים,930502,קניות," 	25,369 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9305,מרכז רפואי בת ים,930503,סבסוד/השתתפויות," 	-79,684 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9306,מרכז רפואי באר יעקב,930601,שכר ונלוות," 	157,368 ", 	-00 , 	-00 , 	-00 , 	628 , 	390 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9306,מרכז רפואי באר יעקב,930602,קניות," 	28,154 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9306,מרכז רפואי באר יעקב,930603,סבסוד/השתתפויות," 	-85,939 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9307,מרכז רפואי מרכז,930701,שכר ונלוות," 	127,636 ", 	-00 , 	-00 , 	-00 , 	535 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9307,מרכז רפואי מרכז,930702,קניות," 	28,538 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9307,מרכז רפואי מרכז,930703,סבסוד/השתתפויות," 	-74,066 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9308,מרכז רפואי באר שבע,930801,שכר ונלוות," 	112,990 ", 	-00 , 	-00 , 	-00 , 	441 , 	170 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9308,מרכז רפואי באר שבע,930802,קניות," 	21,540 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9308,מרכז רפואי באר שבע,930803,סבסוד/השתתפויות," 	-63,092 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9309,העברת הכנסות בתי חולים,930901,העברת הכנסות בתי חולים," 	546,502 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9310,מרכז גריאטרי נתניה,931001,שכר ונלוות," 	101,732 ", 	-00 , 	-00 , 	-00 , 	426 , 	291 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9310,מרכז גריאטרי נתניה,931002,קניות," 	19,340 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9310,מרכז גריאטרי נתניה,931003,סבסוד/השתתפויות," 	-65,377 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9311,מרכז גריאטרי פלימן,931101,שכר ונלוות," 	61,341 ", 	-00 , 	-00 , 	-00 , 	236 , 	210 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9311,מרכז גריאטרי פלימן,931102,קניות," 	14,136 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9311,מרכז גריאטרי פלימן,931103,סבסוד/השתתפויות," 	-26,249 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9312,מרכז גריאטרי פרדס חנה,931201,שכר ונלוות," 	142,930 ", 	-00 , 	-00 , 	-00 , 	655 , 	363 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9312,מרכז גריאטרי פרדס חנה,931202,קניות," 	24,515 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9312,מרכז גריאטרי פרדס חנה,931203,סבסוד/השתתפויות," 	-85,927 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9313,מרכז גריאטרי שמואל,931301,שכר ונלוות," 	119,634 ", 	-00 , 	-00 , 	-00 , 	513 , 	168 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9313,מרכז גריאטרי שמואל,931302,קניות," 	34,960 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9313,מרכז גריאטרי שמואל,931303,סבסוד/השתתפויות," 	-60,399 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9314,מרכז גריאטרי ראשון,931401,שכר ונלוות," 	39,731 ", 	-00 , 	-00 , 	-00 , 	226 , 	84 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9314,מרכז גריאטרי ראשון,931402,קניות," 	10,654 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9314,מרכז גריאטרי ראשון,931403,סבסוד / השתתפות," 	-32,484 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9315,העברת הכנסות בתי חולים,931501,העברת הכנסות בתי חולים," 	270,436 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9320,מאגר הכנסות מרכזי,932001,תכנית מאגר הכנסות," 	546,502 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9320,מאגר הכנסות מרכזי,932002,תכנית מאגר הכנסות," 	270,436 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9320,מאגר הכנסות מרכזי,932005,העברת הכנסות ממשרד," 	-816,938 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9371,מרכז רפואי מזרע,937101,מרכז רפואי מזרע," 	73,193 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9372,מרכז רפואי טירת הכרמל,937201,מרכז רפואי טירת הכרמל," 	58,176 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9373,מרכז רפואי שער מנשה,937301,מרכז רפואי שער מנשה," 	86,600 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9374,מרכז רפואי לב השרון,937401,מרכז רפואי לב השרון," 	66,773 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9375,מרכז רפואי בת ים,937501,מרכז רפואי בת ים," 	88,092 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9376,מרכז רפואי באר יעקב,937601,מרכז רפואי באר יעקב," 	99,583 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9377,מרכז רפואי מרכז,937701,מרכז רפואי מרכז," 	82,106 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9378,מרכז רפואי באר שבע,937801,מרכז רפואי באר שבע," 	71,438 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9379,השלמת הכנסות מרכזים,937901,השלמת הכנסות מרכזים," 	546,502 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9380,מרכז גריאטרי נתניה,938001,מרכז גריאטרי נתניה," 	55,695 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9381,מרכז גריאטרי פלימן,938101,מרכז גריאטרי פלימן," 	49,229 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9382,מרכז גריאטרי פרדס חנה,938201,מרכז גריאטרי פרדס חנה," 	81,517 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9383,מרכז גריאטרי שמואל,938301,מרכז גריאטרי שמואל," 	94,196 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9384,מרכז גריאטרי ראשון,938401,הכנסה," 	16,416 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,93,"בתי""ח פסיכיאטרים",9385,השלמת הכנסות מרכזים,938501,השלמת הכנסות מרכזים," 	270,436 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9401,"מרכז רפואי ע""ש ד""ר",940101,"מרכז רפואי ע""ש ד""ר"," 	1,097,704 ", 	-00 , 	-00 , 	-00 ," 	3,572 "," 	2,509 "
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9401,"מרכז רפואי ע""ש ד""ר",940102,"מרכז רפואי ע""ש שיבא תל"," 	541,715 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9401,"מרכז רפואי ע""ש ד""ר",940105,העברה להכנסות מרכזיות," 	151,866 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9402,"בי""ח ע""ש רמב""ם חיפה",940201,"בי""ח ע""ש רמב""ם חיפה"," 	804,677 ", 	-00 , 	-00 , 	-00 ," 	2,748 ", 	909 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9402,"בי""ח ע""ש רמב""ם חיפה",940202,"קניות בי""ח רמב""ם חיפה"," 	299,850 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9402,"בי""ח ע""ש רמב""ם חיפה",940205,העברה להכנסות מרכזיות," 	46,392 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9403,בית חולים נהריה,940301,"בי""ח נהריה - הוצאות"," 	526,721 ", 	-00 , 	-00 , 	-00 ," 	1,856 ", 	540 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9403,בית חולים נהריה,940302,"קניות בי""ח נהריה"," 	95,910 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9404,"בי""ח ע""ש וולפסון חולון",940401,"בי""ח ע""ש וולפסון חולון"," 	614,264 ", 	-00 , 	-00 , 	-00 ," 	1,758 ", 	474 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9404,"בי""ח ע""ש וולפסון חולון",940402,"בי""ח ע""ש וולפסון חולון"," 	73,755 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9405,"בי""ח ע""ש אסף הרופא",940501,"בי""ח אסף הרופא צריפין"," 	682,746 ", 	-00 , 	-00 , 	-00 ," 	2,206 ", 	999 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9405,"בי""ח ע""ש אסף הרופא",940502,"בי""ח ע""ש אסף הרופא"," 	185,639 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9406,"בית חולים ע""ש הלל יפה",940601,"בי""ח הלל יפה חדרה -"," 	436,927 ", 	-00 , 	-00 , 	-00 ," 	1,303 ", 	515 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9406,"בית חולים ע""ש הלל יפה",940602,"בי""ח הלל-יפה חדרה -"," 	84,637 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9407,"מרכז רפואי ע""ש ברזילי",940701,"מרכז רפואי ע""ש ברזילי"," 	473,936 ", 	-00 , 	-00 , 	-00 ," 	1,447 ", 	495 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9407,"מרכז רפואי ע""ש ברזילי",940702,"מרכז רפואי ע""ש ברזילי"," 	51,081 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9408,"בי""ח חולים פוריה טבריה",940801,"הוצאות שכר בי""ח פוריה"," 	344,627 ", 	-00 , 	-00 , 	-00 , 	880 , 	293 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9408,"בי""ח חולים פוריה טבריה",940802,קניות," 	-15,038 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9409,"בית חולים ע""ש זיו צפת",940901,"בי""ח זיו-צפת - הוצאות"," 	286,512 ", 	-00 , 	-00 , 	-00 ," 	1,004 ", 	310 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9409,"בית חולים ע""ש זיו צפת",940902,"קניות בי""ח - צפת"," 	-11,762 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9410,בית חולים עירוני,941001,"בי""ח עירוני ממשלתי חיפה"," 	421,277 ", 	-00 , 	-00 , 	-00 ," 	1,002 ", 	545 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9410,בית חולים עירוני,941002,"בי""ח עירוני ממשלתי חיפה"," 	12,865 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9411,מרכז רפואי עירוני,941101,מרכז רפואי עירוני," 	1,331,234 ", 	-00 , 	-00 , 	-00 ," 	2,921 "," 	1,807 "
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9411,מרכז רפואי עירוני,941102,מרכז רפואי עירוני," 	334,879 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9412,העברת הכנסות בתי חולים,941205,העברת הכנסות בתי חולים," 	718,348 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9471,הכנסות מרכז רפואי,947101,"הכנסות מרכז רפואי ע""ש"," 	1,791,284 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9472,"הכנסות רמב""ם",947201,"הכנסות רמב""ם"," 	1,150,921 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9473,"הכנסות בי""ח וולפסון",947301,"הכנסות בי""ח וולפסון"," 	688,020 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9474,"הכנסות בי""ח נהריה",947401,"הכנסות בי""ח נהריה -"," 	622,631 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9475,"הכנסות בי""ח ע""ש אסף",947501,"הכנסות ב""ח ע""ש אסף"," 	868,384 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9476,"הכנסות בי""ח הלל יפה",947601,"הכנסות בי""ח הלל יפה"," 	521,564 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9477,"הכנסות מרכז רפואי ע""ש",947701,"הכנסות מרכז רפואי ע""ש"," 	525,018 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9478,"הכנסות בי""ח פוריה",947801,"הכנסות בי""ח פוריה"," 	329,588 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9479,"הכנסות בי""ח צפת",947901,"הכנסות בי""ח צפת"," 	274,750 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9480,"הכנסות בי""ח עירוני",948001,"הכנסות בי""ח עירוני"," 	434,140 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9481,הכנסות מרכז רפואי,948101,הכנסות מרכז רפואי," 	1,666,114 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,21,בריאות,94,בתי חולים ממשלתים,9482,השלמת הכנסות בתי חולים,948201,השלמת הכנסות בתי חולים," 	718,348 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2040,מטה המשרד,204001,מטה המשרד," 	518,732 ", 	400 , 	-400 , 	-00 ," 	1,945 ", 	253 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2040,מטה המשרד,204002,פעולות מטה מרכזיות," 	623,577 "," 	13,500 "," 	-13,500 "," 	93,500 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2040,מטה המשרד,204003,תפעול ואחזקת המשרד," 	343,326 "," 	17,550 "," 	-17,550 "," 	36,000 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2041,חינוך מיוחד,204101,חינוך מיוחד," 	5,503,208 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2042,קדם-יסודי,204201,קדם-יסודי," 	5,613,899 "," 	1,146,878 "," 	-1,146,878 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2043,יסודי וחטיבות-ביניים,204301,חינוך רשמי," 	11,666,204 "," 	414,500 "," 	-414,500 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2043,יסודי וחטיבות-ביניים,204302,החינוך העצמאי," 	1,087,359 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2043,יסודי וחטיבות-ביניים,204303,מעין החינוך התורני," 	510,302 "," 	3,600 "," 	-3,600 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2043,יסודי וחטיבות-ביניים,204304,מוכר שאינו רשמי," 	390,403 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2043,יסודי וחטיבות-ביניים,204305,מוסדות הפטור," 	212,630 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2044,חטיבה עליונה,204401,חטיבה עליונה," 	7,386,434 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2045,חינוך התיישבותי,204501,מטה החינוך ההתיישבותי," 	70,385 "," 	4,142 "," 	-4,142 ", 	-00 , 	277 ," 	1,049 "
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2045,חינוך התיישבותי,204502,תפעול ואחזקת המינהל," 	18,275 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2045,חינוך התיישבותי,204503,חטיבות ביניים בחינוך," 	530,174 "," 	49,000 "," 	-49,000 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2045,חינוך התיישבותי,204504,בתי ספר ממשלתיים, 	1 ," 	11,695 "," 	-11,695 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2045,חינוך התיישבותי,204505,אחזקת תלמידים בפנימיות," 	780,213 "," 	74,540 "," 	-74,540 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2045,חינוך התיישבותי,204506,שירותי היקף," 	76,583 "," 	1,000 "," 	-1,000 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2045,חינוך התיישבותי,204507,חטיבה עליונה בחינוך," 	1,336,676 "," 	10,670 "," 	-10,670 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2045,חינוך התיישבותי,204508,הוראת החקלאות," 	41,694 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2045,חינוך התיישבותי,204509,"מענקים לפיתוח, שיפוצים"," 	4,252 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2046,תכניות חינוכיות משלימות,204601,קידום ילדים ונוער," 	694,821 ", 	100 , 	-100 ," 	9,000 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2046,תכניות חינוכיות משלימות,204602,פעילויות ופרויקטים," 	770,373 "," 	140,036 "," 	-140,036 "," 	20,000 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2046,תכניות חינוכיות משלימות,204603,שירות פסיכולוגי-חינוכי," 	332,358 ", 	100 , 	-100 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2046,תכניות חינוכיות משלימות,204604,חינוך בלתי פורמאלי," 	496,642 "," 	28,800 "," 	-28,800 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2046,תכניות חינוכיות משלימות,204605,הארכת יום הלימודים," 	663,589 "," 	239,000 "," 	-239,000 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2046,תכניות חינוכיות משלימות,204606,"תקשוב,טכנולוגיה ומדעים"," 	339,315 "," 	8,524 "," 	-8,524 "," 	20,000 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2046,תכניות חינוכיות משלימות,204607,תכניות מחוננים," 	22,372 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2046,תכניות חינוכיות משלימות,204608,חינוך מבוגרים," 	61,785 "," 	2,500 "," 	-2,500 ", 	-00 , 	-00 , 	-00 
