שנה,קוד סעיף,שם סעיף,קוד תחום,שם תחום,קוד תוכנית,שם תוכנית,קוד תקנה,שם תקנה,שם תקנה מלא,"תקנה פעילה / פש""ח",סוג הוצאה,מקורי - נטו,מקורי - הוצאה מותנית,תקציב מקורי - הכנסה מיועדת,מקורי - הרשאה,תקציב מקורי - שיא כא,תקציב מקורי - עבצ,תקציב מקורי - כמויות,תקציב מאושר - הוצאות נטו,תקציב מאושר - הוצאה מותנית בהכנסה,תקציב מאושר - הכנסה מיועדת,תקציב מאושר - הרשאה להתחייב,תקציב מאושר - שיא כא,תקציב מאושר - עבצ,תקציב מאושר - כמויות,ביצוע - מזומן
2013,10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-02,אמרכלות,10-01-02-02,"נסיעות לחו""ל","נסיעות לחו""ל","פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-02,אמרכלות,10-01-02-03,דלק לרכב ממשלתי,דלק לרכב ממשלתי,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-02,אמרכלות,10-01-02-04,אחזקה,אחזקה,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-02,אמרכלות,10-01-02-05,מחשוב,מחשוב,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-02,אמרכלות,10-01-02-06,הדרכה והשתלמות,הדרכה והשתלמות,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-02,אמרכלות,10-01-02-07,פרויקטים וכנסים,פרויקטים וכנסים,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-02,אמרכלות,10-01-02-09,רזרבה למחקר ופיתוח,רזרבה למחקר ופיתוח,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-02,אמרכלות,10-01-02-10,אחזקת רכב ממשלתי,אחזקת רכב ממשלתי,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-02,אמרכלות,10-01-02-11,מחקר ופיתוח - לוחמה,מחקר ופיתוח - לוחמה בטרור,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-02,אמרכלות,10-01-02-12,שכר דירה,שכר דירה,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-02,אמרכלות,10-01-02-14,השתתפות במשרד הביטחון,"השתתפות במשרד הביטחון , פרוייקט מנ""ל","פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-02,אמרכלות,10-01-02-15,רזרבה לפעולות המשרד,רזרבה לפעולות המשרד,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-02,אמרכלות,10-01-02-22,השתתפות במשרד הביטחון,השתתפות במשרד הביטחון,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-03,רזרבות,10-01-03-01,רזרבה להתייקרויות,"רזרבה להתייקרויות בחו""ל","פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-03,רזרבות,10-01-03-02,רזרבה לעמידה ביעד,רזרבה לעמידה ביעד ההוצאה,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-03,רזרבות,10-01-03-03,רזרבה להתייקרויות שכר,רזרבה להתייקרויות שכר,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,10,מטה לביטחון לאומי,10-51,מטה לביטחון לאומי,10-51-01,מטה לביטחון לאומי,10-51-01-01,שיא כח אדם,שיא כח אדם,תקנה פעילה,הוצאה,173,0,0,0,2,0,0,173,0,0,0,2,0,0,35
2013,10,מטה לביטחון לאומי,10-51,מטה לביטחון לאומי,10-51-01,מטה לביטחון לאומי,10-51-01-02,עבודה בלתי צמיתה,עבודה בלתי צמיתה,תקנה פעילה,הוצאה,"18,433",0,0,0,0,793,0,"24,133",0,0,0,0,793,0,"24,312"
2013,10,מטה לביטחון לאומי,10-51,מטה לביטחון לאומי,10-51-01,מטה לביטחון לאומי,10-51-01-03,שעות נוספות,שעות נוספות,תקנה פעילה,הוצאה,542,0,0,0,0,0,"10,478",542,0,0,0,0,0,"10,478",533
2013,10,מטה לביטחון לאומי,10-51,מטה לביטחון לאומי,10-51-01,מטה לביטחון לאומי,10-51-01-04,החזר הוצאות רכב,החזר הוצאות רכב,תקנה פעילה,הוצאה,710,0,0,0,0,0,41,"1,510",0,0,0,0,0,41,"1,410"
2013,10,מטה לביטחון לאומי,10-51,מטה לביטחון לאומי,10-51-01,מטה לביטחון לאומי,10-51-01-05,כוננות,כוננות,תקנה פעילה,הוצאה,44,0,0,0,0,0,"1,073",44,0,0,0,0,0,"1,073",35
2013,10,מטה לביטחון לאומי,10-51,מטה לביטחון לאומי,10-51-01,מטה לביטחון לאומי,10-51-01-06,העסקת סטודנטים,העסקת סטודנטים,תקנה פעילה,הוצאה,872,0,0,0,0,0,"27,360",872,0,0,0,0,0,"27,360",741
2013,10,מטה לביטחון לאומי,10-51,מטה לביטחון לאומי,10-51-01,מטה לביטחון לאומי,10-51-01-10,הוצאות תפעול,הוצאות תפעול,תקנה פעילה,הוצאה,"5,968",0,0,0,0,0,0,"11,794",0,0,0,0,0,0,"6,267"
2013,10,מטה לביטחון לאומי,10-51,מטה לביטחון לאומי,10-51-01,מטה לביטחון לאומי,10-51-01-11,השתתפות במנהל הרכב,השתתפות במנהל הרכב הממשלתי,תקנה פעילה,הוצאה,"1,217",0,0,0,0,0,0,"1,217",0,0,0,0,0,0,911
2013,10,מטה לביטחון לאומי,10-51,מטה לביטחון לאומי,10-51-01,מטה לביטחון לאומי,10-51-01-12,שכר דירה לגורמי חוץ,שכר דירה לגורמי חוץ,תקנה פעילה,הוצאה,"4,400",0,0,0,0,0,0,"5,283",0,0,0,0,0,0,"2,825"
2013,10,מטה לביטחון לאומי,10-51,מטה לביטחון לאומי,10-51-01,מטה לביטחון לאומי,10-51-01-13,הדרכה ושכר לימוד,הדרכה ושכר לימוד,תקנה פעילה,הוצאה,200,0,0,0,0,0,0,237,0,0,0,0,0,0,185
2013,10,מטה לביטחון לאומי,10-51,מטה לביטחון לאומי,10-51-01,מטה לביטחון לאומי,10-51-01-20,פרויקטים וכנסים,פרויקטים וכנסים,תקנה פעילה,הוצאה,"1,717",0,0,0,0,0,0,"6,455",0,0,0,0,0,0,719
2013,10,מטה לביטחון לאומי,10-51,מטה לביטחון לאומי,10-51-01,מטה לביטחון לאומי,10-51-01-21,רזרבה למחקר ופיתוח,רזרבה למחקר ופיתוח,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,10,מטה לביטחון לאומי,10-51,מטה לביטחון לאומי,10-51-01,מטה לביטחון לאומי,10-51-01-22,מחקר ופיתוח - לוחמה,מחקר ופיתוח - לוחמה בטרור,תקנה פעילה,הוצאה,"5,000",0,0,0,0,0,0,"10,607",0,0,0,0,0,0,"4,307"
2013,10,מטה לביטחון לאומי,10-51,מטה לביטחון לאומי,10-51-01,מטה לביטחון לאומי,10-51-01-23,השתתפות במשרד הביטחון,השתתפות במשרד הביטחון,תקנה פעילה,הוצאה,47,0,0,0,0,0,0,47,0,0,0,0,0,0,0
2013,10,מטה לביטחון לאומי,10-51,מטה לביטחון לאומי,10-51-01,מטה לביטחון לאומי,10-51-01-24,רזרבה לפעולות המשרד,רזרבה לפעולות המשרד,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,"1,357",0,0,0,0,0,0,0
2013,10,מטה לביטחון לאומי,10-52,רזרבות,10-52-01,רזרבה,10-52-01-01,רזרבה לעמידה במגבלה,רזרבה לעמידה במגבלה הפיסקאלית,תקנה פעילה,הוצאה,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,10,מטה לביטחון לאומי,10-52,רזרבות,10-52-01,רזרבה,10-52-01-02,רזרבה להתיקרויות שכר,רזרבה להתיקרויות שכר,תקנה פעילה,הוצאה,643,0,0,0,0,0,0,643,0,0,0,0,0,0,0
2013,11,מבקר המדינה,11-01,ניהול ומטה,11-01-01,הנהלה,11-01-01-01,הנהלה,הנהלה,תקנה פעילה,הוצאה,"7,266",0,0,0,15,0,0,"8,242",0,0,0,15,0,0,"6,236"
2013,11,מבקר המדינה,11-01,ניהול ומטה,11-01-02,תכנון עריכה ויעוץ,11-01-02-01,תכנון עריכה ויעוץ,תכנון עריכה ויעוץ,תקנה פעילה,הוצאה,"11,862",0,0,0,28,0,0,"14,265",0,0,0,28,0,0,"10,737"
2013,11,מבקר המדינה,11-01,ניהול ומטה,11-01-03,אורחים ושתוף פעולה,11-01-03-01,אורחים ושתוף פעולה,אורחים ושתוף פעולה בינלאומי,תקנה פעילה,הוצאה,256,0,0,0,0,0,0,940,0,0,0,0,0,0,122
2013,11,מבקר המדינה,11-01,ניהול ומטה,11-01-04,הדרכה,11-01-04-01,הדרכה,הדרכה,תקנה פעילה,הוצאה,"4,444",0,0,0,5,0,0,"5,694",0,0,0,5,0,0,"3,209"
2013,11,מבקר המדינה,11-01,ניהול ומטה,11-01-05,"אמרכלות שיא כ""א",11-01-05-01,"אמרכלות שיא כ""א","אמרכלות שיא כ""א",תקנה פעילה,הוצאה,"2,455",0,0,0,10,0,0,"2,573",0,0,0,10,0,0,"2,399"
2013,11,מבקר המדינה,11-01,ניהול ומטה,11-01-06,אמרכלות רכישות,11-01-06-01,אמרכלות רכישות,אמרכלות רכישות,תקנה פעילה,הוצאה,"7,515",0,0,0,0,0,0,"11,625",0,0,0,0,0,0,"6,799"
2013,11,מבקר המדינה,11-02,ביצוע ביקורת,11-02-01,בקורת משרדי ממשלה,11-02-01-01,בקורת משרדי ממשלה,בקורת משרדי ממשלה ומוסדות המדינה,תקנה פעילה,הוצאה,"73,063",0,0,0,198,0,0,"74,467",0,0,0,198,0,0,"70,195"
2013,11,מבקר המדינה,11-02,ביצוע ביקורת,11-02-02,ביקורת מערכת הבטחון,11-02-02-01,ביקורת מערכת הבטחון,ביקורת מערכת הבטחון,תקנה פעילה,הוצאה,"23,209",0,0,0,65,0,0,"27,547",0,0,0,65,0,0,"23,769"
2013,11,מבקר המדינה,11-02,ביצוע ביקורת,11-02-03,ביקורת רשויות מקומיות,11-02-03-01,ביקורת רשויות מקומיות,ביקורת רשויות מקומיות,תקנה פעילה,הוצאה,"27,631",0,0,0,75,0,0,"29,918",0,0,0,75,0,0,"26,782"
2013,11,מבקר המדינה,11-02,ביצוע ביקורת,11-02-05,ביקורת פעולות ע.נ.א,11-02-05-01,ביקורת פעולות ע.נ.א,ביקורת פעולות ע.נ.א,תקנה פעילה,הוצאה,"6,318",0,0,0,25,0,0,"9,568",0,0,0,25,0,0,"6,772"
2013,11,מבקר המדינה,11-02,ביצוע ביקורת,11-02-06,"ביקורת בחו""ל",11-02-06-02,"ביקורת בחו""ל","ביקורת בחו""ל",תקנה פעילה,הוצאה,75,0,0,0,0,0,0,367,0,0,0,0,0,0,28
2013,11,מבקר המדינה,11-02,ביצוע ביקורת,11-02-07,"אמרכלות שיא כ""א",11-02-07-02,"אמרכלות שיא כ""א","אמרכלות שיא כ""א",תקנה פעילה,הוצאה,"15,174",0,0,0,50,0,0,"15,906",0,0,0,50,0,0,"14,830"
2013,11,מבקר המדינה,11-02,ביצוע ביקורת,11-02-08,אמרכלות רכישות,11-02-08-02,אמרכלות רכישות,אמרכלות רכישות,תקנה פעילה,הוצאה,"46,459",0,0,0,0,0,0,"71,868",0,0,0,0,0,0,"42,031"
2013,11,מבקר המדינה,11-03,נציבות תלונות הציבור,11-03-01,הנהלה,11-03-01-01,הנהלה,הנהלה,תקנה פעילה,הוצאה,"3,492",0,0,0,7,0,0,"3,879",0,0,0,7,0,0,"3,002"
2013,11,מבקר המדינה,11-03,נציבות תלונות הציבור,11-03-02,טיפול בתלונות,11-03-02-01,טיפול בתלונות,טיפול בתלונות,תקנה פעילה,הוצאה,"23,929",0,0,0,83,0,0,"27,480",0,0,0,83,0,0,"26,267"
2013,11,מבקר המדינה,11-03,נציבות תלונות הציבור,11-03-03,"אמרכלות שיא כ""א",11-03-03-01,"אמרכלות שיא כ""א","אמרכלות שיא כ""א",תקנה פעילה,הוצאה,"4,686",0,0,0,19,0,0,"4,912",0,0,0,19,0,0,"4,580"
2013,11,מבקר המדינה,11-03,נציבות תלונות הציבור,11-03-04,אמרכלות רכישות,11-03-04-01,אמרכלות רכישות,אמרכלות רכישות,תקנה פעילה,הוצאה,"14,348",0,0,0,0,0,0,"22,196",0,0,0,0,0,0,"12,980"
2013,11,מבקר המדינה,11-04,הוצאות חד פעמיות,11-04-03,ביקורת,11-04-03-01,ביקורת על בחירות,ביקורת על בחירות מקדימות,תקנה פעילה,הוצאה,"1,080",0,0,0,0,0,0,"1,919",0,0,0,0,0,0,485
2013,11,מבקר המדינה,11-04,הוצאות חד פעמיות,11-04-04,מחשוב,11-04-04-01,מחשוב,מחשוב,תקנה פעילה,הוצאה,"9,032",0,0,0,0,0,0,"17,570",0,0,0,0,0,0,"10,844"
2013,11,מבקר המדינה,11-04,הוצאות חד פעמיות,11-04-07,ביקורת על מימון בחירות,11-04-07-01,"ממון בחירות-תשל' לרו""ח","ממון בחירות-תשל' לרו""ח לרו""ח",תקנה פעילה,הוצאה,480,0,0,"6,500",0,0,0,"1,918",0,0,"6,500",0,0,0,352
2013,11,מבקר המדינה,11-04,הוצאות חד פעמיות,11-04-08,ביקורת מימון בחירות,11-04-08-01,ביקורת מימון בחירות,ביקורת מימון בחירות,תקנה פעילה,הוצאה,265,0,0,0,0,0,0,266,0,0,0,0,0,0,128
2013,11,מבקר המדינה,11-04,הוצאות חד פעמיות,11-04-10,אבטחה,11-04-10-01,אבטחה,אבטחה,תקנה פעילה,הוצאה,"1,978",0,0,0,0,0,0,"4,255",0,0,0,0,0,0,2
2013,11,מבקר המדינה,11-04,הוצאות חד פעמיות,11-04-12,דיור ובינוי,11-04-12-01,דיור ובינוי,דיור ובינוי,תקנה פעילה,הוצאה,0,0,0,"34,000",0,0,0,"99,557",0,0,"34,000",0,0,0,"9,587"
2013,11,מבקר המדינה,11-04,הוצאות חד פעמיות,11-04-13,דיור ובינוי,11-04-13-01,דיור ובינוי,דיור ובינוי,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,"3,304",0,0,0,0,0,0,3
2013,11,מבקר המדינה,11-04,הוצאות חד פעמיות,11-04-16,רכישת כלי רכב,11-04-16-01,רכישת כלי רכב,רכישת כלי רכב,תקנה פעילה,הוצאה,480,0,0,0,0,0,0,726,0,0,0,0,0,0,206
2013,11,מבקר המדינה,11-04,הוצאות חד פעמיות,11-04-17,הקמת לשכה ברמלה ושלוחה,11-04-17-01,הקמת לשכה ברמלה ושלוחה,הקמת לשכה ברמלה ושלוחה בנצרת עילית,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,423,0,0,0,0,0,0,31
2013,11,מבקר המדינה,11-05,רזרבה,11-05-01,רזרבה לשכר,11-05-01-01,רזרבה להתיקרויות בשכר,רזרבה להתיקרויות בשכר,תקנה פעילה,הוצאה,"3,996",0,0,0,0,0,0,"3,996",0,0,0,0,0,0,0
2013,11,מבקר המדינה,11-05,רזרבה,11-05-01,רזרבה לשכר,11-05-01-02,רזרבה לעמידה ביעד,רזרבה לעמידה ביעד ההוצאה,תקנה פעילה,הוצאה,"1,714",0,0,0,0,0,0,"1,714",0,0,0,0,0,0,0
2013,11,מבקר המדינה,11-99,חשבון מעבר,11-99-99,חשבון מעבר,11-99-99-99,חשבון מעבר,חשבון מעבר,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,12,גמלאות ופיצויים,12-02,"גמלאות עובדי המדינה ע""פ",12-02-01,"גמלאות עובדי המדינה ע""פ",12-02-01-33,הכנסות בגין הפרשת דמי,הכנסות בגין הפרשת דמי גמולים,"פש""ח",הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,12,גמלאות ופיצויים,12-06,מיכון גמלאות לעובדי,12-06-01,מיכון גמלאות לעובדי,12-06-01-09,ארכיון ממוחשב גמלאות,ארכיון ממוחשב גמלאות,"פש""ח",הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-01,גמלאות עובדי מדינה,גמלאות עובדי מדינה,תקנה פעילה,הוצאה,"6,066,143","415,687",0,0,0,0,0,"5,989,143","436,687",0,0,0,0,0,"6,369,512"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-02,הכנסות מדמי ניהול,הכנסות מדמי ניהול,תקנה פעילה,הכנסה,0,0,"-325,758",0,0,0,0,0,0,"-346,758",0,0,0,0,"-331,050"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-03,מענקי פרישה,מענקי פרישה,תקנה פעילה,הוצאה,"140,000",0,0,0,0,0,0,"90,000",0,0,0,0,0,0,"86,317"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-04,תשלומים חד שנתיים,תשלומים חד שנתיים,תקנה פעילה,הוצאה,"661,597",0,0,0,0,0,0,"673,597",0,0,0,0,0,0,"675,114"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-05,"תע""ש - העברה לתע""ש","תע""ש - העברה לתע""ש",תקנה פעילה,הוצאה,770,0,0,0,0,0,0,770,0,0,0,0,0,0,583
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-06,"תע""ש -העברה למבטחים","תע""ש -העברה למבטחים",תקנה פעילה,הוצאה,"76,200",0,0,0,0,0,0,"77,200",0,0,0,0,0,0,"77,338"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-07,"תע""ש - תשלום גמלאות","תע""ש - תשלום גמלאות",תקנה פעילה,הוצאה,"100,338",0,0,0,0,0,0,"96,338",0,0,0,0,0,0,"96,729"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-08,"מורים וממ""י צוברת -","מורים וממ""י צוברת - פרישה מוקדמת",תקנה פעילה,הוצאה,"225,364",0,0,0,0,0,0,"210,364",0,0,0,0,0,0,"196,803"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-09,רכבת - העברה לנתיב,רכבת - העברה לנתיב,תקנה פעילה,הוצאה,"12,060",0,0,0,0,0,0,"13,060",0,0,0,0,0,0,"12,393"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-10,הסכמי רציפות - הוצאה,הסכמי רציפות - הוצאה,תקנה פעילה,הוצאה,"5,082","82,284",0,0,0,0,0,"2,082","82,284",0,0,0,0,0,"87,268"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-11,הסכמי רציפות - הכנסה,הסכמי רציפות - הכנסה,תקנה פעילה,הכנסה,0,0,"-113,988",0,0,0,0,0,0,"-113,988",0,0,0,0,"-106,813"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-12,נשיא וחברי ממשלה,נשיא וחברי ממשלה,תקנה פעילה,הוצאה,"21,297",0,0,0,0,0,0,"21,695",0,0,0,0,0,0,"21,563"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-13,שופטים דיינים וקאדים,שופטים דיינים וקאדים,תקנה פעילה,הוצאה,"272,225",0,0,0,0,0,0,"276,227",0,0,0,0,0,0,"278,640"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-14,מנכלים ומקביליהם,מנכלים ומקביליהם,תקנה פעילה,הוצאה,"51,042",0,0,0,0,0,0,"51,042",0,0,0,0,0,0,"49,833"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-15,גמלאות ביטחון 1,גמלאות ביטחון 1,תקנה פעילה,הוצאה,"442,189",0,0,0,0,0,0,"402,189",0,0,0,0,0,0,"397,595"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-16,גמלאות ביטחון 2,גמלאות ביטחון 2,תקנה פעילה,הוצאה,"429,443",0,0,0,0,0,0,"413,443",0,0,0,0,0,0,"408,473"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-17,"רפא""ל - עובדי מדינה","רפא""ל - עובדי מדינה",תקנה פעילה,הוצאה,"427,255",0,0,0,0,0,0,"412,255",0,0,0,0,0,0,"411,783"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-18,"רפא""ל - עובדי מחקר","רפא""ל - עובדי מחקר",תקנה פעילה,הוצאה,"684,730",0,0,0,0,0,0,"632,730",0,0,0,0,0,0,"628,180"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-21,רכישה 18.5% - הכנסות,רכישה 18.5% - הכנסות,תקנה פעילה,הכנסה,0,0,"-46,004",0,0,0,0,0,0,"-46,004",0,0,0,0,"-40,951"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-22,רכישה 5% - הכנסה,רכישה 5% - הכנסה,תקנה פעילה,הכנסה,0,0,-661,0,0,0,0,0,0,-661,0,0,0,0,-158
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-01,גמלאות מקופת המדינה,12-11-01-23,החזר פיצויים ותקופת,החזר פיצויים ותקופת ארעיות - הכנסה,תקנה פעילה,הכנסה,0,0,"-11,560",0,0,0,0,0,0,"-11,560",0,0,0,0,"-11,295"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-02,"גמלאות עפ""י הסכמים",12-11-02-02,רשות השידור-תשלום,רשות השידור-תשלום גמלאות,תקנה פעילה,הוצאה,"113,969","8,695",0,0,0,0,0,"90,969","8,695",0,0,0,0,0,"98,999"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-02,"גמלאות עפ""י הסכמים",12-11-02-03,ביטוח לאומי-תשלום,ביטוח לאומי-תשלום גמלאות,תקנה פעילה,הוצאה,0,"133,000",0,0,0,0,0,0,"139,000",0,0,0,0,0,"138,256"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-02,"גמלאות עפ""י הסכמים",12-11-02-04,הכנסה מביטוח לאומי,הכנסה מביטוח לאומי,תקנה פעילה,הכנסה,0,0,"-133,000",0,0,0,0,0,0,"-139,000",0,0,0,0,"-148,256"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-02,"גמלאות עפ""י הסכמים",12-11-02-05,חברת הדואר - תשלום,חברת הדואר - תשלום גמלאות,תקנה פעילה,הוצאה,"155,566","26,648",0,0,0,0,0,"51,566","136,648",0,0,0,0,0,"181,854"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-02,"גמלאות עפ""י הסכמים",12-11-02-06,חברת הדואר - הכנסה,חברת הדואר - הכנסה,תקנה פעילה,הכנסה,0,0,"-26,648",0,0,0,0,0,0,"-136,648",0,0,0,0,"-133,115"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-02,"גמלאות עפ""י הסכמים",12-11-02-07,תשלום לנפגעי טרור בשל,תשלום לנפגעי טרור בשל השתייכות למוצא לאומי-אתני,תקנה פעילה,הוצאה,203,0,0,0,0,0,0,203,0,0,0,0,0,0,"1,974"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-02,"גמלאות עפ""י הסכמים",12-11-02-08,השתתפות ביטוח לאומי,השתתפות ביטוח לאומי לנפגעים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,974"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-02,"גמלאות עפ""י הסכמים",12-11-02-09,מועצה אזורית חוף עזה,מועצה אזורית חוף עזה,תקנה פעילה,הוצאה,"8,110",0,0,0,0,0,0,"9,110",0,0,0,0,0,0,"9,212"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-02,"גמלאות עפ""י הסכמים",12-11-02-11,העלאת גיל פרישה-ועדת,העלאת גיל פרישה-ועדת גולדברג,תקנה פעילה,הוצאה,"101,772",0,0,0,0,0,0,"80,772",0,0,0,0,0,0,"60,129"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-02,"גמלאות עפ""י הסכמים",12-11-02-12,תשלומים לקרנות מאוזנות,תשלומים לקרנות מאוזנות,תקנה פעילה,הוצאה,"324,940",0,0,0,0,0,0,"337,940",0,0,0,0,0,0,"337,832"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-02,"גמלאות עפ""י הסכמים",12-11-02-13,פתק צהוב/אלמן אלמנה,פתק צהוב/אלמן אלמנה,תקנה פעילה,הוצאה,"76,991",0,0,0,0,0,0,"57,991",0,0,0,0,0,0,"56,317"
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-02,"גמלאות עפ""י הסכמים",12-11-02-14,סיוע גיל פרישה,סיוע גיל פרישה,תקנה פעילה,הוצאה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,12,גמלאות ופיצויים,12-11,גמלאות,12-11-02,"גמלאות עפ""י הסכמים",12-11-02-15,רשות השידור - הכנסה,רשות השידור - הכנסה,תקנה פעילה,הכנסה,0,0,"-8,695",0,0,0,0,0,0,"-8,695",0,0,0,0,"-8,446"
2013,12,גמלאות ופיצויים,12-12,הסדר קרנות הפנסיה,12-12-01,הסדר קרנות הפנסיה,12-12-01-01,סיוע לקרנות שבהסדר,סיוע לקרנות שבהסדר,תקנה פעילה,הוצאה,"1,900,000",0,0,0,0,0,0,"4,287,326",0,0,0,0,0,0,"4,285,090"
2013,12,גמלאות ופיצויים,12-12,הסדר קרנות הפנסיה,12-12-01,הסדר קרנות הפנסיה,12-12-01-09,רזרבה,רזרבה,תקנה פעילה,הוצאה,"500,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
