שנה,קוד רמה 1,שם רמה 1,קוד ושם רמה 1,קוד רמה 2,שם רמה 2,קוד ושם רמה 2,קוד סוג סעיף,שם סוג סעיף,קוד סעיף,שם סעיף,קוד ושם סעיף,קוד תחום,שם תחום,קוד ושם תחום,קוד תכנית,שם תכנית,קוד ושם תכנית,קוד מיון רמה 1,שם מיון רמה 1,קוד ושם מיון רמה 1,קוד מיון רמה 2,שם מיון רמה 2,קוד ושם מיון רמה 2,הוצאה/הכנסה,סוג תקציב,הוצאה נטו,הוצאה מותנית בהכנסה,הכנסה מיועדת,הרשאה להתחייב,שיא כח אדם,עבצ,כמות
2016,1,בטחון וסדר ציבורי,1-בטחון וסדר ציבורי,13,בטחון-אחר,13-בטחון-אחר,1,תקציב רגיל,17      ,תאום הפעולות בשטחים,17      -תאום הפעולות בשטחים,1731    ,המנהל האזרחי באזור,1731    -המנהל האזרחי באזור,173107  ,שמורות טבע וגנים,173107  -שמורות טבע וגנים,001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,5,ענפי משק,5-ענפי משק,54,הגנת הסביבה,54-הגנת הסביבה,1,תקציב רגיל,26      ,המשרד להגנת הסביבה,26      -המשרד להגנת הסביבה,2613    ,קרנות,2613    -קרנות,261304  ,הקרן למניעת זיהום הים,261304  -הקרן למניעת זיהום הים,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,0,23880,0,0,0,0,0
2016,5,ענפי משק,5-ענפי משק,51,תיירות,51-תיירות,1,תקציב רגיל,37      ,משרד התיירות,37      -משרד התיירות,3701    ,מינהל ושירותים כלליים,3701    -מינהל ושירותים כלליים,370104  ,חברות תשתית תיירותית,370104  -חברות תשתית תיירותית,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,1,בטחון וסדר ציבורי,1-בטחון וסדר ציבורי,13,בטחון-אחר,13-בטחון-אחר,1,תקציב רגיל,46      ,חוק חיילים משוחררים,46      -חוק חיילים משוחררים,4601    ,חוק חיילים משוחררים,4601    -חוק חיילים משוחררים,460101  ,מענקי שיחרור,460101  -מענקי שיחרור,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,300,השתתפויות,300-השתתפויות,הוצאה,מקורי,32124,0,0,0,0,0,0
2016,1,בטחון וסדר ציבורי,1-בטחון וסדר ציבורי,13,בטחון-אחר,13-בטחון-אחר,1,תקציב רגיל,16      ,הוצאות חירום אזרחיות,16      -הוצאות חירום אזרחיות,1615    ,כיבוי אש,1615    -כיבוי אש,161501  ,כיבוי אש,161501  -כיבוי אש,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,300,השתתפויות,300-השתתפויות,הוצאה,מקורי,68400,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,27,קליטת עליה,27-קליטת עליה,1,תקציב רגיל,30      ,המשרד לקליטת העליה,30      -המשרד לקליטת העליה,3012    ,שירותי קליטה,3012    -שירותי קליטה,301202  ,"תעסוקה, מדע ויזמות","301202  -תעסוקה, מדע ויזמות",003,העברות,003-העברות,031,מוצרים ציבוריים,031-מוצרים ציבוריים,הוצאה,מקורי,25500,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2043    ,יסודי וחטיבות-ביניים,2043    -יסודי וחטיבות-ביניים,204301  ,חינוך רשמי,204301  -חינוך רשמי,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,300,השתתפויות,300-השתתפויות,הכנסה,מקורי,-2000,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2038    ,העברות למוסדות תורניים,2038    -העברות למוסדות תורניים,203821  ,מלגת לימודים,203821  -מלגת לימודים,004,הכנסות מיועדות,004-הכנסות מיועדות,041,הכנסות תקציב רגיל,041-הכנסות תקציב רגיל,הכנסה,מקורי,0,0,0,0,0,0,0
2016,5,ענפי משק,5-ענפי משק,51,תיירות,51-תיירות,1,תקציב רגיל,37      ,משרד התיירות,37      -משרד התיירות,3702    ,פיתוח המוצר התיירותי,3702    -פיתוח המוצר התיירותי,370208  ,הכשרת כח אדם ושירותי,370208  -הכשרת כח אדם ושירותי,002,קניות,002-קניות,173,רזרבה,173-רזרבה,הוצאה,מקורי,0,0,0,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,45,פנים ושלטון מקומי,45-פנים ושלטון מקומי,1,תקציב רגיל,68      ,"רשות האוכלוסין, ההגירה","68      -רשות האוכלוסין, ההגירה",6890    ,רזרבות,6890    -רזרבות,689001  ,רזרבה להתייקרויות +,689001  -רזרבה להתייקרויות +,001,שכר,001-שכר,104,רזרבה,104-רזרבה,הוצאה,מקורי,7971,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2032    ,רשות הספורט,2032    -רשות הספורט,203202  ,"חינוך גופני בבתיה""ס","203202  -חינוך גופני בבתיה""ס",002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,1,בטחון וסדר ציבורי,1-בטחון וסדר ציבורי,13,בטחון-אחר,13-בטחון-אחר,1,תקציב רגיל,16      ,הוצאות חירום אזרחיות,16      -הוצאות חירום אזרחיות,1613    ,מיגון אוכלוסיה  -סופת,1613    -מיגון אוכלוסיה  -סופת,161302  ,ציוד איום בלתי,161302  -ציוד איום בלתי,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,300,השתתפויות,300-השתתפויות,הכנסה,מקורי,0,0,0,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,44,חוץ,44-חוץ,1,תקציב רגיל,09      ,משרד החוץ,09      -משרד החוץ,0960    ,רזרבות,0960    -רזרבות,096001  ,רזרבה להתיקרויות,096001  -רזרבה להתיקרויות,001,שכר,001-שכר,104,רזרבה,104-רזרבה,הוצאה,מקורי,31575,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2410    ,מרכזים רפואיים,2410    -מרכזים רפואיים,241011  ,פלימן חיפה - בית חולים,241011  -פלימן חיפה - בית חולים,004,הכנסות מיועדות,004-הכנסות מיועדות,041,הכנסות תקציב רגיל,041-הכנסות תקציב רגיל,הכנסה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2043    ,יסודי וחטיבות-ביניים,2043    -יסודי וחטיבות-ביניים,204303  ,מעין החינוך התורני,204303  -מעין החינוך התורני,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,5,מפעלים עסקיים,94      ,בתי חולים ממשלתים,94      -בתי חולים ממשלתים,9450    ,התיקרויות,9450    -התיקרויות,945001  ,התיקרויות שכר,945001  -התיקרויות שכר,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,301,הפחתות,301-הפחתות,הכנסה,מקורי,0,0,0,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,44,חוץ,44-חוץ,1,תקציב רגיל,09      ,משרד החוץ,09      -משרד החוץ,0951    ,משרד החוץ,0951    -משרד החוץ,095102  ,"תפעול הנציגויות בחו""ל","095102  -תפעול הנציגויות בחו""ל",002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,62160,500,0,0,0,0,0
2016,3,תשתיות,3-תשתיות,35,רשות מקרקעי ישראל,35-רשות מקרקעי ישראל,5,מפעלים עסקיים,98      ,הוצאות מינהל מקרקעי,98      -הוצאות מינהל מקרקעי,9821    ,שמירה וניהול הקרקע,9821    -שמירה וניהול הקרקע,982102  ,ניהול נכסי הדיור,982102  -ניהול נכסי הדיור,007,השקעה,007-השקעה,047,השקעה בארץ,047-השקעה בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,8,הכנסות,8-הכנסות,81,מסים ישירים,81-מסים ישירים,4,הכנסות המדינה,00      ,הכנסות המדינה,00      -הכנסות המדינה,0005    ,מס רכוש,0005    -מס רכוש,000501  ,מס רכוש,000501  -מס רכוש,021,הכנסות המדינה - הכנסות,021-הכנסות המדינה - הכנסות,082,הכנסות ממיסים,082-הכנסות ממיסים,הכנסה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2402    ,משרד ראשי,2402    -משרד ראשי,240230  ,יחידות מטה,240230  -יחידות מטה,003,העברות,003-העברות,031,מוצרים ציבוריים,031-מוצרים ציבוריים,הוצאה,מקורי,0,0,0,0,0,0,0
2016,1,בטחון וסדר ציבורי,1-בטחון וסדר ציבורי,13,בטחון-אחר,13-בטחון-אחר,1,תקציב רגיל,17      ,תאום הפעולות בשטחים,17      -תאום הפעולות בשטחים,1733    ,מפקדת תיאום וקישור חבל,1733    -מפקדת תיאום וקישור חבל,173302  ,שכר אזרחים,173302  -שכר אזרחים,001,שכר,001-שכר,104,רזרבה,104-רזרבה,הוצאה,מקורי,254,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2024    ,מינהל פדגוגי-כללי,2024    -מינהל פדגוגי-כללי,202417  ,תוכניות ויוזמות,202417  -תוכניות ויוזמות,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2025    ,חינוך קדם יסודי,2025    -חינוך קדם יסודי,202505  ,פעילות בחינוך קדם יסודי,202505  -פעילות בחינוך קדם יסודי,003,העברות,003-העברות,029,שכר עקיף,029-שכר עקיף,הוצאה,מקורי,0,0,0,0,0,0,0
2016,1,בטחון וסדר ציבורי,1-בטחון וסדר ציבורי,11,בטחון,11-בטחון,1,תקציב רגיל,15      ,משרד הבטחון,15      -משרד הבטחון,1503    ,היחידה לקליטת חיילים,1503    -היחידה לקליטת חיילים,150301  ,שכר,150301  -שכר,001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,6979,0,0,0,0,0,0
2016,5,ענפי משק,5-ענפי משק,51,תיירות,51-תיירות,2,תקציב פיתוח,78      ,פיתוח תיירות,78      -פיתוח תיירות,7802    ,השקעות בפיתוח אכסון,7802    -השקעות בפיתוח אכסון,780202  ,מענקים מנהליים,780202  -מענקים מנהליים,007,השקעה,007-השקעה,047,השקעה בארץ,047-השקעה בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2430    ,רזרבה להתיקרויות,2430    -רזרבה להתיקרויות,243020  ,רזרבה להתיקרויות- קניות,243020  -רזרבה להתיקרויות- קניות,003,העברות,003-העברות,036,רזרבה,036-רזרבה,הוצאה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2046    ,תכניות חינוכיות משלימות,2046    -תכניות חינוכיות משלימות,204602  ,פעילויות ופרויקטים,204602  -פעילויות ופרויקטים,001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,19211,0,0,0,0,0,568
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2027    ,חינוך על יסודי,2027    -חינוך על יסודי,202712  ,קידום ועידוד החינוך העל,202712  -קידום ועידוד החינוך העל,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,24,רווחה,24-רווחה,1,תקציב רגיל,23      ,משרד הרווחה והשירותים,23      -משרד הרווחה והשירותים,2310    ,שירותים אישיים וחברתיים,2310    -שירותים אישיים וחברתיים,231082  ,סיוע למפוני חבל עזה,231082  -סיוע למפוני חבל עזה,003,העברות,003-העברות,034,תשלומי העברה סוציאליים,034-תשלומי העברה סוציאליים,הוצאה,מקורי,0,0,0,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,41,ראש הממשלה,41-ראש הממשלה,1,תקציב רגיל,04      ,משרד ראש הממשלה,04      -משרד ראש הממשלה,0453    ,סטטיסטיקה ממלכתית,0453    -סטטיסטיקה ממלכתית,045301  ,הלשכה המרכזית,045301  -הלשכה המרכזית,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,300,השתתפויות,300-השתתפויות,הכנסה,מקורי,0,0,0,0,0,0,0
2016,5,ענפי משק,5-ענפי משק,53,תעשיה ותעסוקה,53-תעשיה ותעסוקה,1,תקציב רגיל,38      ,תמיכות בענפי המשק,38      -תמיכות בענפי המשק,3840    ,עידוד המגזר העסקי,3840    -עידוד המגזר העסקי,384003  ,עסקים קטנים ובינוניים,384003  -עסקים קטנים ובינוניים,004,הכנסות מיועדות,004-הכנסות מיועדות,041,הכנסות תקציב רגיל,041-הכנסות תקציב רגיל,הכנסה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2407    ,רכש שירותי בריאות,2407    -רכש שירותי בריאות,240714  ,בריאות הנפש,240714  -בריאות הנפש,002,קניות,002-קניות,173,רזרבה,173-רזרבה,הוצאה,מקורי,30939,0,0,0,0,0,0
2016,3,תשתיות,3-תשתיות,34,בינוי ושיכון,34-בינוי ושיכון,2,תקציב פיתוח,70      ,שיכון,70      -שיכון,7002    ,בנייה חדשה,7002    -בנייה חדשה,700213  ,משק סגור נצרת עלית,700213  -משק סגור נצרת עלית,007,השקעה,007-השקעה,044,רזרבה,044-רזרבה,הוצאה,מקורי,0,0,0,59000,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2440    ,מרכזים לבריאות הנפש,2440    -מרכזים לבריאות הנפש,244008  ,מרכז רפואי באר שבע,244008  -מרכז רפואי באר שבע,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,301,הפחתות,301-הפחתות,הכנסה,מקורי,-17076,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2043    ,יסודי וחטיבות-ביניים,2043    -יסודי וחטיבות-ביניים,204302  ,החינוך העצמאי,204302  -החינוך העצמאי,001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,123624,0,0,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,41,ראש הממשלה,41-ראש הממשלה,1,תקציב רגיל,04      ,משרד ראש הממשלה,04      -משרד ראש הממשלה,0470    ,רזרבות,0470    -רזרבות,047001  ,רזרבה לעמידה במגבלה,047001  -רזרבה לעמידה במגבלה,002,קניות,002-קניות,173,רזרבה,173-רזרבה,הוצאה,מקורי,53628,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,24,רווחה,24-רווחה,1,תקציב רגיל,23      ,משרד הרווחה והשירותים,23      -משרד הרווחה והשירותים,2310    ,שירותים אישיים וחברתיים,2310    -שירותים אישיים וחברתיים,231051  ,השרות למען הילד (אימוץ),231051  -השרות למען הילד (אימוץ),002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,20515,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2404    ,הכשרה והדרכה,2404    -הכשרה והדרכה,240429  ,"ע""ש מטיוס חדרה - בי""ס","240429  -ע""ש מטיוס חדרה - בי""ס",004,הכנסות מיועדות,004-הכנסות מיועדות,041,הכנסות תקציב רגיל,041-הכנסות תקציב רגיל,הכנסה,מקורי,0,0,0,0,0,0,0
2016,8,הכנסות,8-הכנסות,84,הכנסות אחרות,84-הכנסות אחרות,4,הכנסות המדינה,00      ,הכנסות המדינה,00      -הכנסות המדינה,0035    ,גביית ריבית,0035    -גביית ריבית,003503  ,תקבולי רבית מגורמים שונ,003503  -תקבולי רבית מגורמים שונ,021,הכנסות המדינה - הכנסות,021-הכנסות המדינה - הכנסות,083,הכנסות הון,083-הכנסות הון,הכנסה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,27,קליטת עליה,27-קליטת עליה,1,תקציב רגיל,30      ,המשרד לקליטת העליה,30      -המשרד לקליטת העליה,3012    ,שירותי קליטה,3012    -שירותי קליטה,301204  ,קליטה בקהילה,301204  -קליטה בקהילה,003,העברות,003-העברות,035,תמיכות לפי סעיף 3א,035-תמיכות לפי סעיף 3א,הוצאה,מקורי,28040,0,0,0,0,0,0
2016,5,ענפי משק,5-ענפי משק,53,תעשיה ותעסוקה,53-תעשיה ותעסוקה,1,תקציב רגיל,38      ,תמיכות בענפי המשק,38      -תמיכות בענפי המשק,3840    ,עידוד המגזר העסקי,3840    -עידוד המגזר העסקי,384001  ,החוק לעידוד השקעות הון,384001  -החוק לעידוד השקעות הון,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,5500,0,0,13000,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,42,אוצר,42-אוצר,1,תקציב רגיל,05      ,משרד האוצר,05      -משרד האוצר,0551    ,משרד האוצר ראשי,0551    -משרד האוצר ראשי,055102  ,אגף התקציבים,055102  -אגף התקציבים,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,525,0,0,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,43,משפטים,43-משפטים,1,תקציב רגיל,08      ,משרד המשפטים,08      -משרד המשפטים,0851    ,משרד ראשי,0851    -משרד ראשי,085110  ,רישום והסדר המקרקעין,085110  -רישום והסדר המקרקעין,004,הכנסות מיועדות,004-הכנסות מיועדות,041,הכנסות תקציב רגיל,041-הכנסות תקציב רגיל,הכנסה,מקורי,0,0,-82853,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2045    ,חינוך התיישבותי,2045    -חינוך התיישבותי,204506  ,שירותי היקף,204506  -שירותי היקף,003,העברות,003-העברות,031,מוצרים ציבוריים,031-מוצרים ציבוריים,הוצאה,מקורי,0,1000,0,0,0,0,0
2016,7,הוצאות אחרות,7-הוצאות אחרות,72,הוצאות שונות,72-הוצאות שונות,1,תקציב רגיל,54      ,רשויות פיקוח,54      -רשויות פיקוח,5410    ,הרשות להגבלים עסקיים,5410    -הרשות להגבלים עסקיים,541080  ,רזרבה,541080  -רזרבה,002,קניות,002-קניות,173,רזרבה,173-רזרבה,הוצאה,מקורי,575,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2440    ,מרכזים לבריאות הנפש,2440    -מרכזים לבריאות הנפש,244009  ,מרכז קהילתי יפו,244009  -מרכז קהילתי יפו,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,8622,0,0,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,41,ראש הממשלה,41-ראש הממשלה,1,תקציב רגיל,04      ,משרד ראש הממשלה,04      -משרד ראש הממשלה,0406    ,השלמת טיפול במפוני,0406    -השלמת טיפול במפוני,040610  ,סיוע לפרטים - מגורים,040610  -סיוע לפרטים - מגורים,003,העברות,003-העברות,038,סובסידיה,038-סובסידיה,הוצאה,מקורי,3200,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2413    ,מרכזים רפואיים לבריאות,2413    -מרכזים רפואיים לבריאות,241322  ,חדרה - שרות קהילתי,241322  -חדרה - שרות קהילתי,001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,5,ענפי משק,5-ענפי משק,52,חקלאות,52-חקלאות,1,תקציב רגיל,33      ,משרד החקלאות,33      -משרד החקלאות,3303    ,רזרבות,3303    -רזרבות,330301  ,רזרבה להתייקרויות,330301  -רזרבה להתייקרויות,002,קניות,002-קניות,173,רזרבה,173-רזרבה,הוצאה,מקורי,5150,0,0,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,41,ראש הממשלה,41-ראש הממשלה,1,תקציב רגיל,04      ,משרד ראש הממשלה,04      -משרד ראש הממשלה,0451    ,משרד ראשי,0451    -משרד ראשי,045107  ,ארכיון המדינה,045107  -ארכיון המדינה,004,הכנסות מיועדות,004-הכנסות מיועדות,041,הכנסות תקציב רגיל,041-הכנסות תקציב רגיל,הכנסה,מקורי,0,0,-50,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,43,משפטים,43-משפטים,1,תקציב רגיל,08      ,משרד המשפטים,08      -משרד המשפטים,0851    ,משרד ראשי,0851    -משרד ראשי,085113  ,השמאי הממשלתי,085113  -השמאי הממשלתי,004,הכנסות מיועדות,004-הכנסות מיועדות,041,הכנסות תקציב רגיל,041-הכנסות תקציב רגיל,הכנסה,מקורי,0,0,-4958,0,0,0,0
2016,1,בטחון וסדר ציבורי,1-בטחון וסדר ציבורי,12,בטחון פנים,12-בטחון פנים,1,תקציב רגיל,07      ,משרד לביטחון פנים,07      -משרד לביטחון פנים,0750    ,משרד לבטחון פנים,0750    -משרד לבטחון פנים,075002  ,קניות,075002  -קניות,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,301,הפחתות,301-הפחתות,הוצאה,מקורי,169379,0,0,0,0,0,0
2016,5,ענפי משק,5-ענפי משק,51,תיירות,51-תיירות,1,תקציב רגיל,37      ,משרד התיירות,37      -משרד התיירות,3703    ,המינהל לשיווק התיירות,3703    -המינהל לשיווק התיירות,370316  ,פעולות שיווק תיירות,370316  -פעולות שיווק תיירות,004,הכנסות מיועדות,004-הכנסות מיועדות,041,הכנסות תקציב רגיל,041-הכנסות תקציב רגיל,הכנסה,מקורי,0,0,-3024,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2046    ,תכניות חינוכיות משלימות,2046    -תכניות חינוכיות משלימות,204604  ,חינוך בלתי פורמאלי,204604  -חינוך בלתי פורמאלי,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,300,השתתפויות,300-השתתפויות,הכנסה,מקורי,-33000,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2402    ,משרד ראשי,2402    -משרד ראשי,240260  ,המרכז הלאומי לבקרת,240260  -המרכז הלאומי לבקרת,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,300,השתתפויות,300-השתתפויות,הכנסה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2402    ,משרד ראשי,2402    -משרד ראשי,240222  ,מינהל טכנולוגיות,240222  -מינהל טכנולוגיות,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,7,הוצאות אחרות,7-הוצאות אחרות,71,גמלאות,71-גמלאות,1,תקציב רגיל,12      ,גמלאות ופיצויים,12      -גמלאות ופיצויים,1213    ,תפעול מנהלת הגמלאות,1213    -תפעול מנהלת הגמלאות,121301  ,תפעול מנהלת הגמלאות,121301  -תפעול מנהלת הגמלאות,002,קניות,002-קניות,173,רזרבה,173-רזרבה,הוצאה,מקורי,0,0,0,0,0,0,0
2016,3,תשתיות,3-תשתיות,34,בינוי ושיכון,34-בינוי ושיכון,2,תקציב פיתוח,70      ,שיכון,70      -שיכון,7005    ,דיור ציבורי,7005    -דיור ציבורי,700508  ,הסכם חלמיש,700508  -הסכם חלמיש,004,הכנסות מיועדות,004-הכנסות מיועדות,042,הכנסות תקציב פיתוח,042-הכנסות תקציב פיתוח,הכנסה,מקורי,0,0,-8000,0,0,0,0
2016,7,הוצאות אחרות,7-הוצאות אחרות,72,הוצאות שונות,72-הוצאות שונות,1,תקציב רגיל,13      ,הוצאות שונות,13      -הוצאות שונות,1301    ,הוצאות שונות,1301    -הוצאות שונות,130110  ,שיפוי רשויות מקומיות,130110  -שיפוי רשויות מקומיות,003,העברות,003-העברות,034,תשלומי העברה סוציאליים,034-תשלומי העברה סוציאליים,הוצאה,מקורי,31611,0,0,0,0,0,0
2016,5,ענפי משק,5-ענפי משק,52,חקלאות,52-חקלאות,1,תקציב רגיל,33      ,משרד החקלאות,33      -משרד החקלאות,3306    ,תמיכות בחקלאות,3306    -תמיכות בחקלאות,330601  ,תמיכות ומחקרים שנתים,330601  -תמיכות ומחקרים שנתים,003,העברות,003-העברות,035,תמיכות לפי סעיף 3א,035-תמיכות לפי סעיף 3א,הוצאה,מקורי,6344,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,5,מפעלים עסקיים,94      ,בתי חולים ממשלתים,94      -בתי חולים ממשלתים,9479    ,"הכנסות בי""ח צפת","9479    -הכנסות בי""ח צפת",947901  ,"הכנסות בי""ח צפת","947901  -הכנסות בי""ח צפת",004,הכנסות מיועדות,004-הכנסות מיועדות,041,הכנסות תקציב רגיל,041-הכנסות תקציב רגיל,הכנסה,מקורי,330185,0,0,0,0,0,0
2016,3,תשתיות,3-תשתיות,34,בינוי ושיכון,34-בינוי ושיכון,1,תקציב רגיל,29      ,משרד הבינוי והשיכון,29      -משרד הבינוי והשיכון,2902    ,פעולות המשרד,2902    -פעולות המשרד,290201  ,שיקום שכונות חברתי,290201  -שיקום שכונות חברתי,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,300,השתתפויות,300-השתתפויות,הכנסה,מקורי,0,0,0,0,0,0,0
2016,3,תשתיות,3-תשתיות,34,בינוי ושיכון,34-בינוי ושיכון,2,תקציב פיתוח,70      ,שיכון,70      -שיכון,7001    ,הלוואות לדיור,7001    -הלוואות לדיור,700103  ,אשראי מסובסד והשתתפות,700103  -אשראי מסובסד והשתתפות,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,300,השתתפויות,300-השתתפויות,הכנסה,מקורי,0,0,0,0,0,0,0
