שנה,סעיף מוביל,מספר בקשה,תיאור בקשה,קוד שינוי,שם שינוי,קוד סוג בקשה,שם סוג בקשה,מספר וועדה,קוד תוכנית,שם תוכנית,הוצאות נטו,הוצאה מותנית בהכנסה,הכנסה מיועדת,הרשאה להתחייב,שיא כא,תאריך אישור
2013,13,061,העברה לשירותי הדת,8,לרזרבה כללית,2,אישור ועדה,350,47-01-02,תוכנית מעבר - רזרבה,"22,500",0,0,0,0,B123-Dec-13
2013,13,064,יישום החלטת הקיבנט - הגדלת תקציב הביטחון,2,קיצוץ לרזרבה,2,אישור ועדה,9000,13-01-30,רזרבה לפעולות מיוחדות,"-272,044",0,0,0,0,B123-Dec-13
2013,13,065,העברה לסעיף 07,8,לרזרבה כללית,2,אישור ועדה,380,13-01-30,רזרבה לפעולות מיוחדות,"-61,898",0,0,0,0,B123-Dec-13
2013,13,065,העברה לסעיף 07,8,לרזרבה כללית,2,אישור ועדה,380,47-01-02,תוכנית מעבר - רזרבה,"61,898",0,0,0,0,B123-Dec-13
2013,13,066,העברה למשרד הפנים,8,לרזרבה כללית,2,אישור ועדה,392,13-01-05,הוצאות שונות,-550,0,0,0,0,B123-Dec-13
2013,13,066,העברה למשרד הפנים,8,לרזרבה כללית,2,אישור ועדה,392,13-01-30,רזרבה לפעולות מיוחדות,"-11,600",0,0,0,0,B123-Dec-13
2013,13,066,העברה למשרד הפנים,8,לרזרבה כללית,2,אישור ועדה,392,47-01-02,תוכנית מעבר - רזרבה,"12,150",0,0,0,0,B123-Dec-13
2013,13,067,פינוי קרקעות 56.028,8,לרזרבה כללית,2,אישור ועדה,413,13-01-05,הוצאות שונות,"-56,028",0,0,0,0,B123-Dec-13
2013,13,067,פינוי קרקעות 56.028,8,לרזרבה כללית,2,אישור ועדה,413,47-01-02,תוכנית מעבר - רזרבה,"56,028",0,0,0,0,B123-Dec-13
2013,13,068,העברה למשרד התיירות,8,לרזרבה כללית,2,אישור ועדה,420,13-01-05,הוצאות שונות,"-4,957",0,0,0,0,B123-Dec-13
2013,13,068,העברה למשרד התיירות,8,לרזרבה כללית,2,אישור ועדה,420,47-01-02,תוכנית מעבר - רזרבה,"4,957",0,0,0,0,B123-Dec-13
2013,13,069,מימון קרנות הפנסיה הותיקות,8,לרזרבה כללית,2,אישור ועדה,468,13-01-03,הקלות במיסים,"-40,000",0,0,0,0,B123-Dec-13
2013,13,069,מימון קרנות הפנסיה הותיקות,8,לרזרבה כללית,2,אישור ועדה,468,13-01-30,רזרבה לפעולות מיוחדות,"-113,046",0,0,0,0,B123-Dec-13
2013,13,069,מימון קרנות הפנסיה הותיקות,8,לרזרבה כללית,2,אישור ועדה,468,47-01-02,תוכנית מעבר - רזרבה,"153,046",0,0,0,0,B123-Dec-13
2013,13,070,"העברה לסעיף 54 רט""ג",8,לרזרבה כללית,2,אישור ועדה,461,13-01-10,שיפוי רשויות מקומיות,"-6,850",0,0,0,0,B125-Dec-13
2013,13,070,"העברה לסעיף 54 רט""ג",8,לרזרבה כללית,2,אישור ועדה,461,47-01-02,תוכנית מעבר - רזרבה,"6,850",0,0,0,0,B125-Dec-13
2013,13,071,העברה למס הכנסה שלילי,7,שינוי פנימי,1,אישור אגף,0,13-01-05,הוצאות שונות,0,0,0,0,0,B118-Dec-13
2013,13,072,העברה לפנים,8,לרזרבה כללית,2,אישור ועדה,524,13-01-05,הוצאות שונות,"-5,438",0,0,0,0,B129-Dec-13
2013,13,072,העברה לפנים,8,לרזרבה כללית,2,אישור ועדה,524,47-01-02,תוכנית מעבר - רזרבה,"5,438",0,0,0,0,B129-Dec-13
2013,13,073,רשויות מקומיות,8,לרזרבה כללית,2,אישור ועדה,538,13-01-30,רזרבה לפעולות מיוחדות,"-60,000",0,0,0,0,B129-Dec-13
2013,13,073,רשויות מקומיות,8,לרזרבה כללית,2,אישור ועדה,538,47-01-02,תוכנית מעבר - רזרבה,"60,000",0,0,0,0,B129-Dec-13
2013,14,001,פניית עודפים,5,עודפים,3,הודעה לועדה,0,14-10-01,מימון מפלגות שוטף,20,0,0,0,0,B111-Sep-13
2013,14,001,פניית עודפים,5,עודפים,3,הודעה לועדה,0,14-20-01,הכנות לקראת הבחירות,"50,682",0,0,0,0,B111-Sep-13
2013,14,002,העברת ל-06,8,לרזרבה כללית,2,אישור ועדה,31,14-10-01,מימון מפלגות שוטף,"-4,512",0,0,0,0,B107-Oct-13
2013,14,002,העברת ל-06,8,לרזרבה כללית,2,אישור ועדה,31,14-20-01,הכנות לקראת הבחירות,"-19,750",0,0,0,0,B107-Oct-13
2013,14,002,העברת ל-06,8,לרזרבה כללית,2,אישור ועדה,31,47-01-02,תוכנית מעבר - רזרבה,"24,262",0,0,0,0,B107-Oct-13
2013,14,003,התאמת תקציב,7,שינוי פנימי,2,אישור ועדה,327,14-10-01,מימון מפלגות שוטף,"-15,590",0,0,0,0,B123-Dec-13
2013,14,003,התאמת תקציב,7,שינוי פנימי,2,אישור ועדה,327,14-10-02,מימון מפלגות לבחירות,"15,590",0,0,0,0,B123-Dec-13
2013,14,003,התאמת תקציב,7,שינוי פנימי,2,אישור ועדה,327,14-20-01,הכנות לקראת הבחירות,0,0,0,0,0,B123-Dec-13
2013,14,004,העברה לסעיף 18,8,לרזרבה כללית,2,אישור ועדה,328,14-10-01,מימון מפלגות שוטף,"-2,742",0,0,0,0,B123-Dec-13
2013,14,004,העברה לסעיף 18,8,לרזרבה כללית,2,אישור ועדה,328,14-20-01,הכנות לקראת הבחירות,"-14,342",0,0,0,0,B123-Dec-13
2013,14,004,העברה לסעיף 18,8,לרזרבה כללית,2,אישור ועדה,328,47-01-02,תוכנית מעבר - רזרבה,"17,084",0,0,0,0,B123-Dec-13
2013,14,005,העברת רזרבה לעמידה במיגבלה הפיסקלית,2,קיצוץ לרזרבה,2,אישור ועדה,9000,14-90-01,רזרבה להתייקרויות +,"-8,830",0,0,0,0,B123-Dec-13
2013,14,006,העברת יתרת תקציב,8,לרזרבה כללית,2,אישור ועדה,502,14-20-01,הכנות לקראת הבחירות,"-4,500",0,0,0,0,B125-Dec-13
2013,14,006,העברת יתרת תקציב,8,לרזרבה כללית,2,אישור ועדה,502,47-01-02,תוכנית מעבר - רזרבה,"4,500",0,0,0,0,B125-Dec-13
2013,15,001,תוספת לתקציב הביטחון,17,הקצאות מהרזרבה הכללית,2,אישור ועדה,2,15-01-02,תקציב הביטחון,"6,481,559","156,429","-156,429","1,750,000",0,B129-Dec-13
2013,15,001,תוספת לתקציב הביטחון,17,הקצאות מהרזרבה הכללית,2,אישור ועדה,2,47-01-01,רזרבה כללית,"-6,481,559",0,0,"-1,750,000",0,B129-Dec-13
2013,15,002,פתיחת תקנות שכר עידוד,7,שינוי פנימי,1,אישור אגף,0,15-01-02,תקציב הביטחון,0,0,0,0,0,B125-Nov-13
2013,15,003,השתתפויות מול משרד החינוך,7,שינוי פנימי,1,אישור אגף,0,15-01-02,תקציב הביטחון,0,0,0,0,0,B124-Oct-13
2013,15,004,העברה מהמדען הראשי,9,מרזרבה כללית,2,אישור ועדה,97,15-01-02,תקציב הביטחון,"6,500",0,0,0,0,B117-Oct-13
2013,15,004,העברה מהמדען הראשי,9,מרזרבה כללית,2,אישור ועדה,97,47-01-02,תוכנית מעבר - רזרבה,"-6,500",0,0,0,0,B117-Oct-13
2013,15,005,העברת עודפים לתקציב הביטחון,5,עודפים,3,הודעה לועדה,0,15-01-02,תקציב הביטחון,"1,814,523",0,0,0,0,B123-Dec-13
2013,15,006,העברת עודפים לתקציב הביטחון שונות,5,עודפים,3,הודעה לועדה,0,15-01-02,תקציב הביטחון,"93,244",0,0,0,0,B129-Dec-13
2013,15,007,השתתפויות מול המדען הראשי,7,שינוי פנימי,1,אישור אגף,0,15-01-02,תקציב הביטחון,0,0,0,0,0,B121-Oct-13
2013,15,008,תגבור תקציב הביטחון,9,מרזרבה כללית,2,אישור ועדה,150,15-01-02,תקציב הביטחון,"251,750",0,0,0,0,B130-Oct-13
2013,15,008,תגבור תקציב הביטחון,9,מרזרבה כללית,2,אישור ועדה,150,47-01-02,תוכנית מעבר - רזרבה,"-251,750",0,0,0,0,B130-Oct-13
2013,15,010,תגבור תקציב הביטחון,9,מרזרבה כללית,2,אישור ועדה,170,15-01-02,תקציב הביטחון,"14,000",0,0,0,0,B117-Nov-13
2013,15,010,תגבור תקציב הביטחון,9,מרזרבה כללית,2,אישור ועדה,170,47-01-02,תוכנית מעבר - רזרבה,"-14,000",0,0,0,0,B117-Nov-13
2013,15,011,השתתפות משרד הביטחון במשרד החינוך,7,שינוי פנימי,1,אישור אגף,0,15-01-02,תקציב הביטחון,0,0,0,0,0,B124-Nov-13
2013,15,012,השתתפות משרד החקלאות במשרד הביטחון,7,שינוי פנימי,1,אישור אגף,0,15-01-02,תקציב הביטחון,0,0,0,0,0,B102-Dec-13
2013,15,013,השתתפות מהמשרד לביטחון פנים,7,שינוי פנימי,1,אישור אגף,0,15-01-02,תקציב הביטחון,0,0,0,0,0,B124-Nov-13
2013,15,014,"העברת תקציב שכר ותפעול מהקרן לחיימ""ש",9,מרזרבה כללית,2,אישור ועדה,273,15-03-01,שכר,"6,979",0,0,0,21,B104-Dec-13
2013,15,014,"העברת תקציב שכר ותפעול מהקרן לחיימ""ש",9,מרזרבה כללית,2,אישור ועדה,273,15-03-02,הוצאות תפעול,"2,433",0,0,0,0,B104-Dec-13
2013,15,014,"העברת תקציב שכר ותפעול מהקרן לחיימ""ש",9,מרזרבה כללית,2,אישור ועדה,273,15-03-03,מסלקה בנקאית,"2,910",0,0,0,0,B104-Dec-13
2013,15,014,"העברת תקציב שכר ותפעול מהקרן לחיימ""ש",9,מרזרבה כללית,2,אישור ועדה,273,47-01-01,רזרבה כללית,0,0,0,0,-21,B104-Dec-13
2013,15,014,"העברת תקציב שכר ותפעול מהקרן לחיימ""ש",9,מרזרבה כללית,2,אישור ועדה,273,47-01-02,תוכנית מעבר - רזרבה,"-12,322",0,0,0,0,B104-Dec-13
2013,15,015,פניית השתתפות סוף שנה,7,שינוי פנימי,1,אישור אגף,0,15-01-02,תקציב הביטחון,0,0,0,0,0,B110-Dec-13
2013,15,016,ביטחון שונות,9,מרזרבה כללית,2,אישור ועדה,365,15-01-02,תקציב הביטחון,"50,000",0,0,0,0,B124-Dec-13
2013,15,016,ביטחון שונות,9,מרזרבה כללית,2,אישור ועדה,365,47-01-01,רזרבה כללית,"-50,000",0,0,0,0,B124-Dec-13
2013,15,017,תגבור תקציב הביטחון סוף שנה,9,מרזרבה כללית,2,אישור ועדה,378,15-01-02,תקציב הביטחון,"2,790,000","-580,000","580,000",0,0,B123-Dec-13
2013,15,017,תגבור תקציב הביטחון סוף שנה,9,מרזרבה כללית,2,אישור ועדה,378,47-01-02,תוכנית מעבר - רזרבה,"-2,790,000",0,0,0,0,B123-Dec-13
2013,15,018,תגבור תקציב הביטחון,9,מרזרבה כללית,2,אישור ועדה,408,15-01-02,תקציב הביטחון,"90,000",0,0,0,0,B123-Dec-13
2013,15,018,תגבור תקציב הביטחון,9,מרזרבה כללית,2,אישור ועדה,408,47-01-02,תוכנית מעבר - רזרבה,"-90,000",0,0,0,0,B123-Dec-13
2013,15,019,תגבור תקציב הביטחון - מחנות,9,מרזרבה כללית,2,אישור ועדה,418,15-01-02,תקציב הביטחון,"300,000",0,0,0,0,B123-Dec-13
2013,15,019,תגבור תקציב הביטחון - מחנות,9,מרזרבה כללית,2,אישור ועדה,418,47-01-02,תוכנית מעבר - רזרבה,"-300,000",0,0,0,0,B123-Dec-13
2013,15,020,השתתפויות ביטחון - סוף שנה,7,שינוי פנימי,1,אישור אגף,0,15-01-02,תקציב הביטחון,0,0,0,0,0,B122-Dec-13
2013,16,001,מיגון תשתיות לאומיות,6,הגדלה רגילה,2,אישור ועדה,1,16-17-03,חיזוק עורף לאומי,0,"45,000","-45,000",0,0,B107-Oct-13
2013,16,002,העברת עודפי שנת 2012,5,עודפים,3,הודעה לועדה,0,16-13-04,מרכז חומרים מסוכנים,121,0,0,0,0,B111-Sep-13
2013,16,002,העברת עודפי שנת 2012,5,עודפים,3,הודעה לועדה,0,16-15-01,כיבוי אש,"20,453",0,0,0,0,B111-Sep-13
2013,16,002,העברת עודפי שנת 2012,5,עודפים,3,הודעה לועדה,0,16-16-02,הקמה ואחזקת מרכיבי,"151,078",0,0,0,0,B111-Sep-13
2013,16,002,העברת עודפי שנת 2012,5,עודפים,3,הודעה לועדה,0,16-16-03,מיגון הניוד ביהודה,"35,110",0,0,0,0,B111-Sep-13
2013,16,002,העברת עודפי שנת 2012,5,עודפים,3,הודעה לועדה,0,16-16-04,מיגון יישובי סובב עזה,"84,883",0,0,0,0,B111-Sep-13
2013,16,002,העברת עודפי שנת 2012,5,עודפים,3,הודעה לועדה,0,16-17-02,תפעול,"20,914",0,0,0,0,B111-Sep-13
2013,16,002,העברת עודפי שנת 2012,5,עודפים,3,הודעה לועדה,0,16-17-03,חיזוק עורף לאומי,"39,543",0,0,0,0,B111-Sep-13
2013,16,003,תגבור תקציב,9,מרזרבה כללית,2,אישור ועדה,67,16-13-02,ציוד איום בלתי,"60,000",0,0,0,0,B117-Oct-13
2013,16,003,תגבור תקציב,9,מרזרבה כללית,2,אישור ועדה,67,16-13-03,"מענה רפואי, טיהור,","40,000",0,0,0,0,B117-Oct-13
2013,16,003,תגבור תקציב,9,מרזרבה כללית,2,אישור ועדה,67,16-17-03,חיזוק עורף לאומי,"-20,000",0,0,0,0,B117-Oct-13
2013,16,003,תגבור תקציב,9,מרזרבה כללית,2,אישור ועדה,67,47-01-02,תוכנית מעבר - רזרבה,"-80,000",0,0,0,0,B117-Oct-13
2013,16,004,"תגבור תכנית ""סופת חול""",9,מרזרבה כללית,2,אישור ועדה,195,16-13-01,שכר,"-2,700",0,0,0,0,B127-Nov-13
2013,16,004,"תגבור תכנית ""סופת חול""",9,מרזרבה כללית,2,אישור ועדה,195,16-13-02,ציוד איום בלתי,"41,700",0,0,0,0,B127-Nov-13
2013,16,004,"תגבור תכנית ""סופת חול""",9,מרזרבה כללית,2,אישור ועדה,195,16-13-03,"מענה רפואי, טיהור,","11,000",0,0,0,0,B127-Nov-13
2013,16,004,"תגבור תכנית ""סופת חול""",9,מרזרבה כללית,2,אישור ועדה,195,16-16-02,הקמה ואחזקת מרכיבי,0,0,0,0,0,B127-Nov-13
2013,16,004,"תגבור תכנית ""סופת חול""",9,מרזרבה כללית,2,אישור ועדה,195,16-17-02,תפעול,"5,000",0,0,0,0,B127-Nov-13
2013,16,004,"תגבור תכנית ""סופת חול""",9,מרזרבה כללית,2,אישור ועדה,195,47-01-02,תוכנית מעבר - רזרבה,"-55,000",0,0,0,0,B127-Nov-13
2013,16,005,העברה לרזרבה הכללית,2,קיצוץ לרזרבה,2,אישור ועדה,9000,16-18-01,רזרבה,"-21,602",0,0,0,0,B123-Dec-13
2013,16,006,שינוייפ פנימיים,7,שינוי פנימי,1,אישור אגף,0,16-17-02,תפעול,0,0,0,0,0,B111-Dec-13
2013,16,006,שינוייפ פנימיים,7,שינוי פנימי,1,אישור אגף,0,16-17-03,חיזוק עורף לאומי,0,0,0,0,0,B111-Dec-13
2013,16,007,תגבור תקציב המשרד להגנת העורף,9,מרזרבה כללית,2,אישור ועדה,385,16-13-02,ציוד איום בלתי,"-13,500",0,0,0,0,B123-Dec-13
2013,16,007,תגבור תקציב המשרד להגנת העורף,9,מרזרבה כללית,2,אישור ועדה,385,16-13-03,"מענה רפואי, טיהור,","13,500",0,0,0,0,B123-Dec-13
2013,16,007,תגבור תקציב המשרד להגנת העורף,9,מרזרבה כללית,2,אישור ועדה,385,16-16-02,הקמה ואחזקת מרכיבי,0,300,-300,0,0,B123-Dec-13
2013,16,007,תגבור תקציב המשרד להגנת העורף,9,מרזרבה כללית,2,אישור ועדה,385,16-17-01,שכר,"-2,300",0,0,0,0,B123-Dec-13
2013,16,007,תגבור תקציב המשרד להגנת העורף,9,מרזרבה כללית,2,אישור ועדה,385,16-17-02,תפעול,"2,408",0,0,0,0,B123-Dec-13
2013,16,007,תגבור תקציב המשרד להגנת העורף,9,מרזרבה כללית,2,אישור ועדה,385,47-01-02,תוכנית מעבר - רזרבה,-108,0,0,0,0,B123-Dec-13
2013,16,008,העברה לרזרבה הכללית,8,לרזרבה כללית,2,אישור ועדה,414,16-17-03,חיזוק עורף לאומי,"-33,600",0,0,0,0,B123-Dec-13
2013,16,008,העברה לרזרבה הכללית,8,לרזרבה כללית,2,אישור ועדה,414,47-01-02,תוכנית מעבר - רזרבה,"33,600",0,0,0,0,B123-Dec-13
2013,16,009,העברה לרזרבה הכללית,8,לרזרבה כללית,2,אישור ועדה,473,16-17-03,חיזוק עורף לאומי,"-8,400",0,0,0,0,B123-Dec-13
2013,16,009,העברה לרזרבה הכללית,8,לרזרבה כללית,2,אישור ועדה,473,47-01-02,תוכנית מעבר - רזרבה,"8,400",0,0,0,0,B123-Dec-13
2013,16,010,שינויים פנימיים,7,שינוי פנימי,1,אישור אגף,0,16-16-02,הקמה ואחזקת מרכיבי,0,0,0,0,0,B122-Dec-13
2013,17,001,עודפים,5,עודפים,3,הודעה לועדה,0,17-31-01,מטה צבאי,"17,376",0,0,0,0,B111-Sep-13
2013,17,001,עודפים,5,עודפים,3,הודעה לועדה,0,17-31-03,מטה אזרחי,"21,585",0,0,0,0,B111-Sep-13
2013,17,001,עודפים,5,עודפים,3,הודעה לועדה,0,17-31-04,תפיסות ופיקדונות,"16,913",0,0,0,0,B111-Sep-13
2013,17,001,עודפים,5,עודפים,3,הודעה לועדה,0,17-31-05,ארכיאולוגיה,"3,142",0,0,0,0,B111-Sep-13
2013,17,001,עודפים,5,עודפים,3,הודעה לועדה,0,17-31-07,שמורות טבע וגנים,"1,644",0,0,0,0,B111-Sep-13
2013,17,001,עודפים,5,עודפים,3,הודעה לועדה,0,17-31-08,יחידת הפיקוח,"1,465",0,0,0,0,B111-Sep-13
2013,17,001,עודפים,5,עודפים,3,הודעה לועדה,0,17-31-09,פיתוח האזור,"69,586",0,0,0,0,B111-Sep-13
2013,17,001,עודפים,5,עודפים,3,הודעה לועדה,0,17-31-10,השתתפויות משרד הביטחון,299,0,0,0,0,B111-Sep-13
2013,17,001,עודפים,5,עודפים,3,הודעה לועדה,0,17-32-01,מפקדה,"3,586",0,0,0,0,B111-Sep-13
2013,17,001,עודפים,5,עודפים,3,הודעה לועדה,0,17-33-01,מטה,"1,557",0,0,0,0,B111-Sep-13
2013,17,001,עודפים,5,עודפים,3,הודעה לועדה,0,17-33-03,פעולות,193,0,0,0,0,B111-Sep-13
2013,17,002,שינוי תקציבי,9,מרזרבה כללית,2,אישור ועדה,78,17-31-08,יחידת הפיקוח,500,0,0,0,0,B110-Dec-13
2013,17,002,שינוי תקציבי,9,מרזרבה כללית,2,אישור ועדה,78,17-31-09,פיתוח האזור,-150,0,0,0,0,B110-Dec-13
2013,17,002,שינוי תקציבי,9,מרזרבה כללית,2,אישור ועדה,78,17-31-10,השתתפויות משרד הביטחון,-299,0,0,0,0,B110-Dec-13
2013,17,002,שינוי תקציבי,9,מרזרבה כללית,2,אישור ועדה,78,17-32-01,מפקדה,"1,300",0,0,0,0,B110-Dec-13
2013,17,002,שינוי תקציבי,9,מרזרבה כללית,2,אישור ועדה,78,17-33-01,מטה,749,0,0,0,0,B110-Dec-13
2013,17,002,שינוי תקציבי,9,מרזרבה כללית,2,אישור ועדה,78,47-01-01,רזרבה כללית,"-2,100",0,0,0,0,B110-Dec-13
2013,17,003,שינוי תקציבי,2,קיצוץ לרזרבה,2,אישור ועדה,9000,17-32-01,מפקדה,"-1,771",0,0,0,0,B123-Dec-13
2013,17,003,שינוי תקציבי,2,קיצוץ לרזרבה,2,אישור ועדה,9000,17-33-03,פעולות,-294,0,0,0,0,B123-Dec-13
2013,17,004,שינוי תקציבי,6,הגדלה רגילה,2,אישור ועדה,459,17-31-01,מטה צבאי,"-1,705",0,0,0,0,B125-Dec-13
2013,17,004,שינוי תקציבי,6,הגדלה רגילה,2,אישור ועדה,459,17-31-02,שכר אזרחים,"4,499","1,504","-1,504",0,0,B125-Dec-13
2013,17,004,שינוי תקציבי,6,הגדלה רגילה,2,אישור ועדה,459,17-31-03,מטה אזרחי,0,"4,250","-4,250",0,0,B125-Dec-13
2013,17,004,שינוי תקציבי,6,הגדלה רגילה,2,אישור ועדה,459,17-31-05,ארכיאולוגיה,0,-650,650,0,0,B125-Dec-13
2013,17,004,שינוי תקציבי,6,הגדלה רגילה,2,אישור ועדה,459,17-31-06,מים,0,0,0,0,0,B125-Dec-13
2013,17,004,שינוי תקציבי,6,הגדלה רגילה,2,אישור ועדה,459,17-31-07,שמורות טבע וגנים,0,"-1,350","1,350",0,0,B125-Dec-13
2013,17,004,שינוי תקציבי,6,הגדלה רגילה,2,אישור ועדה,459,17-31-08,יחידת הפיקוח,"-2,750",0,0,0,0,B125-Dec-13
2013,17,004,שינוי תקציבי,6,הגדלה רגילה,2,אישור ועדה,459,17-31-10,השתתפויות משרד הביטחון,0,0,0,0,0,B125-Dec-13
2013,17,004,שינוי תקציבי,6,הגדלה רגילה,2,אישור ועדה,459,17-32-01,מפקדה,"-1,390",0,0,0,0,B125-Dec-13
2013,17,004,שינוי תקציבי,6,הגדלה רגילה,2,אישור ועדה,459,17-33-01,מטה,-198,0,0,0,0,B125-Dec-13
2013,17,004,שינוי תקציבי,6,הגדלה רגילה,2,אישור ועדה,459,17-33-02,שכר אזרחים,"1,584",0,0,0,0,B125-Dec-13
2013,17,004,שינוי תקציבי,6,הגדלה רגילה,2,אישור ועדה,459,17-33-03,פעולות,-40,0,0,0,0,B125-Dec-13
2013,18,001,פניית עודפים,5,עודפים,3,הודעה לועדה,0,18-11-01,כללי,"661,169",0,0,0,0,B111-Sep-13
2013,18,002,פניית אוגוסט-פנימית,7,שינוי פנימי,1,אישור אגף,0,18-11-01,כללי,0,0,0,0,0,B103-Sep-13
2013,18,003,סיכום תקציבי,9,מרזרבה כללית,2,אישור ועדה,12,18-11-01,כללי,"65,000",0,0,0,0,B107-Oct-13
2013,18,003,סיכום תקציבי,9,מרזרבה כללית,2,אישור ועדה,12,47-01-02,תוכנית מעבר - רזרבה,"-65,000",0,0,0,0,B107-Oct-13
2013,18,004,העברה ממשרד החינוך,9,מרזרבה כללית,2,אישור ועדה,18,18-11-01,כללי,"2,720",0,0,0,0,B107-Oct-13
2013,18,004,העברה ממשרד החינוך,9,מרזרבה כללית,2,אישור ועדה,18,47-01-02,תוכנית מעבר - רזרבה,"-2,720",0,0,0,0,B107-Oct-13
2013,18,005,העברת עודפים לסעיף 06,8,לרזרבה כללית,2,אישור ועדה,23,18-11-01,כללי,"-8,061",0,0,0,0,B107-Oct-13
2013,18,005,העברת עודפים לסעיף 06,8,לרזרבה כללית,2,אישור ועדה,23,47-01-02,תוכנית מעבר - רזרבה,"8,061",0,0,0,0,B107-Oct-13
2013,18,006,חלף היטל השבחה,6,הגדלה רגילה,2,אישור ועדה,95,18-11-01,כללי,0,"60,000","-60,000",0,0,B105-Nov-13
2013,18,007,העברה לסעיף 06,8,לרזרבה כללית,2,אישור ועדה,115,18-11-01,כללי,"-2,800",0,0,0,0,B105-Nov-13
2013,18,007,העברה לסעיף 06,8,לרזרבה כללית,2,אישור ועדה,115,47-01-02,תוכנית מעבר - רזרבה,"2,800",0,0,0,0,B105-Nov-13
2013,18,008,השלמת עודפים מחוייבים ב- 06,8,לרזרבה כללית,2,אישור ועדה,137,18-11-01,כללי,"-3,204",0,0,0,0,B105-Nov-13
2013,18,008,השלמת עודפים מחוייבים ב- 06,8,לרזרבה כללית,2,אישור ועדה,137,47-01-02,תוכנית מעבר - רזרבה,"3,204",0,0,0,0,B105-Nov-13
2013,18,009,השלמת מענק איזון,9,מרזרבה כללית,2,אישור ועדה,172,18-11-01,כללי,"400,000",0,0,"200,000",0,B105-Nov-13
2013,18,009,השלמת מענק איזון,9,מרזרבה כללית,2,אישור ועדה,172,18-90-01,רזרבה להתייקרויות +,"-105,212",0,0,0,0,B105-Nov-13
2013,18,009,השלמת מענק איזון,9,מרזרבה כללית,2,אישור ועדה,172,47-01-01,רזרבה כללית,0,0,0,"-200,000",0,B105-Nov-13
2013,18,009,השלמת מענק איזון,9,מרזרבה כללית,2,אישור ועדה,172,47-01-02,תוכנית מעבר - רזרבה,"-294,788",0,0,0,0,B105-Nov-13
2013,18,010,פניית אוקטובר,7,שינוי פנימי,1,אישור אגף,0,18-11-01,כללי,0,0,0,0,0,B111-Nov-13
2013,18,011,סיכומים תקציביים,9,מרזרבה כללית,2,אישור ועדה,201,18-11-01,כללי,"50,500",0,0,"4,500",0,B117-Nov-13
2013,18,011,סיכומים תקציביים,9,מרזרבה כללית,2,אישור ועדה,201,47-01-01,רזרבה כללית,0,0,0,"-4,500",0,B117-Nov-13
2013,18,011,סיכומים תקציביים,9,מרזרבה כללית,2,אישור ועדה,201,47-01-02,תוכנית מעבר - רזרבה,"-50,500",0,0,0,0,B117-Nov-13
2013,18,012,התיישבות צעירה,9,מרזרבה כללית,2,אישור ועדה,210,18-11-01,כללי,"24,000",0,0,0,0,B120-Nov-13
2013,18,012,התיישבות צעירה,9,מרזרבה כללית,2,אישור ועדה,210,47-01-02,תוכנית מעבר - רזרבה,"-24,000",0,0,0,0,B120-Nov-13
2013,18,013,העברה ממשרד הרווחה,9,מרזרבה כללית,2,אישור ועדה,256,18-11-01,כללי,"1,400",0,0,0,0,B123-Dec-13
2013,18,013,העברה ממשרד הרווחה,9,מרזרבה כללית,2,אישור ועדה,256,47-01-02,תוכנית מעבר - רזרבה,"-1,400",0,0,0,0,B123-Dec-13
2013,18,014,העברה למשרד התיירות,8,לרזרבה כללית,2,אישור ועדה,275,18-11-01,כללי,"-3,840",0,0,0,0,B104-Dec-13
2013,18,014,העברה למשרד התיירות,8,לרזרבה כללית,2,אישור ועדה,275,47-01-02,תוכנית מעבר - רזרבה,"3,840",0,0,0,0,B104-Dec-13
2013,18,015,מענקים מיוחדים על פי סיכום,7,שינוי פנימי,1,אישור אגף,0,18-11-01,כללי,0,0,0,0,0,B102-Dec-13
2013,18,016,מענק בירה,7,שינוי פנימי,1,אישור אגף,0,18-11-01,כללי,0,0,0,0,0,B102-Dec-13
2013,18,017,העברה לסעיף 06,8,לרזרבה כללית,2,אישור ועדה,319,18-11-01,כללי,"-3,361",0,0,"-10,000",0,B118-Dec-13
2013,18,017,העברה לסעיף 06,8,לרזרבה כללית,2,אישור ועדה,319,47-01-01,רזרבה כללית,0,0,0,"10,000",0,B118-Dec-13
2013,18,017,העברה לסעיף 06,8,לרזרבה כללית,2,אישור ועדה,319,47-01-02,תוכנית מעבר - רזרבה,"3,361",0,0,0,0,B118-Dec-13
2013,18,018,פניית דצמבר,9,מרזרבה כללית,2,אישור ועדה,332,18-11-01,כללי,"45,798",0,0,0,0,B123-Dec-13
2013,18,018,פניית דצמבר,9,מרזרבה כללית,2,אישור ועדה,332,47-01-02,תוכנית מעבר - רזרבה,"-45,798",0,0,0,0,B123-Dec-13
2013,18,019,העברה למשרד להגנת הסביבה,8,לרזרבה כללית,2,אישור ועדה,341,18-11-01,כללי,"-2,598",0,0,0,0,B118-Dec-13
2013,18,019,העברה למשרד להגנת הסביבה,8,לרזרבה כללית,2,אישור ועדה,341,47-01-02,תוכנית מעבר - רזרבה,"2,598",0,0,0,0,B118-Dec-13
2013,18,020,העברה לחטיבה להתיישבות ולנגב גליל,8,לרזרבה כללית,2,אישור ועדה,348,18-11-01,כללי,"-3,000",0,0,0,0,B118-Dec-13
