,,,,,,2013,,,,,2014,,,,
06,משרד הפנים,06-05,תכנון פיזי,06-05-07,מדיניות ונהלי תכנון,0,0,0,0,0,0,0,0,0,0
06,משרד הפנים,06-05,תכנון פיזי,06-05-10,שירותי תכנון,0,0,0,0,0,0,0,0,0,0
06,משרד הפנים,06-05,תכנון פיזי,06-05-11,קידום תוכניות במגזרי,0,0,0,0,0,0,0,0,0,0
06,משרד הפנים,06-05,תכנון פיזי,06-05-12,ועדת תכנון לתשתיות,0,0,0,0,0,0,0,0,0,0
06,משרד הפנים,06-05,תכנון פיזי,06-05-14,רזרבות,0,0,0,0,0,0,0,0,0,0
06,משרד הפנים,06-06,שירותי חירום ותפקידים,06-06-01,האגף לחירום ברשויות,0,0,0,0,0,0,0,0,0,0
06,משרד הפנים,06-07,הרשות למאגר ביומטרי,06-07-01,כללי,0,0,0,0,0,0,0,0,0,0
06,משרד הפנים,06-08,רזרבה,06-08-01,רזרבה להתייקרויות,0,0,0,0,0,0,0,0,0,0
06,משרד הפנים,06-09,היחידה הארצית לפיקוח,06-09-01,היחידה הארצית לפיקוח,0,0,0,0,0,0,0,0,0,0
06,משרד הפנים,06-09,היחידה הארצית לפיקוח,06-09-03,רזרבות,0,0,0,0,0,0,0,0,0,0
06,משרד הפנים,06-10,נציבות כבאות והצלה,06-10-02,תקציב נציבות כבאות,0,0,0,0,0,0,0,0,0,0
06,משרד הפנים,06-10,נציבות כבאות והצלה,06-10-03,תקציב מכללה לכבאות,0,0,0,0,0,0,0,0,0,0
06,משרד הפנים,06-15,תפעול שירותי דת,06-15-01,שירותי דת לעדות לא,0,0,0,0,0,0,0,0,0,0
06,משרד הפנים,06-15,תפעול שירותי דת,06-15-02,רזרבה להתייקרויות-,0,0,0,0,0,,,,,
06,משרד הפנים,06-15,תפעול שירותי דת,06-15-03,מבני דת לא יהודיים,0,0,0,0,0,0,0,0,0,0
06,משרד הפנים,06-20,הנהלת המשרד,06-20-01,כללי,"107,962","1,400","-1,400",0,189.5,"108,448","1,400","-1,400",0,186.5
06,משרד הפנים,06-21,הבחירות ברשויות,06-21-01,הפיקוח הארצי על,"66,417",0,0,0,2,"15,809",0,0,0,2
06,משרד הפנים,06-21,הבחירות ברשויות,06-21-02,מימון מפלגות רשויות,"270,268",0,0,0,0,"27,757",0,0,0,0
06,משרד הפנים,06-22,שירותי דת לעדות לא,06-22-01,שירותי דת שוטפים,"58,069",0,0,0,240,"58,043",0,0,0,240
06,משרד הפנים,06-22,שירותי דת לעדות לא,06-22-02,פיתוח מבני דת,"4,445",0,0,"6,100",0,"3,914",0,0,"6,100",0
06,משרד הפנים,06-23,הרשות למאגר ביומטרי,06-23-01,כללי,"9,455",0,0,0,0,"10,319",0,0,0,0
06,משרד הפנים,06-29,רזרבות,06-29-01,רזרבה להתייקרויות +,"9,124",0,0,0,0,"5,299",0,0,0,0
06,משרד הפנים,06-30,מינהל התכנון,06-30-01,שכר וכוח אדם,"57,251",0,0,0,140,"57,885",0,0,0,138
06,משרד הפנים,06-30,מינהל התכנון,06-30-02,"ייעוץ, תפעול ושירותי","51,817","8,200","-8,200","97,900",0,"48,007","8,200","-8,200","93,377",0
06,משרד הפנים,06-30,מינהל התכנון,06-30-03,תכניות מתאר,"12,429",0,0,"44,500",0,"13,897",0,0,"46,038",0
06,משרד הפנים,06-30,מינהל התכנון,06-30-04,רזרבות,"5,359",0,0,0,0,"3,774",0,0,0,0
06,משרד הפנים,06-31,היחידה הארצית לפיקוח,06-31-01,שכר וכוח אדם,"13,296",0,0,0,25,"13,444",0,0,0,25
06,משרד הפנים,06-31,היחידה הארצית לפיקוח,06-31-02,תפעול וקניות,"7,216","1,500","-1,500",0,0,"6,919","1,500","-1,500",0,0
06,משרד הפנים,06-31,היחידה הארצית לפיקוח,06-31-03,רזרבות,608,0,0,0,0,516,0,0,0,0
06,משרד הפנים,06-99,חשבון מעבר,06-99-99,חשבון מעבר,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-01,תחום פעולה כללי-,07-01-01,שיא כח אדם,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-01,תחום פעולה כללי-,07-01-03,שירותים מרכזיים,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-01,תחום פעולה כללי-,07-01-04,אמרכלות,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-01,תחום פעולה כללי-,07-01-05,קרן בלאי רכב,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-01,תחום פעולה כללי-,07-01-06,רשות למלחמה בסמים,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-01,תחום פעולה כללי-,07-01-07,רזרבה להתייקרויות,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-11,כח אדם,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-21,המטה הארצי,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-22,אמרכלות משטרת ישראל,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-23,עיבוד נתונים תקשורת,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-24,רכישת שירותי כח אדם,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-25,מערכת רישום ביקורת,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-26,תכנית הדרום,0,0,0,0,0,,,,,
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-27,הוצאה לפועל כח אדם,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-28,הוצאה לפועל אמרכלות,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-30,פרוייקטים לתנועה - שכר,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-31,פרוייקטים לתנועה -,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-55,"אבטחת מתקנים, נמלי",0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-56,"אבטחת מתקנים, נמלי",0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-60,אבטחת מתקנים ופלוגות-,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-61,אבטחת מתקנים ופלוגות-,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-65,שוטרים במשרדי ממשלה -,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-66,שוטרים במשרדי ממשלה -,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-70,שוטרים במוסדות ציבור -,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-71,שוטרים במוסדות ציבור -,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-80,תוכנית למאבק בפשיעה,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-02,משטרת ישראל- קניות ושכר,07-02-99,רזרבה להתייקרויות,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-10,שירות בתי הסוהר,07-10-01,כח אדם,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-10,שירות בתי הסוהר,07-10-07,אמרכלות,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-10,שירות בתי הסוהר,07-10-09,שמירה וביטחון,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-10,שירות בתי הסוהר,07-10-10,תעסוקה ויצור,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-10,שירות בתי הסוהר,07-10-14,אמרכלות סוהרים,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-10,שירות בתי הסוהר,07-10-15,אמרכלות אסירים,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-10,שירות בתי הסוהר,07-10-20,רזרבה להתייקרויות,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-15,גמלאות משטרה ושירות,07-15-01,גמלאות משטרה,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-15,גמלאות משטרה ושירות,07-15-02,גמלאות שירות בתי הסוהר,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-20,הרשות להגנה על עדים,07-20-01,הרשות להגנה על עדים,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-20,הרשות להגנה על עדים,07-20-02,שירותים מרכזיים,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-20,הרשות להגנה על עדים,07-20-10,רזרבה להתייקרויות,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-30,נציבות כבאות והצלה,07-30-01,תקציב נציבות כבאות,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-30,נציבות כבאות והצלה,07-30-02,תקציב מכללה לכבאות,0,0,0,0,0,0,0,0,0,0
07,משרד לביטחון פנים,07-30,נציבות כבאות והצלה,07-30-03,איגוד כבאות,0,0,0,0,0,,,,,
07,משרד לביטחון פנים,07-50,משרד לבטחון פנים,07-50-01,שכר,"99,393",0,0,0,224,"100,132",0,0,0,555
07,משרד לביטחון פנים,07-50,משרד לבטחון פנים,07-50-02,קניות,"467,291","1,440","-1,440",0,0,"478,822","1,440","-1,440",0,0
07,משרד לביטחון פנים,07-50,משרד לבטחון פנים,07-50-03,רזרבות - משרד לבטחון,"29,349",0,0,0,0,"19,410",0,0,0,0
07,משרד לביטחון פנים,07-55,הרשות להגנה על עדים,07-55-01,שכר,"31,356",0,0,0,120,"31,671",0,0,0,120
07,משרד לביטחון פנים,07-55,הרשות להגנה על עדים,07-55-02,קניות,"20,350",0,0,"5,000",0,"21,387",0,0,"5,000",0
07,משרד לביטחון פנים,07-60,כבאות והצלה,07-60-01,שכר,"395,453","303,556","-303,556",0,"2,441.00","473,732","274,756","-274,756",0,"2,580.00"
07,משרד לביטחון פנים,07-60,כבאות והצלה,07-60-02,קניות ופיתוח,"105,217","104,248","-104,248","100,000",0,"136,676","103,058","-103,058","100,000",0
07,משרד לביטחון פנים,07-60,כבאות והצלה,07-60-03,רזרבה - כבאות,"17,553",0,0,0,0,"18,866",0,0,0,0
07,משרד לביטחון פנים,07-70,שירות בתי הסוהר,07-70-01,שכר,"1,577,453",0,0,0,"8,047.00","1,603,615",0,0,0,"7,897.00"
07,משרד לביטחון פנים,07-70,שירות בתי הסוהר,07-70-02,קניות,"641,652","185,647","-185,647","779,523",0,"684,606","183,647","-183,647","829,234",0
07,משרד לביטחון פנים,07-70,שירות בתי הסוהר,07-70-03,"גמלאות שב""ס","356,395",0,0,0,0,"412,552",0,0,0,0
07,משרד לביטחון פנים,07-70,שירות בתי הסוהר,07-70-04,"רזרבות - שב""ס","82,557",0,0,0,0,"70,823",0,0,0,0
07,משרד לביטחון פנים,07-80,משטרת ישראל,07-80-01,שכר,"4,699,584","115,497","-115,497",0,"21,654.00","4,883,683","115,498","-115,498",0,"21,914.00"
07,משרד לביטחון פנים,07-80,משטרת ישראל,07-80-02,קניות,"1,139,320","94,876","-94,876","1,159,000",0,"1,214,398","94,876","-94,876","1,212,500",0
07,משרד לביטחון פנים,07-80,משטרת ישראל,07-80-03,רכישת שירותי כוח אדם,"302,645",0,0,"433,860",0,"322,440",0,0,"446,876",0
07,משרד לביטחון פנים,07-80,משטרת ישראל,07-80-04,תקציב עקיף,0,"110,513","-110,513",0,0,0,"110,513","-110,513",0,0
07,משרד לביטחון פנים,07-80,משטרת ישראל,07-80-05,תוכנית למאבק בפשיעה,0,"25,100","-25,100",0,69,0,"25,100","-25,100",0,69
07,משרד לביטחון פנים,07-80,משטרת ישראל,07-80-06,המטה הארצי,"9,500","40,000","-40,000",0,0,"19,821","40,000","-40,000",0,0
07,משרד לביטחון פנים,07-80,משטרת ישראל,07-80-07,רזרבות משטרה,"223,615",0,0,0,0,"202,094",0,0,0,0
07,משרד לביטחון פנים,07-80,משטרת ישראל,07-80-08,גמלאות משטרה,"2,150,197","5,670","-5,670",0,0,"2,507,780","5,727","-5,727",0,0
07,משרד לביטחון פנים,07-99,חשבון מעבר,07-99-99,חשבון מעבר,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-01,ניהול ומטה,08-01-01,הנהלת המשרד,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-01,ניהול ומטה,08-01-02,ייעוץ משפטי לממשלה,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-01,ניהול ומטה,08-01-03,אמרכלות,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-01,ניהול ומטה,08-01-04,סיוע משפטי,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-01,ניהול ומטה,08-01-05,רשות למשפט וטכנולוגיה,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-01,ניהול ומטה,08-01-06,סניגוריה ציבורית,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-01,ניהול ומטה,08-01-07,הרשות ליישום חוק איסור,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-01,ניהול ומטה,08-01-09,תלונות הציבור על שופטים,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-01,ניהול ומטה,08-01-10,מנהלת יחידות מקצועיות,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-01,ניהול ומטה,08-01-11,ניהול פקדונות,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-02,פרקליטות המדינה,08-02-01,הלשכה הראשית והמחוזות,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-03,רישום וניהול רכוש ושומה,08-03-01,רישום והסדר המקרקעין,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-03,רישום וניהול רכוש ושומה,08-03-02,רשם הפטנטים מדגמים,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-03,רישום וניהול רכוש ושומה,08-03-04,האפוטרופוס הכללי וכונס,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-03,רישום וניהול רכוש ושומה,08-03-05,שומת מקרקעין,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-03,רישום וניהול רכוש ושומה,08-03-07,רשות תאגידים,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-04,מיכון משפטים,08-04-01,מיכון משפטים,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-05,יחידה לחקירות שוטרים,08-05-01,יחידה לחקירות שוטרים,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-06,רזרבה,08-06-01,רזרבה,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-07,בתי דין שרעיים ודרוזים,08-07-04,בתי דין שרעיים ודרוזיים,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-08,בתי הדין הרבניים,08-08-01,שכר,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-08,בתי הדין הרבניים,08-08-03,הנהלת בתי הדין הרבניים,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-08,בתי הדין הרבניים,08-08-04,אמרכלות,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-08,בתי הדין הרבניים,08-08-05,מיכון,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-08,בתי הדין הרבניים,08-08-06,רזרבות,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-08,בתי הדין הרבניים,08-08-07,בתי הדין הרבניים,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-10,רזרבה כוללת,08-10-01,רזרבה כוללת,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-20,בתי משפט,08-20-01,הנהלת בתי משפט,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-20,בתי משפט,08-20-02,בית המשפט העליון,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-20,בתי משפט,08-20-03,בית המשפט המחוזי,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-20,בתי משפט,08-20-04,בית משפט השלום,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-20,בתי משפט,08-20-05,בתי דין לעבודה,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-20,בתי משפט,08-20-06,רזרבות להתייקרויות,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-20,בתי משפט,08-20-08,שופטי תעבורה בהשתתפות,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-20,בתי משפט,08-20-09,הוצאות כלליות,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-20,בתי משפט,08-20-10,ועדת חקירה לבדיקת,0,0,0,0,0,,,,,
08,משרד המשפטים,08-20,בתי משפט,08-20-11,ועדה לבדיקת טיפולן של,0,0,0,0,0,,,,,
08,משרד המשפטים,08-20,בתי משפט,08-20-12,ועדת חקירה בנושא ניהול,0,0,0,0,0,,,,,
08,משרד המשפטים,08-21,מערכת הוצאה לפועל,08-21-01,שכר,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-21,מערכת הוצאה לפועל,08-21-02,קניות,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-21,מערכת הוצאה לפועל,08-21-03,רזרבות להתייקרויות,0,0,0,0,0,0,0,0,0,0
08,משרד המשפטים,08-51,משרד ראשי,08-51-01,מטה המשרד,"439,982","83,009","-83,009",0,461.5,"474,256","83,009","-83,009",0,439.5
08,משרד המשפטים,08-51,משרד ראשי,08-51-02,ייעוץ משפטי לממשלה,"42,304","5,000","-5,000",0,109,"42,727","5,000","-5,000",0,109
08,משרד המשפטים,08-51,משרד ראשי,08-51-03,פרקליטות המדינה,"242,659","23,630","-23,630",0,858.5,"244,782","23,630","-23,630",0,858.5
08,משרד המשפטים,08-51,משרד ראשי,08-51-04,הסניגוריה הציבורית,"163,969","7,000","-7,000",0,123,"165,609","7,000","-7,000",0,123
08,משרד המשפטים,08-51,משרד ראשי,08-51-05,הסיוע המשפטי,"60,397","26,500","-26,500",0,114,"61,006","26,500","-26,500",0,114
08,משרד המשפטים,08-51,משרד ראשי,08-51-06,הרשות למשפט וטכנולוגיה,"4,919","3,000","-3,000",0,6,"4,964","3,000","-3,000",0,6
08,משרד המשפטים,08-51,משרד ראשי,08-51-07,הרשות ליישום חוק איסור,"10,214","5,608","-5,608",0,21,"9,287","5,608","-5,608",0,21
08,משרד המשפטים,08-51,משרד ראשי,08-51-08,תלונות הציבור על,"3,576",0,0,0,5,"3,608",0,0,0,5
08,משרד המשפטים,08-51,משרד ראשי,08-51-09,מנהלת היחידות,660,"34,000","-34,000",0,30,667,"34,000","-34,000",0,30
08,משרד המשפטים,08-51,משרד ראשי,08-51-10,רישום והסדר המקרקעין,"25,737","53,483","-53,483",0,186,"25,995","53,483","-53,483",0,186
08,משרד המשפטים,08-51,משרד ראשי,08-51-11,רשות הפטנטים,0,"50,521","-50,521",0,96,0,"50,521","-50,521",0,96
08,משרד המשפטים,08-51,משרד ראשי,08-51-12,האפוטרופוס הכללי וכונס,"60,877","108,174","-108,174",0,213,"62,880","108,174","-108,174",0,213
08,משרד המשפטים,08-51,משרד ראשי,08-51-13,השמאי הממשלתי,"6,286","5,783","-5,783",0,30,"6,334","5,783","-5,783",0,30
08,משרד המשפטים,08-51,משרד ראשי,08-51-14,רשות התאגידים,0,"91,500","-91,500",0,109,0,"91,500","-91,500",0,109
08,משרד המשפטים,08-51,משרד ראשי,08-51-15,היחידה לחקירות שוטרים,"9,920",0,0,0,43,"9,993",0,0,0,43
08,משרד המשפטים,08-51,משרד ראשי,08-51-16,נציבות שוויון זכויות,"9,082",0,0,0,9,"9,134",0,0,0,9
08,משרד המשפטים,08-51,משרד ראשי,08-51-17,ניהול פיקדונות,0,500,-500,0,0,0,500,-500,0,0
08,משרד המשפטים,08-52,בתי דין באחריות משרד,08-52-02,בתי הדין השרעים,"16,509","3,750","-3,750",0,38.5,"16,674","3,750","-3,750",0,38.5
08,משרד המשפטים,08-52,בתי דין באחריות משרד,08-52-03,בתי הדין הדרוזיים,"4,582","2,000","-2,000",0,11,"4,628","2,000","-2,000",0,11
08,משרד המשפטים,08-53,בתי הדין הרבניים,08-53-01,בתי הדין,"143,860","1,086","-1,086",0,258,"151,895","1,086","-1,086",0,258
08,משרד המשפטים,08-54,מערכת בתי המשפט,08-54-01,הוצאות שכר,"967,012","9,533","-9,533",0,"2,718.00","983,761","9,545","-9,545",0,"2,809.00"
08,משרד המשפטים,08-54,מערכת בתי המשפט,08-54-02,הוצאות תפעול,"338,867","54,820","-54,820",0,0,"331,957","54,820","-54,820",0,0
08,משרד המשפטים,08-55,רשות האכיפה והגבייה,08-55-01,מערכת ההוצאה לפועל,"170,229","157,672","-157,672",0,456,"173,416","170,672","-170,672",0,454
08,משרד המשפטים,08-56,רזרבה,08-56-01,רזרבות,"139,703",0,0,0,0,"125,749",0,0,0,0
08,משרד המשפטים,08-99,חשבון מעבר,08-99-99,חשבון מעבר,0,0,0,0,0,0,0,0,0,0
09,משרד החוץ,09-08,פעולות מטה בארץ,09-08-01,הנהלת המשרד וכח אדם,0,0,0,0,0,0,0,0,0,0
09,משרד החוץ,09-08,פעולות מטה בארץ,09-08-02,אמרכלות מטה,0,0,0,0,0,0,0,0,0,0
09,משרד החוץ,09-08,פעולות מטה בארץ,09-08-03,מטה לנציגויות,0,0,0,0,0,0,0,0,0,0
09,משרד החוץ,09-09,"ייצוג המדינה בחו""ל",09-09-01,"שכר ונילוות בחו""ל",0,0,0,0,0,0,0,0,0,0
09,משרד החוץ,09-09,"ייצוג המדינה בחו""ל",09-09-02,תקשוב,0,0,0,0,0,0,0,0,0,0
09,משרד החוץ,09-09,"ייצוג המדינה בחו""ל",09-09-03,אמרכלות ונכסי המדינה,0,0,0,0,0,0,0,0,0,0
09,משרד החוץ,09-09,"ייצוג המדינה בחו""ל",09-09-04,"אבטחת הנציגויות בחו""ל",0,0,0,0,0,0,0,0,0,0
09,משרד החוץ,09-09,"ייצוג המדינה בחו""ל",09-09-05,"אגף או""ם וארגונים",0,0,0,0,0,0,0,0,0,0
09,משרד החוץ,09-09,"ייצוג המדינה בחו""ל",09-09-06,"פעילות דיפלומטית בחו""ל",0,0,0,0,0,0,0,0,0,0
09,משרד החוץ,09-09,"ייצוג המדינה בחו""ל",09-09-07,סיוע ושיתוף פעולה,0,0,0,0,0,0,0,0,0,0
09,משרד החוץ,09-09,"ייצוג המדינה בחו""ל",09-09-09,פיתוח ובינוי נציגויות,0,0,0,0,0,0,0,0,0,0
09,משרד החוץ,09-10,רזרבה,09-10-01,רזרבה להתייקרויות,0,0,0,0,0,0,0,0,0,0
09,משרד החוץ,09-51,משרד החוץ,09-51-01,תפעול מטה בארץ,"260,849",0,0,0,622,"267,755",0,0,0,612
09,משרד החוץ,09-51,משרד החוץ,09-51-02,"תפעול הנציגויות בחו""ל","1,038,842","39,798","-39,798",0,436,"1,080,028","39,798","-39,798",0,436
09,משרד החוץ,09-51,משרד החוץ,09-51-03,"פעילות דיפלומטית בחו""ל","232,974","10,699","-10,699",0,0,"241,926","10,699","-10,699",0,0
09,משרד החוץ,09-60,רזרבות,09-60-01,רזרבה להתיקרויות,"59,448",0,0,0,0,"49,015",0,0,0,0
09,משרד החוץ,09-99,חשבון מעבר,09-99-99,חשבון מעבר,0,0,0,0,0,0,0,0,0,0
10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-01,שכר,0,0,0,0,0,0,0,0,0,0
10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-02,אמרכלות,0,0,0,0,0,0,0,0,0,0
10,מטה לביטחון לאומי,10-01,מטה לביטחון לאומי,10-01-03,רזרבות,0,0,0,0,0,0,0,0,0,0
10,מטה לביטחון לאומי,10-51,מטה לביטחון לאומי,10-51-01,מטה לביטחון לאומי,"39,323",0,0,0,2,"38,960",0,0,0,2
10,מטה לביטחון לאומי,10-52,רזרבות,10-52-01,רזרבה,"1,553",0,0,0,0,"1,164",0,0,0,0
11,מבקר המדינה,11-01,ניהול ומטה,11-01-01,הנהלה,"7,266",0,0,0,15,"7,266",0,0,0,15
11,מבקר המדינה,11-01,ניהול ומטה,11-01-02,תכנון עריכה ויעוץ,"11,862",0,0,0,28,"11,862",0,0,0,28
11,מבקר המדינה,11-01,ניהול ומטה,11-01-03,אורחים ושתוף פעולה,256,0,0,0,0,256,0,0,0,0
11,מבקר המדינה,11-01,ניהול ומטה,11-01-04,הדרכה,"4,444",0,0,0,5,"4,444",0,0,0,5
11,מבקר המדינה,11-01,ניהול ומטה,11-01-05,"אמרכלות שיא כ""א","2,455",0,0,0,10,"2,455",0,0,0,10
11,מבקר המדינה,11-01,ניהול ומטה,11-01-06,אמרכלות רכישות,"7,515",0,0,0,0,"7,515",0,0,0,0
11,מבקר המדינה,11-02,ביצוע ביקורת,11-02-01,בקורת משרדי ממשלה,"73,063",0,0,0,198,"73,063",0,0,0,198
11,מבקר המדינה,11-02,ביצוע ביקורת,11-02-02,ביקורת מערכת הבטחון,"23,209",0,0,0,65,"23,209",0,0,0,65
11,מבקר המדינה,11-02,ביצוע ביקורת,11-02-03,ביקורת רשויות מקומיות,"27,631",0,0,0,75,"27,631",0,0,0,75
11,מבקר המדינה,11-02,ביצוע ביקורת,11-02-05,ביקורת פעולות ע.נ.א,"6,318",0,0,0,25,"6,318",0,0,0,25
11,מבקר המדינה,11-02,ביצוע ביקורת,11-02-06,"ביקורת בחו""ל",75,0,0,0,0,75,0,0,0,0
11,מבקר המדינה,11-02,ביצוע ביקורת,11-02-07,"אמרכלות שיא כ""א","15,174",0,0,0,50,"15,174",0,0,0,50
11,מבקר המדינה,11-02,ביצוע ביקורת,11-02-08,אמרכלות רכישות,"46,459",0,0,0,0,"46,459",0,0,0,0
11,מבקר המדינה,11-03,נציבות תלונות הציבור,11-03-01,הנהלה,"3,492",0,0,0,7,"3,492",0,0,0,7
11,מבקר המדינה,11-03,נציבות תלונות הציבור,11-03-02,טיפול בתלונות,"23,929",0,0,0,83,"23,929",0,0,0,83
11,מבקר המדינה,11-03,נציבות תלונות הציבור,11-03-03,"אמרכלות שיא כ""א","4,686",0,0,0,19,"4,686",0,0,0,19
11,מבקר המדינה,11-03,נציבות תלונות הציבור,11-03-04,אמרכלות רכישות,"14,348",0,0,0,0,"14,348",0,0,0,0
11,מבקר המדינה,11-04,הוצאות חד פעמיות,11-04-03,ביקורת,"1,080",0,0,0,0,"1,080",0,0,0,0
11,מבקר המדינה,11-04,הוצאות חד פעמיות,11-04-04,מחשוב,"9,032",0,0,0,0,"9,032",0,0,0,0
11,מבקר המדינה,11-04,הוצאות חד פעמיות,11-04-07,ביקורת על מימון בחירות,480,0,0,"6,500",0,480,0,0,0,0
