מ. ד. נתיבות,,,
קניון עומר,,,
יבולי הניר - אגודה שיתופית חקלאית ב,,,
הילמן שמואל,,,
חברת בתי ספר וגני ילדים אלהדאיה אלנ,http://www.guidestar.org.il/organization/514339480,מטרות ציבוריות בלבד:הפעלת וניהול מוסדות חינוך:גני ילדים ובתי ספר.,"א טור 1 רח' אלשיך ענבר-א טור ירושלים          , 9711301"
מיכאלי יפה וסלים,,,
איי.וי. מהנדסים יועצים בעמ,,,
שערי מרפא עש הרב יצחק אייזיק ניסנב,,,
דובני ישי,,,
מ.ב. דשא לח בעמ,,,
מלי - מכון ללימודי יהדות בחבר מדינ,,,
עמותת אלאסרא בצפון (ער),http://www.guidestar.org.il/organization/580427094,הפעלת גני ילדים בגליל ומשפחתונים עד לגיל שלוש שנים; תמיכה כספית בנזקקים ובשכבות חלשות באזור הגליל והקמת בית תמחוי בכפרים וכן סיוע במתן ספרי לימוד; פעילות למען דו קיום ערבי יהודי; פעילות בנושא איכות הסביבה; תמיכה בסטודנטים הערבים.,"עישאן כמאל ג`דיידה   , 25105"
המרכז לאמנות יהודית רוסית (ער),http://www.guidestar.org.il/organization/580299618,"איסוף והפצה של מידע וחומר השייכים לספרותם 
ולאמנותם של יהודי רוסיה, אוקראינה ואזורים 
אחרים בברית המועצות לשעבר. פעילות חברתית, 
תרבותית, חינוכית בקרב עולי ארצות בריה""מ 
לשעבר.","נס ציונה 3 אצל גרובמן אירינה תל אביב-יפו      , 63904"
נוה אריה,http://www.guidestar.org.il/organization/580130060,"להקים, לכונן, לנהל כוללי אברכים ולהחזיק כוללי 
אברכים וישיבות ללומדי תורה, מוסדות תורה וחסד, 
מכוני הוראה והשתלמות.","הקבלן 37 מנחם אילובצקי ירושלים          , 93874"
משק שליט בעמ,,,
בית ספר המשפחה הקדושה,http://www.guidestar.org.il/organization/580460210,העברת מסרים חינוכיים ברחוב. הוצאת החינוך מחוץ לגבולות בתי ספר. יצירת אווירה חיובית ברחוב.,"גולומב 28 משפחת זינגר רעננה            , 43302"
כולל אברכים יקרא דאוריתא,http://www.guidestar.org.il/organization/580238681,"הכשרת אברכים בלימוד תושבע""פ ובהוראה, ע""י 
מסגרת כולל. 
הוצאת ספרים תורניים בנושאים הנלמדים בכולל. 
תמיכה באברכי הכולל שתורתם אומנותם.","נג'ארה 2 משפחת שיינברג ירושלים          , 95471"
בנין שלם מכון לעניני נישואין ומשפחה,http://www.guidestar.org.il/organization/580311561,הכנת חתנים וכלות וליוויים לפני החתונה ואחריה. יעוץ בענייני נישואין והשכנת שלום בית. הכשרת מדריכים לחיי משפחה תקינים. הקמת מאגרי מידע להכרויות לצורך נישואין. הפצת פרסומים בנושאי המשפחה. יישום פרוייקטים חינוכיים ניסיוניים.,"המקובלים 7 העיר העתיקה ירושלים          , 97500"
עמותת קהילת מטה - לוי,http://www.guidestar.org.il/organization/580226348,"לייסד,להקים, ולנהל - בית כנסת, כולל אברכים, 
מלגות למצטיינים ולנזקקים, שיעורים לעולים 
חדשים,מועדוני נוער, קופת גמילות חסדים, 
פעולות תרבות שונות.","רח' היסמין 16/15 אצל לנדאו יעקב אשדוד            , 77232"
משמר בעלי החיים בישראל (ער),http://www.guidestar.org.il/organization/580390953,"עריכת שולחנות שבת במרכזי הערים. חלוקת נרות 
שבת וסדר הדלקת נרות ברחבי הארץ.חלוקת נרות שבת 
ותהילים בבתי חולים. סיוע לחולים ולמשפחותיהם. 
הדפסת חומר הסברה על חשיבות שמירת שבת. עריכת 
כנסים. הפקת סרטונים להסברה בנושא השבת. עריכת שולחנות שבת במרכזי הערים. חלוקת נרות 
שבת וסדר הדלקת נרות ברחבי הארץ.חלוקת נרות שבת 
ותהילים בבתי חולים. סיוע לחולים ולמשפחותיהם. 
הדפסת חומר הסברה על חשיבות שמירת שבת. עריכת 
כנסים. הפקת סרטונים להסברה בנושא השבת. עריכת שולחנות שבת במרכזי הערים. חלוקת נרות 
שבת וסדר הדלקת נרות ברחבי הארץ.חלוקת נרות שבת 
ותהילים בבתי חולים. סיוע לחולים ולמשפחותיהם. 
הדפסת חומר הסברה על חשיבות שמירת שבת. עריכת 
כנסים. הפקת סרטונים להסברה בנושא השבת.","רח' מעון 21 אצל מנלה חיים ערד              , 89053"
מושב מעלא גמלא,,,
בית מדרש עליון פתחי תשובה-תפארת נפ,http://www.guidestar.org.il/organization/580053650,,"ת.ד 6034  רח' אליהו מני בנימין שקוביצקי ירושלים          , 910060"
כפר הנוער מאיר שפיה בית ספר חקלאי ה,http://www.guidestar.org.il/organization/510213127,"מטרות ציבוריות בלבד; להחזיק לנהל ולפתח את כפר הנוער ""מאיר שפיה"" שתפקידו לתת חינוך חקלאי וכללי לחניכיו ובכללם ילדי עליית הנוער וילדים מקופחים.","0 ד.נ. חוף הכרמל מאיר שפיה        , 30806"
קיבוץ אילות,http://www.guidestar.org.il/organization/580030344,"יזום ויסוד מפעלי זכרון והנצחה לזכר חללי מערכות ישראל ,מימון ועידוד פעולות תרבות חנוך וספורט להנצחת זכרם של חללי מערכות ישראל.כמו כן, תפעל העמותה לרווחתם של חברי קיבוץ מסילות.","קיבוץ מסילות מסילות           ,"
עלי באר אגודה שיתופית להשקאה בעמ,,,
קיבוץ סמר,http://www.guidestar.org.il/organization/580409316,"שיפור איכות החיים של חברי הקיבוצים. חינוך 
ציוני סוציאליסטי של החברים.תמיכה וסיוע בתחומי 
החברה, החינוך והתרבות, הדת, הסעד, הבריאות 
וההתיישבות במדינה. יסוד וניהול מוסדות חינוך, 
מוסדות תרבות ומדע למען רווחת חברי הקיבוצים.","יסמין 1 רמת אפעל         ,"
עתידיה מיכה,http://www.guidestar.org.il/organization/580194454,"ליזום ולסייע בפעילות הציבורית בתחום התרבות 
הכלכלה והחברה, בבאר-שבע ומחוז הנגב. 
התחום הכלכלי יהיה במסגרת של במה כלכלית 
לדיונים ציבוריים.","רחוב שרה 5 אצל עמיחי מאור באר שבע          , 84223"
מרעום דולפין בעמ,,,
אליאטר - עמותה לקידום תרבותי וחברתי,http://www.guidestar.org.il/organization/580276582,"הגדלת מספר הסטודנטים הערבים מעכו במוסדות 
החינוך העל-יסודיים. לפעול למען הקמת קרן 
מילגות לסטודנטים מעכו. מעורבות בחיי הקהילה 
בעכו.","נוי דוד 47 סאמי הוארי עכו              , 24304"
עירית יבנה,,,
עירית קלנסווה,,,
גדיאל אלון,,,
קיבוץ אילון,http://www.guidestar.org.il/organization/580186377,"לימוד נגינה והשתלמויות בכלי קשת ברמה הגבוהה 
ביותר ( MASTER CLASSES ) בארץ. 
אמוץ עולים חדשים והבאת תלמידים ואומנים מחו""ל 
ושילובם בפרויקט הן כמורים והן כתלמידים.","ד.נ. גליל מערבי אצל גלעד שיבא אילון            , 22845"
ועד מתישבי גוש קטיף (ער),http://www.guidestar.org.il/organization/580423622,"קידום אנשי גוש-קטיף ועניינם במישור הקהילתי ובמישור הפרטני בנושא התיישבות, רווחה, תרבות ורוח.","אחוזת אתרוג ת.ד 450 , 79411"
העמותה האסלאמית - אום אלגנם,http://www.guidestar.org.il/organization/580257178,פעולות התנדבות לקידום הכפר ולרווחת תושביו.ניהול ענייני מסגד הכפר אום אל גנם.,"רו""ח ח'אלד אבו שקרה בנין אלתין קומה ב' ת.ד 163 אום אל-פחם       , 30010"
התאחדות הקליעה בישראל (ער),http://www.guidestar.org.il/organization/580216810,"פיתוח, קידום, ריכוז וניהול של ספורט הקליעה 
על כל מקצועותיו. ייצוג מדינת ישראל בתחרויות 
בינלאומיות בקליעה למטרה בארץ ובחו""ל. 
הקמה וניהול של סגל ישראל בקליעה למטרה.","ז'בוטינסקי 85 במטווח האולימפי הלאומי הרצליה הרצליה           , 46353"
בינת מערכות תוכנה בעמ,,,
תומ (תורה ומדע) תורת אליהו (ער),,,
עמותת התיירות בעמקים,http://www.guidestar.org.il/organization/580144392,"לפעול לעדוד לקידום ולפיתוח התיירות בעמקי 
יזרעאל, חרוד, בית-שאן וסביבתה. לעשות יחסי 
ציבור ולדאוג לפרסם את איזור ""עמותת התיירות 
בעמקים כמוקד תיירותי בכל דרך שתראה לה. לפעול 
להרחבת הידע, התודעה הציבורית של תושבי העמק.","מועצה אזורית עמק עזריאל ת.ד 90000 עזריאל           , 18120"
מ.מ.מרכז הפירות (2006) בעמ,,,
ברית כהונה,http://www.guidestar.org.il/organization/580224137,"להקים מוסדות תורה וחסד, שעורי תורה וסיוע 
למשפחות ברוכות ילדים.","הרב בר אילן 4 נתיבות           , 87734"
אחוה איגוד רב תחומי לאנשים עם מוג,http://www.guidestar.org.il/organization/580033058,"להוות ארגון מוביל בפיתוח שירותים לאנשים עם מוגבלויות מכל סוגי המוגבלויות, ללא הבדל דת גזע ומין, במירב תחומי החיים, תחת קורת גג אחת, לחיזוק שילובם במשק, בכלכלה ובחברה ולמיצוי זכויותיהם, במסגרת המחלקות הבאות: יחידה לתעסוקה, הוצאה לאור, יחידה להוראת מקצועות המחשב, חממת יזמות, מרכז לחיים עצמאיים, טיפול בפרט, מועדון חברים.","דרך אלנבי 69 חיפה             , 35664"
יהלום - ילדים והורים לומדים,,,
"מחר - מעורבות, חינוך, רווחה (ער)",http://www.guidestar.org.il/organization/580355105,סיוע וקידום לפעולות רווחה וחינוך בקרב הקהילה.,"רח' אברהם אבינו 91    ת""ד 4206 באר שבע          , 84141"
"מוזיאון המדע על שם ברנרד בלומפילד,",http://www.guidestar.org.il/organization/580213023,"להפעיל ולנהל בירושלים את מוזיאון המדע על שם 
ברנרד בלומפילד  לעודד ולפתח את הפצת המדעים 
בקרב הציבור בכלל ובקרב הנוער בפרט.","רחוב רופין האונ' העברית - גבעת רם ירושלים          , 95435"
עמית הובלת מטענים ברכבת בעמ,,,
פובולוצקי יוגן,,,
עמותת בית חם לילדי ה-.a.m.s (ער),http://www.guidestar.org.il/organization/580407088,"הקמת מרכזי יום של בית חם ברחבי ישראל לילדים חולי SMAומונשים שונים בפיקוח רשויות החינוך והבריאות, על מנת שיוכלו ההורים לקיים שגרת חיים רגילה ככל שניתן. המרכז יעמוד בקריטריונים ובפיקוח של משרד הבריאות כבית חולים ובו יקבלו הנמצאים את צרכיהם. המרכז ייתן שירותי אשפוז, ומסגרת נופשונים.","שמשון 1 חיפה             , 34614"
"מוסדות התורה והחסד ובית כנסת, שכון",http://www.guidestar.org.il/organization/580276715,"הפעלת בית כנסת, מוסדות חינוך לבנים ואברכים וסיוע לנזקקים.","רחוב ברוט 11   ת.ד 1444 בני ברק          , 51288"
חי שמעון,,,
נחשוב ונבין,http://www.guidestar.org.il/organization/580267003,"הפצת חומר כתוב בכל רחבי הארץ לחיזוק הקשר בין העם לארצו ומורשתו.הוצאה לאור של ספרות יהודית. הפקת והפצת קלטות והקמת ספריות קלטות.ארגון שעורי תורה והקמת מוסדות: בתי כנסת,מקוואות, ישיבות,תלמוד תורה וכד`. ישיבה לבעלי תשובה, פנימיה, כולל אברכים, ישיבה גבוהה, ישיבה קטנה.","רבי יהודה הנשיא 39/9 אצל משפחת גדליה פתח תקווה        , 49300"
היוגב מושב עובדים להתישבות חקלאית ש,,,
טופז הנדסת חשמל ותאורה (1992) בעמ,,,
מעין ההלכה - באר רפאל,http://www.guidestar.org.il/organization/580251775,"להחדיר את רוח התורה וההלכה בקרב הציבור ע""י 
עזרה ללומדי תורה ולהקים בתי מדרש ולימוד 
תורה והלכה והוצאתם של ספרי הלכה.","הרב ז'ולטי בצלאל 6 תורת רפאל ירושלים          , 97493"
תמר עידן - אגודה חקלאית שיתופית בע,,,
זהביאן בעמ,,,
כולל ברוך טעם עש הגאון בעל ברו,,,
ע.מ. רויאל הנדסה ובניה בעמ,,,
קרן אהרנסון בעמ (חלצ),http://www.guidestar.org.il/organization/510054588,"מטרות ציבוריות בלבד; הנהלת ואחזקת המעשב והספריה של ""בית אהרונסון"" בזכרון יעקב, הוצאת ספרים המדעי הטבע ובחקלאות, פירסום עבודות מחקר בדברי ימי יישובה של א""י פירסום וכתיבת זכרונות.","בית אהרונסון זכרון יעקב       , 30900"
מעל הסם (ער) - תא,,,
חמדת הדרום - המכללה התורנית לחינוך,http://www.guidestar.org.il/organization/580253565,"לקיים ולפתח מכללה לחינוך ההוראה בשטחי 
היהדות, המדע והתרבות וכן להכשיר עובדי הוראה 
בתחומי החינוך השונים בהתמחויות ובמסלולים 
מגוונים.להקים ולנהל יחידות לימוד לקראת תואר 
אקדמי,מעבדות לימוד,ספריות,ומתקני ספורט.","עזתה קרית החינוך עזתה נתיבות           ,"
מוסדות בית אבא יעקב,http://www.guidestar.org.il/organization/580142891,"להקים בית כנסת. 
להקים ישיבה גדולה, לייסד,להחזיק ולנהל קרן 
מילגות ותמיכות לתלמידים ואברכים.","נחל רמות 7 בית שמש          , 99640"
איגוד ערים שומרון (איכות הסביבה),,,
קרשי אינטרנשיונאל בעמ,,,
כהן רחמים,http://www.guidestar.org.il/organization/580276699,"להקים ולקיים מקומות תפילה ומתן שירותי דת בארץ ובחו""ל. להיות מעורבת במפעלי צדקה וגמ""ח ומתן סיוע הומניטרי. לתת שירות שיקום למחוסרי בית. להושיט יד לעזרה לנשים העוסקות בזנות. לתת שירות לנשים בהריון לא רצוי. לתת שירות לנפגעים על ידי ביקור חולים, עידוד נפשי ותמיכה כספית. הקמת קייטנות. הקמת מועדון לבני נוער בו ינתן לימוד רוחני ופעולות תרבות. להוציא לאור כתבי עת על פעילות העמותה. ארגון כנסים וסמינרים עבור מטיילים ומקומיים. להקים ולקיים מקומות תפילה ומתן שירותי דת בארץ ובחו""ל. להיות מעורבת במפעלי צדקה וגמ""ח ומתן סיוע הומניטרי. לתת שירות שיקום למחוסרי בית. להושיט יד לעזרה לנשים העוסקות בזנות. לתת שירות לנשים בהריון לא רצוי. לתת שירות לנפגעים על ידי ביקור חולים, עידוד נפשי ותמיכה כספית. הקמת קייטנות. הקמת מועדון לבני נוער בו ינתן לימוד רוחני ופעולות תרבות. להוציא לאור כתבי עת על פעילות העמותה. ארגון כנסים וסמינרים עבור מטיילים ומקומיים. להקים ולקיים מקומות תפילה ומתן שירותי דת בארץ ובחו""ל. להיות מעורבת במפעלי צדקה וגמ""ח ומתן סיוע הומניטרי. לתת שירות שיקום למחוסרי בית. להושיט יד לעזרה לנשים העוסקות בזנות. לתת שירות לנשים בהריון לא רצוי. לתת שירות לנפגעים על ידי ביקור חולים, עידוד נפשי ותמיכה כספית. הקמת קייטנות. הקמת מועדון לבני נוער בו ינתן לימוד רוחני ופעולות תרבות. להוציא לאור כתבי עת על פעילות העמותה. ארגון כנסים וסמינרים עבור מטיילים ומקומיים.","לכיש 9 א' קרית ים          , 29109"
כספות חצור בעמ,,,
עמותת בית מרגלית,http://www.guidestar.org.il/organization/580199008,"פעילות למען הפצת חינוך ומתן עזרה וחסד 
לאוכלוסיה.","טל חיים 1 בני ברק          , 51612"
פטריות הכפר בעמ,,,
מטעי חולדה - אגודה שיתופית חקלאית ב,,,
ניצני זיקים - אגודה חקלאית שיתופית,,,
המרכז לישיבות וכוללים שעי אור-החי,http://www.guidestar.org.il/organization/580465185,"להקים ולנהל תלמודי תורה, ישיבות, כוללי אברכים, ישיבות ערב. פעילות רווחה וחסד. פעילות לבני ישיבות בשעות הפנאי.","רחוב ירמיהו 78 ירושלים          ,"
איגוד ערים איזור הגליל המערבי (א,,,
נאיבי בעמ,,,
גנאחר - באזור מודיעין (ער),http://www.guidestar.org.il/organization/580397453,"להקים גן ילדים השוקד על חינוך ברוח השיטה האנתרופוסופית, שיטת וולדורף ולקדם את האנתרופוסופיה ואת חינוך ולדורף באזור מודיעין וחבל מודיעין.","ת.ד 1713 מכבים-רעות       , 71799"
המשכיל - פתח תקווה (ער),http://www.guidestar.org.il/organization/580440923,"ייסוד והקמה של כולל אברכים, כולל ערב. הקמת גמ""ח. סיוע לנזקקים ולמשפחות במצוקה, קמחא דפסחא, חלוקת אוכל, עזרה ליולדות. שיעורים לנוער, הפצת תורה ויהדות.","רוזובסקי יוסף 7 יצחק גוטליב פתח תקווה        , 49744"
שערי ניסים רמת שרת ירושלים (ער),http://www.guidestar.org.il/organization/580434736,"הפעלת בתי כנסת, בתי מדרש וכוללי אברכים ברמת שרת בירושלים.","החיד""א 5 משפחת דיין ירושלים          , 96464"
אגודת אהל נפתלי - בני-ברק,http://www.guidestar.org.il/organization/580136752,"לייסד, להקים, להחזיק, לקיים ולנהל כולל אברכים מצויינים ללמוד תורה והלכה.לעודד עליה ולסייע בקליטתה. מתן הרצאות לציבור שוחרי תורה בכלל ודוברי צרפתית בפרט. ניהול קופות גמ""ח הלוואות וסיוע לנזקקים.","רחוב יונה הנביא 10 אצל כולל אהל נפתלי-הרב ש.ויסמן בני ברק          , 51522"
תיאטרון עדות - לספר כדי לחיות (ער),http://www.guidestar.org.il/organization/580445617,"קידום, פיתוח והפצה של פרוייקטים חינוכיים המפגישים ניצולי שואה עם דור שני ושלישי דרך טיפול ביצירה והבעה אמנותית ודרמה תרפיה, כשהתהליך מלווה בכתיבה, בימוי ותיעוד סיפוריהם של הניצולים, עד לכדי העלאת הפקה של אירוע בימתי מסכם בהשתתפותם של המבוגרים והנוער.","בצלאל 2 הרצליה           , 46369"
חוות נעמא בעמ,http://www.guidestar.org.il/organization/580270296,"להפיץ תורה, להקים ישיבות, בתי כנסת, קופת גמ""ח 
ותמיכה בנזקקים.","רח' רשב""ם 7 אצל הרב יהודה קלינרמן ירושלים          , 94667"
גן אשכול לגיל הרך בעמ,,,
חסד וחינוך- זה אלף בית (ער),http://www.guidestar.org.il/organization/580465946,"להקים פנימיה לבנים, לבנות, מעונות יום, קרן ספר תורה לנפגעי הטרור, מוסדות לבנים ובנות בסיכון, פנימיות טיפוליות, גמ""ח לנזקקים: מזון, הלוואות, הכנסת כלה, קמחא דפסחא, עזרה לחתן וכלה יתומים, מועדונית יום, כולל אברכים.","הרי""ם לוין 35 ישראל זילברברג אשדוד            , 77650"
אוביץ אלכסנדר,,,
מקסימה המרכז להפרדת אויר בעמ,,,
אגריגו בעמ,,,
גיאוסופט מערכות בעמ,,,
מ. מ. פוריידיס,,,
שער התלמוד בעמ (חלצ),http://www.guidestar.org.il/organization/513246454,"מטרות ציבוריות בלבד; הקמת מכוני מחקר תורנים,מכוני מחקר מדעיים,מכוני מחקר תורה ומדע,מכונים לכתבי יד עתיקים, בתי ספר,גני ילדים,ישיבות קטנות,ישיבות גבוהות,ישיבות הסדר,ישיבות מיוחדות,ספריות מדעיות.","צבי 21 ברברמן אסתר בני ברק          , 51223"
עפרה - צמחי מים בעמ,,,
רמות מאיר - מושב עובדים להתישבות חק,,,
משרד המוסד/העבודה לבטיחות וגיהות,,,
כולל חיים טוב דחסידי ויזניץ מאנסי ב,http://www.guidestar.org.il/organization/580155612,"להקים ולנהל כולל אברכים. 
להקים ולנהל ישיבות גדולות וקטנות ולתמודי תורה 
להקים ולנהל קופות גמ""ח וצדקה, בתי כנסת 
ובתי מדרש. להקים ולנהל כולל אברכים. 
להקים ולנהל ישיבות גדולות וקטנות ולתמודי תורה 
להקים ולנהל קופות גמ""ח וצדקה, בתי כנסת 
ובתי מדרש. להקים ולנהל כולל אברכים. 
להקים ולנהל ישיבות גדולות וקטנות ולתמודי תורה 
להקים ולנהל קופות גמ""ח וצדקה, בתי כנסת 
ובתי מדרש.","ת.ד. 1197 בני ברק          ,"
בר בכפר בעמ,http://www.guidestar.org.il/organization/580212397,"טפוח קבוצות ספורט ברוח ציונית דתית, לילדים, 
לנוער ולמבוגרים בקרב כל הציבור בכפר-סבא.","רחוב בר-אילן 3 אצל אורנייך עזריאל כפר סבא          , 44387"
ישיבת תומכי תמימים חבד ליובאוויטש,http://www.guidestar.org.il/organization/580012664,"לדאוג לסידוק עתידם של התלמידים ולתמוך באנשים 
נזקקים ע""י עזרה כספית ורוחנית וכן ע""י שיכונים 
-בכל צורה שהיא.","שכון חב""ד לוד              , 71100"
כיוף האיל,,,
ההתאחדות הישראלית לקרלינג (ער),http://www.guidestar.org.il/organization/580339323,"ליזום, לעודד ולקדם את ספורט הקרלינג על 
צורותיו וביטויו השונים. לקבוע תקנים וכללים 
לפעילות הקרלינג ולארגן פעילות זו במסגרות 
אירגוניות ופעילות תחרותיות וקביעת שופטים 
בדרכי ארגון וניהול פעילות זו.","גולדברג לאה 601 601 דירה 48 נווה יעקב ירושלים          , 97457"
נחמיה+עפרי+טל בן צבי,,,
מרכז תרבות וספורט כרמיאל,http://www.guidestar.org.il/organization/580017077,,"צה""ל 105 כרמיאל           , 21732"
מנוחה נכונה - קרית טבעון (ער),http://www.guidestar.org.il/organization/580321248,"לטפל בקבורה, החזקה וניהול של חלקה בבית הקברות 
בה יערכו סידורי וטקסי אשכבה לפי רצון הנפטר 
ו/או רצון בני משפחתו, עפ""י רשיון שיתקבל כדין. 
לאפשר קבורה לכל אדם ללא הבדל דת, גזע ומין.","אלון יגאל 39 אצל נחמיאס שולמית קרית טבעון       , 36083"
בית חבד טבריה שעי צעירי אגודת חב,,,
דאר אלטפל אלערבי - אלמותלת אלשמאלי,http://www.guidestar.org.il/organization/580239655,"הכשרת גננות ומחנכות לגיל הרך. 
הדרכת אמהות בנושאים הקשורים בילד, בחינוכו 
ובדרכי פיתוחו.","אצל יונס נאדרה ערערה            , 30026"
גמנסיה הגליל הנוצרית,http://www.guidestar.org.il/organization/580222776,"ניהול בית הספר והעלאת רמת הלימודים בו. 
הפצת הדת הנוצרית וההשכלה בקרב תושבי 
עילבון והכפרים בסביבה.","כפר עילבון ת.ד. 15 עיילבון          , 16972"
אגודת ישיבת קרלין סטולין בית אהרון,http://www.guidestar.org.il/organization/580002996,"הנחלת החסידות של קרלין סטולין ע""י הקמה נהול 
הפעלה מוסדות חינוך ספריות ישיבות פנימיות וכו`","אבינועם ילין 11 ירושלים          , 95264"
אלביאן חינוך למצוינות (ער),http://www.guidestar.org.il/organization/580517043,ניהול והפעלת בית ספר- העסקת מורים ועובדים לחינוך. העברת קורסים וסדנאות בתחומי החינוך ותרבות לציבור הרחב. העברת קורסים לעזרה ולהכנה לבחינות בגרות ופסיכומטרי. העברת קורסים לקידום הספורט בכל הענפים. העברת קורסים לפיתוח המיומנויות האישיות בתחומי המשחק האומנויות והמוסיקה.,"ת.ד. 1098 דיר אל-אסד       , 20188"
הרשות לפיתוח הגליל,http://www.guidestar.org.il/organization/512158668,"מטרות ציבוריות בלבד:ניהול וקידום פעילות הספורט והפנאי במרכזי הספורט שבתחום הרשות המקומית;ליזום, לתכנן לנהל לעסוק ולהעסיק אחרים בכל הכרוך ו/או הקשור באופן ישיר או עקיף ברווחת תושבי הרשות המקומית בתחום.","הגליל 48 המועצה המקומית משרד מנכ""ל גני תקווה        , 55900"
שטנדלר נטליה,,,
בית שלו - קהילה שקומית בעמ,http://www.guidestar.org.il/organization/580489789,"בית תמחוי להאכלת נזקקים במחיר סמלי. פעילות למען הקהילה בעזרה וסיוע של מוצרי הלבשה, הנעלה וציוד לבית. פעילות למען הקהילה לקשישים, מבוגרים, צעירים ונוער. עזרה וסיוע של תשמישי קדושה לנזקקים. סיוע ותמיכה למשפחות נפגעי טרור, אלמנות ויתומי צה""ל.","שד הגעתון 16 נהריה            , 22400"
סעדון מרדכי,,,
נאנומושן בעמ,,,
יצחק עדן נכסי מקרקעין בעמ,,,
היי-טקס מיסודה של תפרון בעמ,,,
ובחרת בחיים מוסדות חינוך ולימודי יה,http://www.guidestar.org.il/organization/580176089,"הגברת התודעה היהודית בציבור. 
התמודדות בנגע הסמים והפשיעה.","רח' ראול ולנברג 43, ת.ד. 43191 נוה שרת תל אביב-יפו      , 69187"
הגן היצירתי החדש בעמ,,,
אלמנאר לחינוך והשכלה בעמ,,,
מרכז קהילתי במעלות עש גרס בעמ (חל,http://www.guidestar.org.il/organization/510723984,"מטרות ציבוריות בלבד; לארגן, להפעיל ולנהל מרכז קהילתי במעלות.","מעלה הבנים 2 מעלות-תרשיחא     ,"
ריז איגור,,,
קובץ תורני - ישורון (ער),http://www.guidestar.org.il/organization/580349025,"מכון מחקר תורני, הוצאת קבצים תורניים ומחקרים, 
תמיכה בחוקרים, פעולות צדקה וחסד לחוקרים 
נצרכים.","חסידי קרלין 11 ירושלים          , 95183"
עמותה לקידום ספורט הפוטבול האמריקאי,http://www.guidestar.org.il/organization/580311058,"קידום ספורט הפוטבול האמריקאי בישראל. הקמת 
קבוצות ספורט למשחק הפוטבול האמריקאי בישראל. 
הדרכה ולימוד של ספורט הפוטבול האמריקאי. תמיכה 
בקבוצות ספורט של הפוטבול האמריקאי.","מבוא הרימון 3 סטיבן לייבוביץ הר אדר           ,"
הפועל - ספורט למקומות עבודה מחוז בא,http://www.guidestar.org.il/organization/580236602,קידום וניהול הספורט במקומות העבודה.,"שדרות הנשיאים במועצת פועלי באר שבע באר שבע          , 84104"
מוסרות בעמ,,,
מוסדות ישועה ליהודה,http://www.guidestar.org.il/organization/580002426,,"יואל 7 בני ברק          , 51363"
מעגן - מרכז תמיכה למתמודדים עם מחלת,http://www.guidestar.org.il/organization/580342798,"מתן תמיכה וסיוע לחולי סרטן. הקמת ובניית 
מרכז או מרכזים למתן סיוע כנ""ל. יצירת מפגשים, 
סדנאות, הרצאות, קורסים, קבוצות תמיכה. הקמת 
ספריות ומתן אינפורמציה לחולים ובני משפחותיהם.","תל חי 14 שלי אברהמי ירושלים          , 92107"
ההתאחדות הישראלית לכדורת הדשא srael,http://www.guidestar.org.il/organization/580005817,"לארגן, לנהל, לשלוט ולפקח על משחק הכדורת 
בישראל ובשטח זה, להיות כפוף לחוקים, כללים 
ותקנון של הועד הבינלאומי לכדורת. 
לפרסם ולעודד את משחק הכדורת בישראל.","יערה 27א' רעננה            ,"
בתורתו יהגה. (ער),http://www.guidestar.org.il/organization/580276970,"ישיבה וכולל אברכים, בית כנסת.","רח' ברכת אברהם 6 אצל: א.צ. אקער בית שמש          ,"
חברת כפר הנוער הדתי בעמ (חלצ),http://www.guidestar.org.il/organization/520011008,מטרות ציבוריות בלבד; הקמתו וניהולו של מוסד לחינוך וחקלאות לשם טיפוח נוער דתי על קרקע שליד כפר חסידים;לנקוט באמצעים הכלכליים שיהיו מתאימים לביצוען של המטרות העיקריות;לפקח בנערים לומדים ובמציאת עבודה,"0 כפר חסידים א`    , 20400"
מעמק חברון- מכון חקר תורני (ער),http://www.guidestar.org.il/organization/580412278,"הסברה, פעילות ציבורית וחברתית וכל פעילות 
נוספת לקידום הרעיון של תלמוד תורה בגיל 
הנעורים. הקמת אולפנא תורנית לבנות.","בית רומנו 3, חברון קרית ארבע        ,"
מ. מ. באר יעקב,,,
גן גלובלי בעמ,http://www.guidestar.org.il/organization/580415719,"פעולות חינוך וסדנאות הורות.הפעלת מעון יום לגיל הרך. הפעלת מועדונים, צהרונים, הפצת יהדות בהרצאות ובכתב, חלוקת מצרכים בערבי חג פסח ורה""ש. פעילות בחגי ישראל.","הסלע 1 עתלית            , 30300"
פפו אחזקות ותיירות בעמ,,,
טרפלקס תעשיות בעמ,,,
איגוד ערים לכבאות איזור פתח-תקוה,http://www.guidestar.org.il/organization/580229045,"לטפח ולפתח את האמנות לטובת הכלל. לבוא לעזרת 
האמן לקיים פעילויות כמו הרצאות, סדנאות 
לקידום מעמד האמן, לרשום פעילות אמנותית 
בשיתוף העיריה והקהילה המקומית, לערוך תערוכות 
לחברי האיגוד ולקבל את הכרת המוסדות ללא רווחים","רח' ביאליק 6 מיקוד 53113 אצל עמיאל בן עמי גבעתיים          ,"
משתלת ע.ל. שתלנות בעמ,,,
