budget_code,publication_id,reason,description,volume
20220365,544063,3(29),"מאשרים התקשרות עם חברת קומטק ניהול קונגרסים בע""מ כספק יחיד לצורך קיום אירוע עם קבוצת הכדורגל של ברצלונה. חברת קומטק הינה המפיקה את האירוע החינוכי על כל מרכיביו. בהיותה מקושרת בהסכם בלעדיות עם מועדון הכדורגל של ברצלונה לפיו חב' קומטק הינה הגורם היחיד שיכול להפיק אירועים בהם משתתפים השחקנים החברים במועדון.",999991
20220365,544004,3(29),"ועדת הפטור המשרדית אישרה לקצר את משך זמן פרסום ההודעה בדבר הכוונה להתקשר עם חב' קומטק ניהול קונגרסים ב""מ כספק יחיד, לפי תקנה 3(29) לתח""מ, עד לתאריך 25/7/13, בשל הלו""ז הדחוק עד למועד הנדרש לביצוע אירוע משותף עם קבוצת כדורגל של ברצלונה במסגרת ביקורה בארץ בתאריך 4/8/13. האישור לקיצור משך זמן הפרסום ניתן לפי תקנה 3א(ג) לתח""ם וכפופה לדיווח לוועדת הפטור בחשכ""ל.",999991
20210504,543853,3(4)(ב)(3),איסוף והפצת נתונים במערכת החינוך,"3,535,629.79"
20240576,543789,3(4)(ב)(3),"ועדת הפטור המשרדית ממליצה לועדת פטור בחשכ""ל לאשר התקשרות בפטור ממכרז ללא תוספת תקציב בשנה השישית עם המוסד לטכניון למחקר ופיתוח שאושרה במסגרת מכרז קיים בנושא - הקמה והפעלה של מינהלת לקידום פעילויות במתמטיקה, מדעים הטכנולוגיים, לתקופת ההתקשרות הנדרשת 1/9/13 עד 31/12/13, לפי תקנה 3(4)(ב)(3) לתח""מ. השירותים הללו נדרשים עד לקבלת תוצאות מכרז חדש שהוכן ונמצא בדיונים בוועדת המכרזים המכרזי ועפ""י ההערכה יסתיים עד סוף השנה.",0
2027129,543776,3(4)(ב)(3),"ועדת הרכישות המשרדית ממליצה לוועדת הפטור בחשכ""ל לאשר הארכת התקשרות עם חברת מרמנת שזכתה במכרז להפעלת מינהלת משאבים לערים וליישובים מתקשים, לתקופה 1.9.2013 עד 31.8.2014 או עד לקבלת תוצאות מכרז חדש שיפורסם, המוקדם מבין השניים. היקף ההתקשרות לכל התקופה עומד על סך של 2,396,937 ₪ כולל מע""מ', לפי תקנה 3(4)(ב)(3) לתח""מ.מדובר בתקופה שמעבר למימוש זכות ברירה שהוגדרה במכרז להארכה.",2396937
20240576,543689,3(4)(ב)(1),"הארכת התקשרות ללא תוספת תקציב עם מכון ויצמן למדע, לתרגום והתאמה לערבית של הספר מתמטיקה משולבת לכיתה ח' חלק א' לרמה ב' ומעלה.",0
20240576,543686,3(4)(ב)(1),"הארכת התקשות ללא תוספת תקציב עם מכון ויצמן למדע, לתרגום והתאמה לערבית של הספר מתמטיקה משולבת לכיתה ח' עבור תלמידים מתקשים והתאמה לערבית.",0
20240576,543685,3(4)(ב)(1),"הארכת התקשרות ללא תוספת תקציב עם מכון ויצמן למדע, לתרגום והתאמה לערבית של הספר מתמטיקה משולבת לכיתה ח' חלק ב' לרמה ב' ומעלה והתאמה לערבית.",0
20210504,543678,3(29),"מאשרים התקשרות עם חב' 2BEOPEN בעלות של עד 42,000 ₪ לא כולל מע""מ (49,560₪ כולל מע""מ), לצורך למתן שירותים בתחום הקוד הפתוח.",49560
20210504,543677,3(29),"ההתקשרות עם חברת HDS מיום 1.9.2013 עד 31.8.2014 לצורך תחזוקת מערכת האחסון בעלות של עד 39,536.7 לא כולל מע""מ ( 46,653 ₪ כולל מע""מ).","170,797.77"
20220447,543632,3(4)(ב)(2),"ועדת הרכישות המשרדית של המשרד אישרה הארכת הסכם התקשרות עם מזנון מזל ועליזה, במסגרת מכרז קיים 8/3.09 - מתן שרותי מסעדה לעובדי המשרד שבבניין המשרד שבתל אביב, לתקופה 1.7.13 - 31.12.2013, בהיקף של 750,108 ש""ח לא כולל מע""מ. ההרחבה נדרשת מאחר מאחר והמכרז החדש ממתין לאישור ועדת חריגים.","885,127.44"
20241484,543626,3(16),"מאשרים התקשרות עם עיריית ירושלים להפעלת תוכנית ""זירות נוער המוניות""",350000
20241484,543625,3(16),"מאשרים התקשרות עם עיריית תל אביב לצורך תוכנית ""זירות נוער המוניות""",350000
20271143,543613,3(4)(ב)(2),"מאשרים הארכת התקשרות לשנה החמישית עם חבר טלדור מערכות מחשבים (1986) בע""מ",538080
20220451,543605,3(14א)(א),"מאשרים התקשרות עם היכלי הספורט בע""מ למתן שירותי חנייה לעובדי משרד החינוך בתל אביב","473,368.8"
20270650,543603,3(29),מאשרים התקשרות עם אוניברסיטת אריאל לבדיקת ספרים דיגיטליים עד פרסום המכרז החדש.,585000
20240591,543579,3ג,"ועדת הפטור המשרדית אישרה המלצת ועדת הרכישות המשרדית מיום 25/6/13 דיון 407, ואישרה הארכת תקשרות עם קרן לעידוד יוזמות חינוכיות לפי תקנה 3ג לתח""מ - מימוש זכות ברירה בחוזה שנכרת, להתקשרות שנעשית במיזם משותף להפעלת יוזמות חינוכיות של מורים מובילים במערכת החינוך, לתקופה 9/13 - 8/14. סה""כ עלות המיזם 1,576,272, מסך זה חלקו של המשרד 788,136 וסך דומה חלקה של הקרן.",788136
20241853,543548,3ג,"התקשרות שנה שנייה במסגרת מימוש זכות ברירה במכרז 50/12.2010 - הפעלת תכניות לימודים במסגרת לימודי תעודת הוראה להכשרת עו""ה ופרחי הוראה.",100000
20241412,543540,3ג,"ועדת הרכישות המשרדית אישרה הרחבת התקשרות עם מכון ברנקו וייס, במסגרת מימוש זכות ברירה, לביצוע פעילויות קיץ במסגרת השנה השנייה להתקשרות במכרז 11/6.11 - העסקת גופים פדגוגיים לביצוע הוראת חניכה במסגרת יישום תכניות קדם עתידיות לקידום תלמידים להשכלה גבוהה, בעלות של 2,049,895 ש""ח לתקופה 1/7/13 - 31/12/13. ההתקשרות מותנית באישור תקציב המדינה או אישור ועדת החריגים באוצר",2049895
20220359,543538,3ג,"אישור הרחבת התקשרות עם חב' איגוד הייעל (1985) בע""מ במסגרת המכרז הקיים.",131688
20220359,543535,3ג,"אישור הרחבת התקשרות עם חב' קצב מהנדסים ויועצים בע""מ במסגרת המכרז הקיים",314730
20260244,543491,3ג,"מאשרים הארכת התקשרות עם חב' סייט אנד סאונד בע""מ שזכתה במכרז הנ""ל","2,411,152.82"
20220365,543407,3ג,מאשרים המשך התקשרות עם קדימה מדע במיזם משותףללא תוספת תקציב,0
20260588,543382,3ג,"מאשרים התקשרות שנה שנייה עם מט""ח לפיתוח, הפעלה וניהול של תיכון וירטואלי.",4554332
20241412,543363,3ג,"ועדת הרכישות המשרדית אישרה הרחבת התקשרות עם אקסיומה, במסגרת מימוש זכות ברירה, לביצוע פעילויות קיץ במסגרת השנה השנייה להתקשרות במכרז 11/6.11 - העסקת גופים פדגוגיים לביצוע הוראת חניכה במסגרת יישום תכניות קדם עתידיות לקידום תלמידים להשכלה גבוהה, בעלות של 4,999,992 ש""ח לתקופה 1/7/13 - 31/12/13. ההתקשרות מותנית באישור תקציב המדינה או אישור ועדת החריגים באוצר",4999992
20270650,543239,3ג,"מאשרים הרחבת התקשרות עם המרכז האוניברסיטאי אריאל בשומרון, במסגרת ההתקשרות שאושרה למסגרת השנה הרביעית למכרז.",559500
20210347,543204,3(4)(ב)(1),"מאשרים הארכת התקשרות עם 21 משרדי רו""ח שזכו במכרז 32/6.08 לביצוע ביקורות מטעם החשבות, לתקופה של חודש מ-1.7.2013 עד 31.7.2013 לשנה חמישית, מעבר למימוש זכות ברירה שהוגדרה במכרז (שהוגדרה לשנה+3 שנים נוספות) וזאת עד לגמר הליכי בחירת הספקים הזוכים במסגרת המכרז החדש שפורסם, ללא תוספת תקציב. מאשרים את המשך ההתקשרות לפי סעיף 3(4)(ב)(1) התקשרות המשך מעבר למימוש זכות ברירה.",0
20240599,543121,3ג,"ועדת המכרזים המשרדית אישרה הארכת התקשרות עם מנחם קפלן למסגרת השנה השלישית למכרז 3/1.2011 בנושא: ניהול ופיתוח תוכן ובקרת התקן בבתי""ס , במסגרת מימוש זכות ברירה לתקופה 7/13 - 6/14 בעלות 454,986.80 ש""ח.",454987
20242003,543119,3(4)(ב)(1),"ועדת הרכישות המשרדית אישרה הארכת התקשרות עם אשד למסגרת השנה השישית ללא תוספת תקציב, לתקופה 1/7/13 - 30/6/14 , להמשך הטמעת ויישום אופק חדש ועוז לתמורה במוסדות החינוך.",0
20241465,542831,3ג,"התקשרות עם אנ""א - אכסניות נוער בישראל , במסגרת האופציה שהוגדרה במכרז להארכה, לתקופה מ - 20.6.13 עד 31.12.13 בעלות כמפורט להלן: א. ביצוע סמינרים למנהיגות צעירה בעלות כוללת של 1,858,548.6 ₪ לא כולל מע""מ. סה""כ העלות כולל מע""מ לפי 18% 2,193,087.3 ₪. ב. ביצוע השתלמויות למורי של""ח סה""כ העלות הכוללת 179,953.85 ₪ לא כולל מע""מ. סה""כ העלות כולל מע""מ בשיעור 18% ₪ 212,345.54 ₪. ג. ביצוע מסע בשביל ערכים לרכזי חינוך חברתי סה""כ העלות הכוללת 158,920 ₪ לא כולל מע""מ. סה""כ העלות כולל מע""מ ב","2,592,958.4"
20241465,542828,3ג,"אישור התקשרות עם עח""מ דרום- העמותה לחינוך משלים, לתקופה של השנה השנייה למכרז שבנדון, מ- 20/6/13 עד 31/12/13, למתן שרותים להפעלת סמינרים ומחנות בתנאי פנימייה למדריכי של""ח צעירים, במסגרת האופציה שהוגדרה במכרז להארכה, בעלות כוללת של 1,466,141 ₪ כמפורט בתוכנית העבודה . 2. באחריות הספק לגבות את כספי החניכים המשתתפים בסך כולל של 1063,125 ₪, לפי 135 ₪ - השתתפות חניך ליממה כפול 7875 ימי מחנה ולהפקידו למשרד החינוך בהתאם לתנאי המכרז. 3. בהעדר תקציב מדינה מאושר לשנת 2013 ההתקשרות כ",1466141
20210875,542824,3(4)(ב)(3),"ועדת הרכישות המשרדית ממליצה לוועדת הפטור בחשכ""ל לאשר הארכת התקשרות עם מרמנת, לתקופה של 4 חודשים, מ - 1/9/13 עד 31/12/13, במסגרת השנה השישית למכרז 22/5.08 לטיפול במאגרי המידע וביצוע בקרה על קורסים לגמול השתלמות לעובדים במגזר הציבורי בכל רחבי הארץ, תקופה שמעבר למימוש זכות ברירה ועד לסיום הליך מכרז חדש בנושא, בעלות כוללת של 499,948.66 ש""ח כולל מע""מ.",499949
20220649,542799,3ג,המשך התקשרות במסגרת מימוש זכות ברירה שהוגדרה במכרז בנושא: ארגון והפעלת מערך בקרה בנושא בטיחות במוסדות חינוך.,"2,637,371.98"
20220451,542796,3ג,אישור הארכת התקשרות עם חב' י.ב. אחזקות,"4,589,765.76"
20211602,542735,3(29),"אישור התקשרות עם ארגון OECD לצורך ביצוע מחקר, כספק יחיד",1030000
20211602,542733,3(29),מאשרים התקשרות עם ארגון IEA לצורך ביצוע מחקרים כספק יחיד,2439650
20210504,542729,3(29),"מאשרים התקשרות עם חב' אורקל לצורך חבילת סיוע שנתי לצרכי המשרד, כספק יחיד.","271,744.3"
20210504,542724,3(29),"התקשרות עם חב' ESI כספק יחיד לצורך תחזוקה ותמיכה של מוצרי LOGIST ו- BACKOFFICE,","611,147.16"
20220447,542705,3ג,"אספקת שירותי מסעדה ושירותי שתייה לעובדי משרד החינוך בירושלים במזנון כנפי נשרים ובמזנון לב רם ובניין מחניים. למזנון כנפי נשרים לתקופה של חודש 1.7.13-31.7.13 בסך 10,621 ש""ח לא כולל מע""מ. למזנון לב רם ומחניים לתקופה של שלושה חודשים או עד סיום הליכי מכרז חדש שפורסם, 1.7.13-30.9.13 בסך 394,264 ש""ח לא כולל מע""מ.","477,764.3"
20260252,542553,3ג,אישור התקשרות עם חברת מרמנת במסגרת שנה שניה להתקשרות בעקבות זכייתה במכרז להפעלת מנהלת לניהול רכישת ספרי לימודעבור בתי הספר במערכת החינוך.,1261230
20220351,542343,3ג,"ועדת רכישות המשרדית אישרה את תכנית העבודה להתקשרות עם היועצת ענת סלונים, במסגרת מימוש זכות ברירה בחוזה שנכרת בעקבות מכרז עם חב' סיגו להפעלת יועצים למתן שרותים בתחופ הפתוח הארגוני ובנושא פיתוח משאבי אנוש (מכרז מס' 2/1.10), לתקופה 26/5/13 - 31/8/13, בהיקף של עד 600 שעות בעלות כוללת של עד 129,000 ש""ח לא כולל מע""מ - לפי 215 ש""ח לשעה.",150930
20220447,542342,3ג,"ועדת הרכישות המשרדית של המשרד אישרה הרחבת התקשרות עם מזנון מזל ועליזה, במסגרת מכרז קיים 8/3.09 - מתן שרותי מסעדה לעובדי המשרד שבבניין המשרד שבתל אביב, לתקופה 26/5/13 0 30/6/13, בהיקף של 117,544 ש""ח לא כולל מע""מ. ההרחבה נדרשת מאחר שלשכות השר, המנכ""לית ומשנה למנכ""ל עבדו תקופה ארוכה במשרד בתל אביב וקיימו מספר רב של מסיבות עיתונאים שנמשכו ימים ולילות וכן חדרי המצב בתל אביב פעלו 24 שעות במשמרות מלאות, וכן התקיימו כנסים, ישיבות ימי למידה ועוד",137526
20240255,542148,3(4)(ב)(3),"ועדת הרכישות המרכזית ממליצה לועדת הפטור בחשכ""ל לאשר הרחבת התקשרות עם מכון דוידסון, לתקופה 12/5/13 - 31/8/13, בהיקף כולל של 399,596 ש""ח, עבור הפעלת 157 החונכים הנוספים בשנת הלימודים תשע""ג (במסגרת פרוייקט חונכות פר""ח) וזאת בהמשך למסגרת ההתקשרות שאושרה עם מכון דוידסון ע""י החלטת ועדת הפטור בחשכ""ל מיום 14/11/12 בקשה מס' 535882 (בהתאם להמלצת ועדת הרכישות המשרדית מיום 16/10/12 דיון 867), לאשר התקשרות בפטור מחובת מכרז , לתקופה לשנה""ל תשע""ג מ - 1/11/12 - 31/8/13, להפעלת סטודנטים הפו",399596
20260548,542115,3(29),אישור התקשרות עם מכון התקנים הישראלי כספק יחיד לצורךהכרה בתקן EFOM האירופאי,121242
20270650,542110,3(4)(ב)(1),"התקשרות עם ג'וינט ישראל לביצוע פרוייקט ""שדרות שלנו""",1
20270650,542108,3(4)(ב)(1),"אישור הארכת התקשרות ללא תוספת תקציב עם גוינט לביצוע פרוייקט ""שדרות שלנו""שפועל להגברת התקצוב ומיומנויות המאה ה21 בקב תלמידים בשדרות בגני ילדים בתי ספר ומרכזי מחשוב קהילתיים בשעות אחר""צ",0.1
20220447,541997,3ג,"המשך התקשרות במכרז עם מזנון לוי שמחה (הפרקליט) במסגרת זכייתה במכרז 52/12.09 - אספקת שרותי מסעדה ושירותי שתייה לישיבות לעובדי משרד החינוך ולאורחים בקרית הממשלה, למסגרת השנה השלישית למכרז לפי תקנה 3ג לתח""מ - מימוש זכות ברירה בהסכם שנכרת בעקבות מכרז.",178624
20240841,541980,3ג,אישור התקשרות במיזם משותף ללא תוספת תקציב עם קו משווה לתכניות הכנת קריירה לתלמידים תיכוניים ערבים,0.1
20230801,541979,3ג,אישור התקשרות עם אגודת אכסניות נוער בישראל עבור רכישות שירותי אחזקה אכסון וכלכלה במרכז ההשתלמויות הארצי למדעים וטכנולוגיה בשלומי,2587442
20210504,541870,3(29),"התקשרות כספק יחיד , עם חב' מיקרוסופט לצורך קבלת תמיכה במוצרי מיקרוסופט שבשימוש המשרד.",806768
20210506,541691,3(4)(ב)(3),תחזוקת מחשבים ומדפסות במשרד החינוך,16261515
20261549,541667,3(30),אישור התקשרות עם המרכז הישראלי למצויינות בחינוך במיזם משותף לצורך ביצוע תכנית מצויינות2000 לתלמידים מצטיינים במדעים ומתמטיקה,1439474
20261542,541666,3(29),"אישור התקשרות עם חב' מט""ח לצורך הפעלת האתרים ""מחוננט ""וגננט""ועבור פיתוח תכנים חדשים",569114
20211243,541665,3(29),אישור התקשרות עם גב' אורית ריזל לתקופה מ- 1.6.13-31.5.14 בהיקף של 280 שעות חודשיות לצורך ייעוץ בנושא הערכות תקציבית בעעקבות הרפורמה במערכת החינוך,494741
20210504,541663,3(29),אישור התקשרות עם חברת סיסטמטיקס לצורך תחזוקה שנתית לאספקת 2 רשיונות - שרת לרכיב NETWORK EXTENSION,159682
20241412,541591,3ג,"ועדת המכרזים המשרדית אישרה הארכת התקשרות עם ברנקו וייס, לתקופה של 8 חודשים, ללא תוספת תקציב, במסגרת האופציה שהוגדרה במכרז מס' 11/6.11 להארכה (שנה + 3 שנים נוספות), לביצוע הוראה וחניכהבפעולות פדגוגיות תוספתיות לקידום תלמידים לקראת השכלה גבוהה (קדם עתידים) וזאת במסגרת השלמת תכנית עבודה שתוכננה ואושרה ובסך כולל של 264,518 ש""ח במסגרת השנה השנייה למכרז.",0
20241412,541590,3ג,"ועדת המכרזים המשרדית אישרה הארכת התקשרות עם חב' קסיומה, לתקופה של 8 חודשים, ללא תוספת תקציב, במסגרת האופציה שהוגדרה במכרז מס' 11/6.11 להארכה (שנה + 3 שנים נוספות), לביצוע הוראה וחניכהבפעולות פדגוגיות תוספתיות לקידום תלמידים לקראת השכלה גבוהה (קדם עתידים) וזאת במסגרת השלמת תכנית עבודה שתוכננה ואושרה ובסך כולל של 5,530,015 ש""ח במסגרת השנה השנייה למכרז.",0
20271047,541552,3ג,"ועדת המכרזים המשרדית אישרה הארכת התקשרות עםחב' סי די ליין, למסגרת השנה הרביעית למכרז 49/11.09 בנושא: הפקת קלטות אודיו לבחינות הבגרות באנגלית, במסגרת מימוש זכות ברירה שהוגדרה במכרז לתקופה של שנה עם אופציה להארכה לשלוש שנים נוספות.",622398
20240543,541541,3ג,"אישור התקשרות עם ""מעלות"" הוצאת ספרים בע""מ לצורך שיווק והוצאה לאור של תכניות לימודים כותרים ספריים וומוחשבים בעברים אנגלית וערביית",0.1
260981,541519,3(4)(ב)(3),"ועדת המכרזים של המשרד ממליצה לוועדת הפטור בחשכ""ל לאשר הארכת התקשרות עם חב' אקסיומה, למתן שרותים פדגוגיים ומינהלתיים במסגרת תכנית החומש למגזר הבדואי, הדרוזי והערבי שעיקרם עוסקים בסיוע לתלמידים ולבתיה""ס בתגבור לימודי ובהכנה לבחינות הבגרות. הארכה הינה למסגרת השנה השישית למכרז 55/7.07 , לתקופה שמעבר למימוש זכות ברירה שהוגדרה במכרז והינה לתקופה 1/5/13 - 15/8/13, בעלות כוללת של 7,675,389 ש""ח כולל מע""מ, כמפורט בתכנית העבודה המצ""ב שיבוצעו מתקנות התקציב המפורטים במכתב היחידה. ההתקשרות","7,675,389.07"
20230871,541485,3ג,"אישור הארכת התקשרות עם אשד- משאבי ניהול והנדסה בע""מ לצורך אספקת שירותי דיור למורות חיילות במערכת החינוך",4677720
20220451,541484,3ג,"אישור הארכת התקשרות עם חברת אי אס אס אשמורת בע""מ לקבלת שירותי ניקיון במשרדי משרד החינוך במחוז צפון",339122
20260245,541168,3(4)(ב)(3),"ועדת המכרזים והרכישות ממליצה לחשכ""ל לאשר הארכת התקשרות עם חב' אשד ניהול פרוייקטים, לתקופה של שלושה וחצי חודשים נוספים במסגרת השנה השישית להתקשרות עם אשד במכרז 84/11.07 - פרוייקט איתור תלמידים, משוב ובקרת נושרים (ביקור סדיר), עד סיום הליך המכרז החדש (שאמור להתפרסם במהלך חודש אפריל), מ - 15/5/13 עד 31/8/13, בהיקף כולל של 1,023,977 ש""ח.",1023977
20260588,540881,3(4)(ב)(3),"הוועדה ממליצה לוועדת הפטור בחשכ""ל לאשר המשך התקשרות עם ויצו הסתדרות עולמית, הפעלת תכנית ""המחצית השלישית - סמסטר קיץ"".",8823705
20220351,540691,3(4)(ב)(3),"ועדת היועצים של משרד החינוך בישיבתה מיום 10/3/13 דיון 3 אישרה: 1. הארכת התקשרות עם עו""ד גיתית שריקי, שנבחרה בשנת 2011 בהליך פניה ל - 6 מציעים , בהיות הצעתה בעלת הציון הגבוה ביותר מבין ההצעות שהוגשו, למתן שרותי עזרה משפטית ליו""ר ועדת הערר לפי חוק הפיקוח על בתי""ס,לתקופה של 6 חודשים 1/5/13 - 31/10/13 בהיקף של 75 שעות בחודש ובסך כולל של 106,564 ש""ח כולל מע""מ לפי תקנה 3ג לתח""מ - מימוש זכות ברירה שהוגדרה בחוזה להארכת ההסכם. 2. ממליצה לוועדת הפטור בחשכ""ל לאשר הרחבת התקשרות עו""ד גית",35522
20270650,540567,3ג,"אישור הארכת התקשרות עם חברת טלדור מערכות מחשבים בע""מ, לבדיקת הצטיידות בתחומי המחשוב, טכנולוגיה , מדעים , בקרת תשלומים , ביצוע סקרים ובדיקות שטח לבדיקת איכותהתקנה וקרינה.",1499343
20220649,540513,3ג,הכשרות בתחומי הבטחון והערכות לשעת חרום.,1977115
20240869,540497,3(29),"אישור התקשרות עם חב' ביגיפטס ישראל בע""מ לרכישת בובות חיבוקי לילדים בגילאי טרום חובה וחובה לצורך פרוייקט המשלב בתוכו טיפול בבובה ועוזר בטיפול חרדות לילדים",500015
20240576,540491,3(29),"אישור התקשרות עם אוניברסיטת בר אילן לצורך תרגום והתאמה לערבית של סדרת 5 ספרים ""עוברים לירוק"" לתלמידי כיתות י""א ו- י""ב",2067500
20241484,540490,3(30),"אישור התקשרות עם עמותת ""אחרי""- נוער מוביל שינוי, להכנה והכוונה לשרות צבאי במסגרת סדנאות הכנה בבתי ספר ובמסגרת משלימה בלתי פורמלית אחר הצהריים.",1991000
20241439,540489,3(30),"אישור התקשרות במיזם משותף עם עמותת עלם , לביצוע פרוייקט לשילוב נוער מנותק ובסיכון בתעסוקה ובהתנדבות בקהילה.",350000
20270650,540446,3ג,אישור הרחבת ההתקשרות עם המרכז האוניברסיטאי איראל בשומרון לתכנון וסיוע למוסדות החינוך בהפעלה והטמעה פדגוגית של תוכניות התקשוב.,2502532
20240543,540372,5(א)(4) + 5(ג)(2),אישור התקשרות עם פרופ ברכיהו ליפשיף לצורך בדיקת תוכניות ייחודיות בית ספריות בנושא חוק ומשפט .,58631
20260576,540371,3ג,אישור התקשרות ללא תוספת תקציב עם הגב' נעמי גפני לצורך ייעוץלשאלוני בחינה לקראת בחינות קיץ והחורףב-2013,1.2
20260576,540368,3ג,אישור התקשרות עם הגב' ענת בן סימון ללא תוספת תקציב לצורך ייעוץ לשאלוני בחינה לקראת בחינות הקיץ והחורף ב2013,1.2
20260576,540366,3ג,המשך אישור התקשרות עם אבי אללוף ללא תוספת תקציב לצורך ייעוץ לשאלוני בחינה לקראת בחינות הקיץ והחורף ב-2013,1.5
20240543,540364,5(א)(4) + 5(ג)(2),תוכניות לימודים מבקש לאשר התקשרות עם גב' עודדה שטינברג לייעוץ בנושא תכניות לימודים ייחודיות בקרימינולוגיה,58020
20240543,540363,5(א)(4) + 5(ג)(2),תוכניות לימודים מבקש לאשר התקשרות עם מר משה אלדד לייעוץ בנושא תכניות לימודים ייחודיות בקרימינולוגיה,87946
20240543,540362,5(א)(4) + 5(ג)(2),"תוכניות לימודים מבקש לאשר התקשרות עם מר שמעון גת לייעוץ בנושא תכניות לימוד ייחודיות בהיסטוריה בתחום לימודי א""י",12214
20240543,540361,5(א)(2) + 5(ג)(2),תכניות לימודים מבקש לאשר התקשרות עם מר אליהו דורי לייעוץ בנושא תכנון לוגי של תהליכי כתיבת חומרי למידה והוראה,52481
20240543,540359,5(א)(4) + 5(ג)(2),מזכירות פדגוגית מבקשת להתקשר על פרופ' אליאב שוחטמן עבור בדיקת תכניות ייחודיות בית ספריות בנושא חוק ומשפט,24429
20240543,540356,5(א)(4) + 5(ג)(2),"אישור התקשרות עם מר עופר שיאון לייעוץ בנושא תכניות לימודים ייחודיות בהיסטוריה בתחום לימודי א""י .",36644
20270650,540348,3ג,אישור הארכת התקשרות עם המרכז האוניברסיטאי אריאל בשומרון להטמעת תוכניות וחומרי למידה בתחומי הטכנולוגיה והמדעים במערכת החינוך,1055650
20241141,540345,3ג,"מינהל כא""ב מבקש לאשר בארכת התקשרות לשנה שניה במסגרת המכרז והחוזה עם חב' מרמנת ארגון לצורך שירותי בקרה על הכוונה והכנה של מתנדבי השירות הלאומי",703579
20240246,540084,3ג,"אישור להמשך התקרות עם ""משגב עורי הפקות"" לצורך ביצוע אירועים ופעולות לתרבות ואומנות בשכונות וערי פיתוח",2805947
20241450,540082,3ג,"אישור הארכת התקשרות עם ""גשר לעולם"" לצורך ארגון וביצוע של שירותי הסעה וקרקע של משלחות תלמידים ונוער לפולין",998964
20240869,540060,3(4)(ב)(3),"ועדת הרכישות והמכרזים של המשרד ממליצה לוועדת הפטור בחשכ""ל לאשר לבקשת אגף שפ""י ,הרחבת התקשרות עם חב' מרמנת, במסגרת ההתקשרות שאושרה ע""י ועדת הרכישות המשרדית וועדת הפטור בחשכ""ל(פרוטוקולים מצ""ב),לתקופה 1/1/13 - 28/2/13 ,במסגרת מכרז 45/6.07 - הפעלת מינהלת לניהול מאגר מומחים בתחומי פעילות שפ""י, לתקופה 10/2/13 - 28/2/13, עד לסיום הליך מו""מ עם הזוכה במכרז החדש וחתימה על ההסכם - ראה לו""ז מיום 13/2/13 מצ""ב, בעלות כוללת של 2,761,146.77 ש""ח כמפורט בתוכנית העבודה, מהנימוקים המפורטים בפרו",2359954
20220645,539895,3(29),"אישור התקשרות עם חב' אפקון - בקרה ואוטומציה , לצורך ביצוע שרות ואחזקה למערכות מנ""מ(מתח נמוך) ובטחון בבנייני משרד החינוך בירושלים",130507
20261542,539893,3(29),"אישור התקשרות עם ראש גדול, העמותה לקידום הידע והחינוך המדעי, לרכישת 600 מנויים לשנ""הל עבור תלמידים הלומדים במרכזי מחוננים",120000
20220445,539642,3ג,"ועדת הרכישות של המשרד אישרה המשך התקשרות עם חב' ספר לכל - שיווק והפצה , למסגרת השנה השלישית למכרז, וזאת במסגרת האופציה שהוגדרה להארכה במכרז 28/7.2010 - שרותי הפצה, ניהול מלאי, שיווק ואחסון פרסומי המשרד (לשנה + 3 שנים נוספות).",27230580
20220445,539641,3ג,"ועדת הרכישות של המשרד אישרה הארכת התקשרות עם 9 גופים שזכו במכרז פומבי מס'61/11.08 בנושא - ביצוע הפקה דפוס והוצאה לאור עבור כל יחידות המשרד, במסגרת האופציה שהוגדרה במכרז להארכה (שנה+3 שנים נוספות), בהתאם לתנאי המכרז ולהצעתם, כאשר התשלום הינו עפ""יהזמנות עבודה מתקנות השונות של יחידות המשרד המזמינות.",1
20220451,539635,3ג,"המשך התקשרות עם חב' מ.ב.ע , במסגרת האופציה שהוגדרה להארכה במכרז 23/9.11 - למתן שרותי אחזקה וניקיון במרב""ד (לשנה +3), למסגרת השנה השנייה.",948240
20220451,539621,3ג,"ועדת הרכישות אישרה הארכת התקשרות עם ""היכלי הספורט נוקיה"",הספק שזכה בהליך תיחור, למתן שרותי חנייה לעובדי המשרד במחוז ת""א, לתקופה 1/1/13 - 30/6/13, עד לסיום הליך תיחור חדש בנושא המוקדם מבין השניים.",474833
20271026,539550,3ג,"ועדת הרכישות המשרדית אישרה הארכת התקשרות עם חב' תגבור, לשנה שנייה, במסגרת זכייתה במכרז 39/10.09 בנושא מתן שרותי השגחה על נבחנים בבחינות הבגרות והגמר, במקבץ מחוזות חיפה והצפון, תל אביב והמרכז , וזאת במסגרת האופציה שהוגרה במכרז להארכת ההתקשרות (לשנה + 3 שנים נוספות).",45820467
20271026,539548,3ג,"ועדת הרכישות המשרדית אישרה הארכת התקשרות עם חב' או.אר.אס + אדמונית החורש, לשנה שנייה, במסגרת זכייתה במכרז 39/10.09 בנושא מתן שרותי השגחה על נבחנים בבחינות הבגרות והגמר, במקבץ מחוזות ירושלים והדרום, וזאת במסגרת האופציה שהוגרה במכרז להארכת ההתקשרות (לשנה + 3 שנים נוספות).",22658753
